,DATE,TEMPERATURE,MONTH
36,1904,-1.95625,1
37,1904,1.95625,2
38,1904,5.79375,3
39,1904,11.1875,4
40,1904,14.8,5
41,1904,19.5625,6
42,1904,19.875,7
43,1904,19.3875,8
44,1904,16.29375,9
45,1904,11.15625,10
46,1904,6.7625,11
47,1904,2.60625,12
48,1905,-1.7625,1
49,1905,-3.275,2
50,1905,1.86875,3
51,1905,9.03125,4
52,1905,15.83125,5
53,1905,19.175,6
54,1905,20.2375,7
55,1905,19.74375,8
56,1905,16.94375,9
57,1905,12.85625,10
58,1905,7.4625,11
59,1905,1.71875,12
60,1906,-1.8375,1
61,1906,-0.875,2
62,1906,4.5125,3
63,1906,9.98125,4
64,1906,16.31875,5
65,1906,18.9375,6
66,1906,20.325,7
67,1906,19.91875,8
68,1906,16.34375,9
69,1906,12.69375,10
70,1906,7.66875,11
71,1906,3.7,12
72,1907,1.825,1
73,1907,-0.625,2
74,1907,3.34375,3
75,1907,10.09375,4
76,1907,13.3125,5
77,1907,17.41875,6
78,1907,20.19375,7
79,1907,19.08125,8
80,1907,16.59375,9
81,1907,11.7,10
82,1907,6.8,11
83,1907,1.45,12
84,1908,0.91875,1
85,1908,0.81875,2
86,1908,5.2625,3
87,1908,11.48125,4
88,1908,14.73125,5
89,1908,19.14375,6
90,1908,20.35,7
91,1908,18.625,8
92,1908,15.99375,9
93,1908,10.88125,10
94,1908,6.51875,11
95,1908,1.75625,12
96,1909,-1.76875,1
97,1909,-0.54375,2
98,1909,6.11875,3
99,1909,11.2375,4
100,1909,15.00625,5
101,1909,18.73125,6
102,1909,19.16875,7
103,1909,19.64375,8
104,1909,15.70625,9
105,1909,11.9125,10
106,1909,8.4125,11
107,1909,2.325,12
108,1910,0.0625,1
109,1910,1.2625,2
110,1910,4.74375,3
111,1910,9.725,4
112,1910,15.8125,5
113,1910,18.7,6
114,1910,19.80625,7
115,1910,19.43125,8
116,1910,16.7625,9
117,1910,11.63125,10
118,1910,5.83125,11
119,1910,-0.275,12
120,1911,0.1375,1
121,1911,1.05,2
122,1911,3.9875,3
123,1911,10.4125,4
124,1911,15.81875,5
125,1911,19.45,6
126,1911,20.31875,7
127,1911,19.65625,8
128,1911,17.025,9
129,1911,12.03125,10
130,1911,4.40625,11
131,1911,1.1625,12
132,1912,0.28125,1
133,1912,2.36875,2
134,1912,5.1625,3
135,1912,11.4875,4
136,1912,15.0875,5
137,1912,19.375,6
138,1912,20.6875,7
139,1912,19.00625,8
140,1912,15.18125,9
141,1912,12.425,10
142,1912,5.8875,11
143,1912,1.84375,12
144,1913,1.15,1
145,1913,0.4375,2
146,1913,3.175,3
147,1913,10.66875,4
148,1913,14.75625,5
149,1913,18.15,6
150,1913,19.875,7
151,1913,19.09375,8
152,1913,16.13125,9
153,1913,12.1,10
154,1913,5.60625,11
155,1913,1.7375,12
156,1914,2.2625,1
157,1914,0.44375,2
158,1914,4.96875,3
159,1914,10.76875,4
160,1914,15.225,5
161,1914,19.9625,6
162,1914,20.28125,7
163,1914,19.3125,8
164,1914,17.53125,9
165,1914,10.63125,10
166,1914,6.5875,11
167,1914,0.75,12
168,1915,-0.1,1
169,1915,-0.51875,2
170,1915,7.06875,3
171,1915,11.40625,4
172,1915,17.80625,5
173,1915,19.4,6
174,1915,20.125,7
175,1915,20.01875,8
176,1915,18.15625,9
177,1915,13.35625,10
178,1915,7.43125,11
179,1915,2.2375,12
180,1916,1.25625,1
181,1916,2.22e-16,2
182,1916,8.24375,3
183,1916,12.44375,4
184,1916,14.625,5
185,1916,18.80625,6
186,1916,19.8625,7
187,1916,19.7625,8
188,1916,16.58125,9
189,1916,12.2125,10
190,1916,4.3875,11
191,1916,1.175,12
192,1917,1.11875,1
193,1917,3.2,2
194,1917,5.93125,3
195,1917,9.1375,4
196,1917,14.1125,5
197,1917,18.53125,6
198,1917,19.6125,7
199,1917,18.88125,8
200,1917,15.98125,9
201,1917,11.0125,10
202,1917,5.25,11
203,1917,1.91875,12
204,1918,-1.21875,1
205,1918,1.25625,2
206,1918,5.11875,3
207,1918,9.0375,4
208,1918,16.95,5
209,1918,19.0625,6
210,1918,20.475,7
211,1918,20.0875,8
212,1918,16.23125,9
213,1918,11.86875,10
214,1918,5.3,11
215,1918,-0.06875,12
216,1919,-1.7,1
217,1919,-1.15,2
218,1919,5.05625,3
219,1919,10.325,4
220,1919,14.54375,5
221,1919,19.6375,6
222,1919,19.96875,7
223,1919,18.975,8
224,1919,15.29375,9
225,1919,11.5,10
226,1919,5.7125,11
227,1919,1.28125,12
228,1920,0.30625,1
229,1920,-1.04375,2
230,1920,4.65625,3
231,1920,9.225,4
232,1920,11.675,5
233,1920,17.31875,6
234,1920,19.70625,7
235,1920,18.75625,8
236,1920,16.60625,9
237,1920,12.475,10
238,1920,6.35,11
239,1920,0.91875,12
240,1921,0.15,1
241,1921,-0.3875,2
242,1921,7.225,3
243,1921,12.85,4
244,1921,16.11875,5
245,1921,18.21875,6
246,1921,20.08125,7
247,1921,18.58125,8
248,1921,16.025,9
249,1921,10.89375,10
250,1921,6.31875,11
251,1921,2.9625,12
252,1922,0.025,1
253,1922,2.25,2
254,1922,7.025,3
255,1922,11.48125,4
256,1922,14.85,5
257,1922,18.4125,6
258,1922,20.13125,7
259,1922,19.49375,8
260,1922,16.18125,9
261,1922,11.125,10
262,1922,6.2125,11
263,1922,2.325,12
264,1923,0.075,1
265,1923,0.4125,2
266,1923,6.38125,3
267,1923,11.5875,4
268,1923,14.24375,5
269,1923,19.49375,6
270,1923,18.9375,7
271,1923,18.8,8
272,1923,15.45,9
273,1923,10.80625,10
274,1923,5.44375,11
275,1923,1.01875,12
276,1924,-0.675,1
277,1924,1.11875,2
278,1924,6.775,3
279,1924,11.2875,4
280,1924,11.66875,5
281,1924,19.1625,6
282,1924,20.6125,7
283,1924,19.3,8
284,1924,15.4125,9
285,1924,11.775,10
286,1924,5.64375,11
287,1924,2.20625,12
288,1925,-1.4875,1
289,1925,-1.3625,2
290,1925,6.825,3
291,1925,12.4875,4
292,1925,14.93125,5
293,1925,18.13125,6
294,1925,19.6875,7
295,1925,18.925,8
296,1925,16.5375,9
297,1925,12.225,10
298,1925,5.0125,11
299,1925,1.94375,12
300,1926,0.8,1
301,1926,2.63125,2
302,1926,5.225,3
303,1926,8.4625,4
304,1926,13.36875,5
305,1926,18.90625,6
306,1926,20.33125,7
307,1926,19.81875,8
308,1926,16.775,9
309,1926,11.4,10
310,1926,3.55625,11
311,1926,1.8625,12
312,1927,-1.46875,1
313,1927,-0.55625,2
314,1927,4.40625,3
315,1927,10.60625,4
316,1927,14.10625,5
317,1927,18.36875,6
318,1927,20.2125,7
319,1927,19.2875,8
