DATE,TEMPERATURE
50,-1.375
50,-5.125
50,-9.8
51,8.575
51,3.75
51,-0.125
51,-4.725
52,15.7
52,10.825
52,7.125
52,2.475
53,23.225
53,17.75
53,13.65
53,8.7
54,25.9
54,20.975
54,17.175
54,12.65
55,25.725
55,21.775
55,18.6
55,14.85
56,25.35
56,21.375
56,18.025
56,14.225
57,22.875
57,18.525
57,15.075
57,11.3
58,18.675
58,14.45
58,11.2
58,7.1
59,13.075
59,9.05
59,5.9
59,1.825
60,7.275
60,3.525
60,0.325
60,-4.25
61,4.15
61,0.05
61,-3.425
61,-8.125
62,5.45
62,0.925
62,-2.625
62,-7.25
63,10.65
63,6.225
63,2.775
63,-1.6
64,16.925
64,11.9
64,7.925
64,3.175
65,23.725
65,18.225
65,14.025
65,9.3
66,25.35
66,20.625
66,17.075
66,12.7
67,25.85
67,21.925
67,18.65
67,14.875
68,25.225
68,21.375
68,18.35
68,14.725
69,22.175
69,17.875
69,14.575
69,10.75
70,18.75
70,14.35
70,10.875
70,6.8
71,13.3
71,9.325
71,6.15
71,1.9
72,8.925
72,5.4
72,2.325
72,-1.85
73,8.1
73,3.775
73,0.025
73,-4.6
74,5.9
74,1.325
74,-2.5
74,-7.225
75,9.75
75,5.15
75,1.425
75,-2.95
76,16.5
76,11.775
76,8.25
76,3.85
77,20.575
77,15.2
77,11.075
77,6.4
78,24.4
78,19.25
78,15.275
78,10.75
79,25.85
79,21.75
79,18.45
79,14.725
80,24.15
80,20.425
80,17.6
80,14.15
81,22.65
81,18.3
81,14.65
81,10.775
82,18.175
82,13.55
82,9.75
82,5.325
83,12.625
83,8.575
83,5.125
83,0.875
84,6.825
84,3.325
84,-0.025
84,-4.325
85,6.825
85,2.8
85,-0.7
85,-5.25
86,7.675
86,2.95
86,-1.275
86,-6.075
87,12.275
87,7.375
87,3.175
87,-1.775
88,18.425
88,13.35
88,9.45
88,4.7
89,21.925
89,16.625
89,12.575
89,7.8
90,26.075
90,20.975
90,17.05
90,12.475
91,25.45
91,21.65
91,18.9
91,15.4
92,23.675
92,20.05
92,17.15
92,13.625
93,21.675
93,17.475
93,14.275
93,10.55
94,17.125
94,12.675
94,9.05
94,4.675
95,11.85
95,8.15
95,5.15
95,0.925
96,6.9
96,3.425
96,0.45
96,-3.75
97,4.45
97,0.125
97,-3.5
97,-8.15
98,5.725
98,1.275
98,-2.3
98,-6.875
99,12.5
99,7.975
99,4.25
99,-0.25
100,17.475
100,12.85
100,9.45
100,5.175
101,21.975
101,16.85
101,12.925
101,8.275
102,25.35
102,20.475
102,16.85
102,12.25
103,24.45
103,20.65
103,17.6
103,13.975
104,24.625
104,21.05
104,18.2
104,14.7
105,21.35
105,17.275
105,14.075
105,10.125
106,17.85
106,13.6
106,10.25
106,5.95
107,13.7
107,10.05
107,7.05
107,2.85
108,7.35
108,3.925
108,1
108,-2.975
109,5.675
109,1.825
109,-1.525
109,-5.725
110,7.575
110,3.05
110,-0.5
110,-5.075
111,11.45
111,6.725
111,2.775
111,-1.975
112,16.45
112,11.6
112,7.775
112,3.075
113,22.75
113,17.65
113,13.8
113,9.05
114,25.275
114,20.475
114,16.8
114,12.25
115,24.85
115,21.25
115,18.3
115,14.825
116,24.4
116,20.825
116,17.975
116,14.525
117,22.65
117,18.3
117,15
117,11.1
118,17.5
118,13.25
118,9.975
118,5.8
119,11.3
119,7.575
119,4.425
119,0.025
120,5.75
120,1.575
120,-2.075
120,-6.35
121,6.3
121,1.95
121,-1.625
121,-6.075
122,7.45
122,2.9
122,-0.725
122,-5.425
123,10.175
123,5.725
123,2.15
123,-2.1
124,17.15
124,12.1
124,8.3
124,4.1
125,23.05
125,17.65
125,13.575
125,9
126,26
126,21.2
126,17.475
126,13.125
127,26.075
127,21.95
127,18.45
127,14.8
128,25.3
128,21.325
128,17.775
128,14.225
129,22.875
129,18.625
129,15.3
129,11.3
130,18.325
130,13.725
130,10.2
130,5.875
131,9.925
131,6
131,2.875
131,-1.175
132,6.8
132,2.85
132,-0.45
132,-4.55
133,6.35
133,2.15
133,-1.425
133,-5.95
134,8.725
134,4.075
134,0.525
134,-3.85
135,11.525
135,6.95
135,3.2
135,-1.025
136,17.85
136,13.1
136,9.625
136,5.375
137,22.175
137,16.9
137,12.925
137,8.35
138,25.975
138,21.15
138,17.425
138,12.95
139,26.1
139,22.15
139,19.05
139,15.45
140,24.15
140,20.45
140,17.475
140,13.95
141,20.95
141,16.775
141,13.425
141,9.575
142,18.175
142,14.025
142,10.825
142,6.675
143,11.35
143,7.5
143,4.425
143,0.275
144,7.15
144,3.5
144,0.4
144,-3.675
145,6.85
145,2.95
145,-0.325
145,-4.875
146,7
146,2.45
146,-1.5
146,-6.2
147,9.6
147,5.075
147,1.35
147,-3.325
148,17.725
148,12.55
148,8.6
148,3.8
149,21.575
149,16.525
149,12.825
149,8.1
150,24.7
150,19.825
150,16.275
150,11.8
151,25.125
151,21.25
151,18.35
151,14.775
152,24.425
152,20.525
152,17.475
152,13.95
153,22.05
153,17.75
153,14.35
153,10.375
154,18.025
154,13.675
154,10.4
154,6.3
155,11.2
155,7.225
155,4.125
155,-0.125
156,6.875
156,3.375
156,0.425
156,-3.725
157,8
157,4.05
157,0.725
157,-3.725
158,6.525
158,2.2
158,-1.275
158,-5.675
159,11.2
159,6.725
159,3.075
159,-1.125
160,17.4
160,12.4
160,8.825
160,4.45
161,22.525
161,17.025
161,13.075
161,8.275
162,26.425
162,21.575
162,18.05
162,13.8
163,25.5
163,21.675
163,18.7
163,15.25
164,24.325
164,20.75
164,17.825
164,14.35
165,23.15
165,18.925
165,15.85
165,12.2
166,16.375
166,12.2
166,9.05
166,4.9
167,12.075
167,8.225
167,5.125
167,0.925
168,6.175
168,2.475
168,-0.7
168,-4.95
169,5.55
169,1.7
169,-1.525
169,-6.125
170,5.75
170,1.425
170,-2.2
170,-7.05
171,13.425
171,9.05
171,5.1
171,0.7
172,18
172,13.1
172,9.475
172,5.05
173,24.875
173,19.7
173,15.7
173,10.95
174,25.975
174,21.1
174,17.475
174,13.05
175,25.85
175,21.85
175,18.3
175,14.5
176,25.325
176,21.525
176,18.35
176,14.875
177,23.95
177,19.675
177,16.375
177,12.625
178,19.5
178,15.1
178,11.55
178,7.275
179,12.775
179,8.975
179,6.05
179,1.925
180,7.35
180,3.775
180,0.95
180,-3.125
181,7.425
181,3.025
181,-0.45
181,-4.975
182,7.075
182,1.85
182,-2.1
182,-6.825
183,14.85
183,10.1
183,6.275
183,1.75
184,19
184,14.15
184,10.525
184,6.1
185,21.65
185,16.425
185,12.55
185,7.875
186,25.625
186,20.55
186,16.7
186,12.35
187,25.25
187,21.275
187,18.25
187,14.675
188,24.65
188,21.025
188,18.3
188,15.075
189,22.325
189,18.075
189,14.85
189,11.075
190,18.125
190,13.85
190,10.475
190,6.4
191,10.3
191,6.275
191,2.7
191,-1.725
192,6.7
192,3.125
192,-0.425
192,-4.7
193,7.075
193,3.075
193,-0.6
193,-5.075
194,9.325
194,4.9
194,1.55
194,-2.975
195,12.25
195,7.75
195,4.05
195,-0.325
196,15.525
196,10.75
196,7.3
196,2.975
197,20.425
197,15.525
197,12.3
197,8.2
198,25.1
198,20.175
198,16.625
198,12.225
199,24.875
199,21.025
199,18.05
199,14.5
200,23.825
200,20.125
200,17.45
200,14.125
201,21.575
201,17.4
201,14.3
201,10.65
202,16.8
202,12.6
202,9.4
202,5.25
203,10.775
203,6.9
203,3.8
203,-0.475
204,7.55
204,4
204,0.3
204,-4.175
205,4.675
205,0.625
205,-2.85
205,-7.325
206,7.8
206,3.225
206,-0.6
206,-5.4
207,11.575
207,7
207,3.225
207,-1.325
208,15.6
208,10.75
208,7.125
208,2.675
209,24.075
209,18.8
209,14.8
209,10.125
210,25.45
210,20.575
210,17.275
210,12.95
211,26.025
211,22.025
211,18.775
211,15.075
212,25.325
212,21.5
212,18.525
212,15
213,21.95
213,17.7
213,14.5
213,10.775
214,17.775
214,13.5
214,10.175
214,6.025
215,11.375
215,7.4
215,3.4
215,-0.975
216,5.95
216,2.225
216,-1.975
216,-6.475
217,5.075
217,0.8
217,-3.875
217,-8.8
218,5.3
218,0.675
218,-3
218,-7.575
219,11.95
219,7.275
219,2.825
219,-1.825
220,16.975
220,12.075
220,8.275
220,3.975
221,21.6
221,16.325
221,12.45
221,7.8
222,26.55
222,21.525
222,17.525
222,12.95
223,25.425
223,21.475
223,18.3
223,14.675
224,24.1
224,20.275
224,17.475
224,14.05
225,21.2
225,16.875
225,13.5
225,9.6
226,17.375
226,13.1
226,9.8
226,5.725
227,11.175
227,7.3
227,4.25
227,0.125
228,6.475
228,2.875
228,-0.025
228,-4.2
229,5.8
229,1.775
229,-0.975
229,-5.375
230,5.575
230,1.025
230,-2.925
230,-7.85
231,11.4
231,6.725
231,2.5
231,-2
232,16.225
232,11.175
232,7.075
232,2.425
233,18.75
233,13.425
233,9.55
233,4.975
234,23.9
234,19.075
234,15.35
234,10.95
235,25.3
235,21.275
235,17.9
235,14.35
236,24.175
236,20.35
236,17.025
236,13.475
237,22.7
237,18.3
237,14.675
237,10.75
238,18.475
238,14.1
238,10.75
238,6.575
239,12.375
239,8.35
239,4.65
239,0.025
240,6.925
240,3.1
240,-0.8
240,-5.55
241,6.175
241,2.1
241,-1.475
241,-6.2
242,5.975
242,1.45
242,-2.125
242,-6.85
243,14.3
243,9.45
243,5.075
243,0.075
244,19.75
244,14.725
244,10.775
244,6.15
245,23.65
245,18.275
245,13.8
245,8.75
246,25.175
246,20.175
246,16.075
246,11.45
247,25.675
247,21.7
247,18.35
247,14.6
248,23.95
248,20.1
248,16.9
248,13.375
249,21.825
249,17.6
249,14.2
249,10.475
250,16.725
250,12.45
250,9.225
250,5.175
251,11.9
251,8.025
251,4.8
251,0.55
252,8.4
252,4.725
252,1.525
252,-2.8
253,5.875
253,1.85
253,-1.625
253,-6
254,8.775
254,4.15
254,0.375
254,-4.3
255,13.45
255,8.825
255,5.125
255,0.7
256,18.125
256,13.2
256,9.55
256,5.05
257,22.05
257,16.75
257,12.675
257,7.925
258,25.175
258,20.275
258,16.325
258,11.875
259,25.725
259,21.7
259,18.4
259,14.7
260,24.8
260,20.975
260,17.825
260,14.375
261,21.95
261,17.7
261,14.4
261,10.675
262,16.9
262,12.65
262,9.475
262,5.475
263,11.575
263,7.725
263,4.775
263,0.775
264,7.45
264,3.925
264,1
264,-3.075
265,6.025
265,1.925
265,-1.55
265,-6.1
266,6.825
266,2.275
266,-1.425
266,-6.025
267,12.9
267,8.25
267,4.425
267,-0.05
268,18.5
268,13.5
268,9.5
268,4.85
269,21.375
269,16.075
269,12.075
269,7.45
270,26.325
270,21.325
270,17.425
270,12.9
271,24.525
271,20.5
271,17.225
271,13.5
272,23.875
272,20.1
272,17.225
272,14
273,21.5
273,17.125
273,13.6
273,9.575
274,16.675
274,12.4
274,9.1
274,5.05
275,11.05
275,7.15
275,3.925
275,-0.35
276,6.775
276,3
276,-0.625
276,-5.075
277,5.225
277,1.125
277,-2.3
277,-6.75
278,7.4
278,2.9
278,-0.6
278,-5.225
279,13.4
279,8.7
279,4.8
279,0.2
280,18.025
280,13.075
280,9.3
280,4.75
281,18.9
281,13.55
281,9.475
281,4.75
282,26.025
282,21.05
282,17.125
282,12.45
283,26.125
283,22.125
283,18.925
283,15.275
284,24.6
284,20.7
284,17.65
284,14.25
285,21.15
285,16.9
285,13.65
285,9.95
286,17.675
286,13.375
286,10.025
286,6.025
287,11.2
287,7.3
287,4.125
287,-0.05
288,7.75
288,4.125
288,0.725
288,-3.775
289,4.625
289,0.55
289,-3.2
289,-7.925
290,5.275
290,0.65
290,-3.35
290,-8.025
291,13.3
291,8.65
291,4.85
291,0.5
292,19.55
292,14.45
292,10.35
292,5.6
293,21.925
293,16.7
293,12.825
293,8.275
294,24.7
294,19.775
294,16.15
294,11.9
295,24.925
295,21.075
295,18.1
295,14.65
296,24.3
296,20.325
296,17.275
296,13.8
297,22.475
297,18.1
297,14.7
297,10.875
298,18.15
298,13.85
298,10.475
298,6.425
299,10.675
299,6.7
299,3.425
299,-0.75
300,7.2
300,3.675
300,0.475
300,-3.575
301,6.675
301,2.65
301,-0.85
301,-5.275
302,9.175
302,4.6
302,0.75
302,-4
303,11.35
303,6.825
303,3.5
303,-0.775
304,15.075
304,10.1
304,6.525
304,2.15
305,20.25
305,15.025
305,11.35
305,6.85
306,25.8
306,20.725
306,16.875
306,12.225
307,25.95
307,21.85
307,18.6
307,14.925
308,24.95
308,21.125
308,18.325
308,14.875
309,22.45
309,18.175
309,15.125
309,11.35
310,17.4
310,13.075
310,9.675
310,5.45
311,9.475
311,5.275
311,1.9
311,-2.425
312,6.95
312,3.55
312,0.5
312,-3.55
313,4.725
313,0.425
313,-3.25
313,-7.775
314,5.7
314,1.175
314,-2.375
314,-6.725
315,11.05
315,6.3
315,2.325
315,-2.05
316,17
316,12.25
316,8.75
316,4.425
317,21.1
317,15.9
317,12.025
317,7.4
318,24.975
318,20.075
318,16.4
318,12.025
319,25.525
319,21.575
319,18.65
319,15.1
320,24.375
320,20.675
320,17.75
320,14.35
321,22.15
321,17.9
321,14.5
321,10.675
322,18.475
322,14.45
322,11.3
322,7.275
323,11.775
323,7.95
323,4.775
323,0.575
324,8.075
324,4.425
324,1.175
324,-3.325
325,5.525
325,1.25
325,-3.1
325,-7.725
326,7.725
326,3.1
326,-0.825
326,-5.475
327,12.125
327,7.225
327,2.475
327,-2.175
328,17.8
328,12.775
328,8.7
328,4.2
329,23.5
329,18.15
329,14.05
329,9.35
330,25.675
330,20.7
330,16.925
330,12.55
331,25.425
331,21.4
331,17.825
331,14.175
332,24.625
332,20.65
332,17.15
332,13.625
333,21.9
333,17.425
333,13.65
333,9.75
334,18.85
334,14.3
334,10.675
334,6.425
335,12.325
335,8.5
335,5.375
335,1.15
336,6.55
336,2.9
336,-0.225
336,-4.475
337,5.075
337,0.4
337,-3.55
337,-8.475
338,5.6
338,0.95
338,-2.95
338,-7.875
339,14.4
339,9.625
339,5.8
339,1.075
340,18.975
340,14.175
340,10.525
340,6.175
341,22.675
341,17.175
341,12.95
341,8.125
342,25.6
342,20.65
342,16.675
342,12.125
343,24.95
343,20.9
343,17.8
343,14.25
344,24.125
344,20.475
344,17.6
344,14.05
345,23.1
345,18.85
345,15.525
345,11.7
346,17.475
346,12.925
346,9.25
346,4.925
347,12.175
347,8.1
347,4.8
347,0.425
348,4.8
348,0.75
348,-3.4
348,-7.775
349,3.9
349,-0.675
349,-4.75
349,-9.725
350,6.15
350,1.35
350,-2.55
350,-7.425
351,12.95
351,8.1
351,4.175
351,-0.575
352,16.5
352,11.5
352,7.625
352,3.175
353,22.05
353,16.75
353,12.75
353,8.275
354,24.725
354,19.925
354,16.25
354,12.025
355,24.85
355,21.2
355,18.35
355,14.975
356,24.35
356,20.675
356,17.625
356,14.275
357,22.1
357,17.475
357,14.05
357,10.025
358,17.9
358,13.6
358,10.15
358,5.925
359,11.925
359,8.25
359,5.325
359,1.425
360,7.35
360,3.525
360,0
360,-4.4
361,7.375
361,3.4
361,-0.125
361,-4.875
362,5.4
362,0.775
362,-3.1
362,-8.05
363,12.675
363,8.1
363,4.4
363,-0.075
364,19.3
364,14.35
364,10.625
364,6.1
365,21.725
365,16.45
365,12.25
365,7.5
366,24.9
366,19.975
366,16.05
366,11.575
367,23.925
367,19.925
367,16.725
367,13.25
368,25.25
368,21.425
368,18.525
368,15.075
369,22.575
369,18.4
369,15.325
369,11.8
370,18.825
370,14.6
370,11.325
370,7.2
371,11.7
371,7.85
371,4.65
371,0.2
372,7.425
372,3.7
372,0.275
372,-4.075
373,7.55
373,3.4
373,-0.125
373,-4.85
374,6.85
374,2.325
374,-1.775
374,-6.4
375,13.325
375,8.675
375,4.95
375,0.575
376,18.875
376,13.95
376,10.325
376,6.025
377,21
377,15.675
377,11.675
377,6.95
378,26.025
378,21.1
378,17.25
378,12.7
379,25.975
379,22.125
379,19.1
379,15.6
380,23.9
380,20.1
380,17.075
380,13.55
381,23.1
381,18.9
381,15.675
381,11.875
382,17.975
382,13.7
382,10.3
382,6.1
383,12.2
383,8.35
383,5.1
383,0.725
384,6.75
384,3.125
384,-0.4
384,-5.075
385,3.675
385,-0.425
385,-4.225
385,-9.35
386,8.2
386,3.65
386,-0.05
386,-4.725
387,12.35
387,7.725
387,3.8
387,-1.125
388,15.8
388,10.85
388,7.2
388,3.05
389,21.7
389,16.425
389,12.675
389,8.25
390,25.85
390,21
390,17.3
390,12.925
391,25.55
391,21.825
391,19.05
391,15.8
392,23.075
392,19.275
392,16.75
392,13.575
393,21.35
393,17.125
393,13.975
393,10.45
394,17.825
394,13.575
394,10.275
394,6.2
395,12.325
395,8.475
395,5.325
395,1.175
396,8.9
396,5.3
396,2.15
396,-2.175
397,3.8
397,-0.3
397,-4.275
397,-9.15
398,10.25
398,5.675
398,1.925
398,-2.85
399,11.7
399,7.025
399,3.275
399,-1.125
400,17.9
400,12.85
400,9
400,4.4
401,20.575
401,15.25
401,11
401,6.15
402,25.375
402,20.425
402,16.6
402,12.2
403,25.1
403,21.2
403,18.075
403,14.525
404,24.375
404,20.65
404,17.775
404,14.525
405,23.1
405,18.825
405,15.25
405,11.3
406,17.5
406,13.225
406,9.875
406,5.6
407,11.825
407,7.975
407,4.65
407,0.025
408,8.35
408,4.725
408,1.425
408,-2.6
409,3.975
409,-0.125
409,-3.85
409,-8.75
410,7.6
410,2.925
410,-0.725
410,-5.2
411,12.6
411,7.975
411,4.1
411,-0.475
412,14.55
412,9.625
412,6
412,1.675
413,22
413,16.725
413,12.625
413,7.85
414,25.175
414,20.225
414,16.525
414,11.6
415,25.2
415,21.275
415,18.25
415,14.75
416,24
416,20.2
416,17.45
416,14.25
417,22.4
417,18.15
417,14.925
417,11.175
418,17.3
418,13.025
418,9.8
418,5.8
419,12.175
419,8.25
419,4.95
419,0.375
420,7.25
420,3.625
420,0.375
420,-3.95
421,4.825
421,0.725
421,-2.825
421,-7.5
422,8.45
422,4.05
422,0.575
422,-3.825
423,11.25
423,6.575
423,2.7
423,-2.025
424,17.1
424,12.125
424,8.3
424,3.8
425,25.225
425,19.925
425,15.8
425,11
426,24.875
426,20.05
426,16.525
426,12.3
427,24.875
427,20.975
427,18.025
427,14.425
428,24.5
428,20.7
428,17.775
428,14.15
429,22.6
429,18.4
429,15.4
429,11.75
430,18.625
430,14.325
430,11.125
430,7.025
431,11.675
431,7.825
431,4.625
431,0.375
432,7.2
432,3.575
432,0.3
432,-3.975
433,5.35
433,1.125
433,-2.75
433,-7.5
434,7.95
434,3.4
434,-0.25
434,-4.75
435,11.775
435,7.075
435,3.05
435,-1.475
436,16.5
436,11.5
436,7.625
436,3.075
437,22.5
437,17.225
437,13.15
437,8.5
438,26.3
438,21.325
438,17.475
438,13.05
439,24.775
439,20.875
439,17.9
439,14.375
440,25.175
440,21.325
440,18.325
440,14.75
441,22.575
441,18.325
441,15.125
441,11.35
442,16.825
442,12.65
442,9.375
442,5.25
443,11.15
443,7.275
443,3.95
443,-0.325
444,6.025
444,2.4
444,-0.6
444,-5.075
445,4.575
445,0.6
445,-2.75
445,-7.2
446,5.125
446,0.625
446,-2.75
446,-7.125
447,11.8
447,7.125
447,3.15
447,-1.4
448,18.4
448,13.475
448,9.725
448,5.275
449,25.05
449,19.825
449,15.85
449,11.2
450,24.725
450,19.775
450,16.025
450,11.575
451,25.9
451,21.925
451,18.575
451,14.875
452,25.2
452,21.4
452,18.325
452,14.775
453,22.4
453,18.075
453,14.65
453,10.75
454,18.35
454,14
454,10.55
454,6.35
455,10.85
455,7.05
455,3.85
455,-0.35
456,7.45
456,3.9
456,0.775
456,-3.475
457,6.175
457,2.1
457,-1.4
457,-5.925
458,6.875
458,2.3
458,-1.45
458,-6
459,9.375
459,4.775
459,0.95
459,-3.525
460,15.55
460,10.6
460,6.65
460,2.1
461,22.975
461,17.625
461,13.575
461,8.8
462,25.325
462,20.5
462,16.875
462,12.5
463,25.55
463,21.625
463,18.575
463,15.025
464,25.15
464,21.25
464,18.125
464,14.525
465,23.5
465,19.175
465,15.825
465,11.925
466,18.825
466,14.5
466,11.125
466,6.975
467,12.15
467,8.325
467,5.275
467,1.1
468,8.7
468,5.15
468,2.225
468,-1.875
469,7.075
469,3.05
469,-0.275
469,-4.725
470,8.275
470,3.825
470,0.425
470,-4
471,11.675
471,7.05
471,3.25
471,-1.225
472,16.9
472,12.075
472,8.4
472,3.975
473,22.8
473,17.5
473,13.4
473,8.675
474,25.85
474,21.05
474,17.275
474,12.85
475,26.125
475,22.175
475,19
475,15.375
476,23.9
476,20.125
476,17.175
476,13.725
477,21.7
477,17.45
477,14.35
477,10.625
478,18.425
478,14.175
478,11
478,6.95
479,13.125
479,9.25
479,6.075
479,1.875
480,7.65
480,4.05
480,1.025
480,-3.175
481,5.425
481,1.35
481,-2.175
481,-6.7
482,8.875
482,4.375
482,0.95
482,-3.5
483,14.4
483,9.775
483,6
483,1.575
484,19.75
484,14.65
484,10.725
484,6.075
485,23.85
485,18.625
485,14.625
485,9.925
486,25.65
486,20.875
486,17.25
486,12.9
487,25.6
487,21.525
487,18.275
487,14.475
488,25.45
488,21.675
488,18.625
488,15.15
489,22.075
489,17.8
489,14.575
489,10.725
490,20.925
490,16.625
490,13.375
490,9.25
491,12.9
491,9.05
491,5.925
491,1.725
492,8.35
492,4.725
492,1.5
492,-2.775
493,5.025
493,0.95
493,-2.55
493,-7.1
494,7.6
494,3
494,-0.9
494,-5.75
495,14.45
495,9.85
495,6.05
495,1.575
496,19.5
496,14.525
496,10.675
496,6.15
497,22.65
497,17.425
497,13.4
497,8.7
498,25.5
498,20.55
498,16.675
498,12.175
499,24.875
499,21.075
499,18.175
499,14.725
500,24.075
500,20.3
500,17.325
500,13.85
501,21.85
501,17.625
501,14.5
501,10.625
502,18
502,13.825
502,10.55
502,6.45
503,13.725
503,9.975
503,6.975
503,2.875
504,7
504,3.425
504,0.25
504,-4.025
505,5.625
505,1.575
505,-2
505,-6.6
506,8.275
506,3.725
506,0.05
506,-4.725
507,13.2
507,8.5
507,4.55
507,-0.025
508,16.9
508,11.95
508,8.2
508,3.7
509,21.375
509,16.1
509,12.025
509,7.325
510,25.025
510,20.125
510,16.275
510,11.8
511,25.175
511,21.275
511,18.3
511,14.775
512,24.7
512,20.925
512,17.975
512,14.55
513,23.35
513,19.05
513,15.675
513,11.75
514,18.075
514,13.775
514,10.35
514,6.175
515,12.725
515,8.825
515,5.5
515,1.075
516,8.85
516,5.25
516,2.225
516,-2.025
517,5.1
517,1.1
517,-2.1
517,-6.45
518,6.125
518,1.675
518,-1.6
518,-5.925
519,12.675
519,8.2
519,4.725
519,0.425
520,17.65
520,12.725
520,9.1
520,4.725
521,23.45
521,18.25
521,14.275
521,9.6
522,25.375
522,20.425
522,16.65
522,12.25
523,26.25
523,22.45
523,19.575
523,16.225
524,24.575
524,20.875
524,17.95
524,14.55
525,21.4
525,17.1
525,13.9
525,10.025
526,17.425
526,13.225
526,9.925
526,5.85
527,12.325
527,8.45
527,5.3
527,1.025
528,7.25
528,3.525
528,-0.225
528,-4.925
529,3.975
529,-0.125
529,-3.675
529,-8.2
530,6.4
530,1.75
530,-2.075
530,-6.975
531,12.825
531,8.125
531,4.125
531,-0.775
532,16.4
532,11.45
532,7.8
532,3.425
533,21.65
533,16.325
533,12.2
533,7.35
534,25.625
534,20.675
534,16.85
534,12.25
535,25.375
535,21.4
535,18.25
535,14.725
536,24.675
536,20.9
536,18
536,14.55
537,22.825
537,18.6
537,15.425
537,11.7
538,18.225
538,14
538,10.725
538,6.65
539,12.525
539,8.725
539,5.575
539,1.375
540,6.5
540,2.95
540,-0.2
540,-4.475
541,6.875
541,2.8
541,-0.775
541,-5.325
542,9.7
542,5.2
542,1.775
542,-2.8
543,12.375
543,7.825
543,4.225
543,-0.125
544,20.975
544,16.05
544,12.275
544,7.875
545,23.875
545,18.65
545,14.75
545,10.15
546,25.95
546,21
546,17.05
546,12.6
547,26.025
547,22.1
547,18.875
547,15.275
548,25.2
548,21.375
548,18.3
548,14.8
549,23
549,18.7
549,15.55
549,11.7
550,19.7
550,15.4
550,12.15
550,8.05
551,11.525
551,7.625
551,4.275
551,-0.05
552,6.125
552,2.4
552,-1.025
552,-5.625
553,4.6
553,0.575
553,-2.525
553,-7
554,7.525
554,3.025
554,-0.5
554,-5.15
555,14.5
555,9.975
555,6.4
555,2.075
556,19.625
556,14.675
556,10.9
556,6.325
557,23.7
557,18.4
557,14.375
557,9.675
558,26.9
558,21.85
558,17.825
558,13.075
559,25.75
559,21.725
559,18.5
559,14.7
560,25.4
560,21.6
560,18.75
560,15.25
561,23.075
561,18.9
561,15.725
561,11.875
562,17.75
562,13.525
562,10.25
562,6.15
563,13.5
563,9.675
563,6.625
563,2.475
564,7.325
564,3.625
564,0.45
564,-3.875
565,5.875
565,1.775
565,-1.675
565,-6.25
566,6.95
566,2.5
566,-1.075
566,-5.6
567,11.525
567,6.9
567,3.125
567,-1.35
568,18.55
568,13.475
568,9.65
568,5.175
569,22.975
569,17.7
569,13.625
569,8.925
570,24.75
570,19.8
570,15.95
570,11.475
571,25.3
571,21.325
571,18.25
571,14.7
572,24.275
572,20.5
572,17.55
572,14.125
573,22.9
573,18.6
573,15.275
573,11.5
574,18.675
574,14.35
574,10.925
