LAT,LON,PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
33.25,73.25,T2M,1981,   10.62,   12.74,   16.20,   24.19,   31.18,   34.96,   31.58,   28.57,   26.56,   22.14,   16.57,   12.85,   22.39
33.25,73.25,T2M,1982,   11.21,    9.88,   14.06,   21.36,   24.77,   31.17,   33.89,   30.56,   28.98,   24.35,   17.60,   11.31,   21.66
33.25,73.25,T2M,1983,   10.05,   12.14,   15.28,   19.87,   26.62,   31.63,   32.00,   29.66,   27.12,   21.56,   16.69,   12.19,   21.28
33.25,73.25,T2M,1984,   10.27,   10.61,   20.40,   24.79,   33.59,   36.05,   31.14,   29.16,   25.49,   21.59,   16.30,   10.95,   22.56
33.25,73.25,T2M,1985,    9.81,   14.22,   21.22,   25.08,   31.27,   35.73,   31.19,   29.34,   28.83,   22.36,   17.80,   12.83,   23.34
33.25,73.25,T2M,1986,    9.81,   11.87,   15.74,   23.13,   28.68,   34.23,   31.71,   28.72,   27.26,   22.59,   17.46,   11.14,   21.90
33.25,73.25,T2M,1987,   11.61,   13.94,   17.85,   24.41,   26.51,   33.62,   35.72,   33.13,   30.60,   23.56,   18.92,   14.43,   23.74
33.25,73.25,T2M,1988,   12.71,   14.57,   17.34,   26.04,   33.37,   35.13,   31.14,   29.08,   28.39,   23.26,   18.41,   14.14,   23.64
33.25,73.25,T2M,1989,    9.78,   11.88,   17.64,   23.02,   31.14,   34.31,   32.44,   28.57,   28.23,   23.77,   17.60,   13.05,   22.67
33.25,73.25,T2M,1990,   12.57,   12.51,   16.37,   22.71,   31.81,   35.88,   32.27,   30.57,   27.82,   22.28,   18.07,   12.52,   23.00
33.25,73.25,T2M,1991,   10.51,   12.92,   18.69,   23.02,   30.92,   35.58,   34.56,   31.10,   28.03,   22.28,   17.44,   13.97,   23.31
33.25,73.25,T2M,1992,   11.37,   11.86,   15.83,   22.16,   27.92,   34.54,   31.81,   29.56,   25.86,   22.34,   16.81,   13.61,   22.00
33.25,73.25,T2M,1993,    9.67,   15.35,   15.85,   24.73,   32.16,   34.28,   31.36,   31.30,   28.32,   23.68,   18.74,   14.44,   23.35
33.25,73.25,T2M,1994,   12.02,   12.33,   19.99,   22.68,   31.37,   35.84,   31.81,   28.67,   25.62,   21.78,   18.16,   11.96,   22.74
33.25,73.25,T2M,1995,    9.86,   12.61,   16.88,   21.27,   29.39,   35.20,   31.48,   27.86,   25.78,   22.06,   16.34,   11.94,   21.77
33.25,73.25,T2M,1996,   10.21,   13.70,   18.12,   24.86,   29.74,   32.92,   32.35,   29.22,   27.60,   21.44,   15.83,   12.85,   22.42
33.25,73.25,T2M,1997,   11.34,   13.08,   18.17,   23.01,   28.41,   34.42,   35.85,   32.31,   30.27,   22.63,   16.85,   11.67,   23.22
33.25,73.25,T2M,1998,   10.84,   13.58,   16.72,   26.47,   31.87,   33.85,   33.61,   31.99,   30.81,   24.98,   19.21,   15.41,   24.16
33.25,73.25,T2M,1999,   11.24,   14.96,   19.15,   27.83,   32.57,   35.45,   34.67,   33.39,   31.11,   25.31,   19.01,   14.89,   25.01
33.25,73.25,T2M,2000,   11.81,   11.56,   18.02,   28.44,   34.40,   34.94,   33.98,   33.04,   30.03,   25.90,   18.55,   13.89,   24.58
33.25,73.25,T2M,2001,   11.20,   15.12,   20.77,   25.64,   33.16,   32.43,   31.55,   30.94,   28.73,   25.21,   18.97,   14.60,   24.07
33.25,73.25,T2M,2002,   12.86,   13.93,   20.20,   26.81,   33.61,   34.59,   35.37,   32.47,   27.55,   24.54,   19.09,   13.63,   24.61
33.25,73.25,T2M,2003,   12.07,   13.65,   17.61,   25.35,   30.14,   35.21,   31.29,   29.31,   27.61,   22.55,   16.28,   13.40,   22.91
33.25,73.25,T2M,2004,   11.06,   14.61,   23.03,   28.19,   32.27,   34.65,   33.77,   30.70,   29.60,   22.32,   18.51,   14.23,   24.43
33.25,73.25,T2M,2005,    9.77,   11.12,   17.94,   22.47,   27.70,   35.70,   31.59,   30.66,   29.05,   23.53,   17.04,   13.00,   22.52
33.25,73.25,T2M,2006,   10.28,   17.12,   18.17,   25.24,   33.70,   33.10,   30.81,   27.73,   26.13,   23.50,   17.10,   11.28,   22.87
33.25,73.25,T2M,2007,   10.70,   12.95,   16.26,   26.03,   30.59,   34.09,   31.08,   28.96,   26.73,   22.35,   18.41,   11.89,   22.54
33.25,73.25,T2M,2008,    8.86,   11.91,   22.05,   23.23,   30.96,   32.78,   30.37,   28.75,   27.11,   24.15,   18.38,   14.17,   22.76
33.25,73.25,T2M,2009,   12.32,   13.79,   18.99,   23.07,   30.16,   33.69,   33.62,   31.05,   28.81,   23.99,   17.64,   13.63,   23.45
33.25,73.25,T2M,2010,   13.11,   13.17,   21.45,   27.55,   31.29,   33.31,   31.51,   28.31,   26.02,   23.81,   18.16,   12.68,   23.42
33.25,73.25,T2M,2011,   10.68,   12.16,   19.06,   23.49,   33.00,   33.70,   30.66,   29.13,   26.92,   23.04,   18.48,   12.97,   22.83
33.25,73.25,T2M,2012,    9.38,   10.35,   17.40,   23.99,   29.94,   35.26,   33.25,   30.01,   26.32,   21.79,   16.91,   12.49,   22.29
33.25,73.25,T2M,2013,    9.60,   12.36,   18.27,   23.25,   30.36,   34.28,   31.83,   28.74,   26.51,   23.79,   16.46,   13.09,   22.43
33.25,73.25,T2M,2014,   11.71,   12.39,   16.84,   22.71,   28.72,   34.98,   32.59,   30.19,   26.48,   22.59,   16.90,   12.53,   22.44
33.25,73.25,T2M,2015,   11.40,   14.48,   16.76,   23.17,   29.41,   33.06,   31.70,   29.95,   27.92,   23.04,   16.59,   12.84,   22.56
33.25,73.25,T2M,2016,   12.07,   14.90,   18.73,   24.28,   32.00,   34.15,   31.46,   29.35,   28.75,   24.87,   19.38,   16.36,   23.88
33.25,73.25,T2M,2017,   10.31,   14.32,   18.11,   25.50,   31.86,   33.08,   31.59,   29.75,   27.70,   24.87,   17.49,   13.31,   23.20
33.25,73.25,T2M,2018,   11.97,   14.71,   20.75,   25.18,   29.25,   34.22,   31.19,   29.87,   27.38,   22.60,   17.13,   11.88,   23.05
33.25,73.25,T2M,2019,    9.08,   11.16,   16.03,   24.96,   28.66,   34.04,   31.90,   29.49,   28.88,   22.48,   16.79,   10.97,   22.08
33.25,73.25,T2M_MIN,1981,    6.25,    7.40,   10.91,   16.41,   22.48,   26.08,   26.77,   24.48,   21.19,   15.38,   10.41,    7.69,   16.34
33.25,73.25,T2M_MIN,1982,    6.15,    4.86,    9.25,   15.69,   19.43,   23.37,   26.78,   25.62,   21.53,   17.64,   12.06,    6.61,   15.81
33.25,73.25,T2M_MIN,1983,    5.03,    6.46,    9.14,   14.20,   20.11,   23.61,   25.90,   25.24,   22.09,   14.71,   10.04,    7.06,   15.35
33.25,73.25,T2M_MIN,1984,    4.76,    4.52,   13.28,   17.20,   24.45,   28.52,   25.97,   25.26,   20.40,   14.38,   10.43,    5.92,   16.29
33.25,73.25,T2M_MIN,1985,    4.92,    6.93,   13.54,   17.62,   22.72,   27.77,   26.24,   24.68,   21.95,   15.35,   11.53,    8.00,   16.82
33.25,73.25,T2M_MIN,1986,    3.97,    6.70,   10.09,   15.97,   20.34,   25.98,   25.77,   23.88,   20.91,   15.58,   11.31,    6.20,   15.60
33.25,73.25,T2M_MIN,1987,    5.87,    8.53,   12.25,   16.80,   19.35,   25.60,   28.84,   26.64,   23.24,   16.66,   12.01,    8.85,   17.10
33.25,73.25,T2M_MIN,1988,    7.80,    8.45,   11.12,   17.83,   23.95,   27.10,   26.40,   24.46,   21.60,   16.03,   11.79,    9.18,   17.16
33.25,73.25,T2M_MIN,1989,    4.79,    5.98,   11.56,   14.75,   21.74,   26.38,   26.32,   23.80,   21.30,   15.84,   11.24,    8.41,   16.06
33.25,73.25,T2M_MIN,1990,    7.63,    7.36,   10.29,   15.26,   23.28,   27.89,   26.38,   25.41,   22.27,   15.41,   11.83,    7.52,   16.76
33.25,73.25,T2M_MIN,1991,    5.41,    7.30,   11.97,   15.54,   23.05,   26.86,   27.32,   25.05,   21.80,   15.16,   10.95,    9.44,   16.71
33.25,73.25,T2M_MIN,1992,    7.29,    6.47,    9.95,   15.48,   20.18,   25.80,   25.66,   24.44,   20.43,   15.57,   11.03,    8.89,   15.96
33.25,73.25,T2M_MIN,1993,    4.53,    9.48,    9.70,   17.01,   23.78,   25.88,   25.30,   24.65,   21.80,   15.93,   12.09,    8.53,   16.59
33.25,73.25,T2M_MIN,1994,    6.84,    6.48,   13.18,   14.80,   22.71,   27.83,   27.11,   24.72,   20.01,   14.89,   12.16,    6.72,   16.51
33.25,73.25,T2M_MIN,1995,    4.34,    6.87,   10.40,   14.73,   21.08,   26.87,   26.18,   23.92,   20.13,   15.85,    9.87,    6.76,   15.63
33.25,73.25,T2M_MIN,1996,    4.85,    8.02,   12.25,   16.91,   21.21,   26.17,   25.77,   24.19,   21.28,   15.23,    9.32,    7.09,   16.04
33.25,73.25,T2M_MIN,1997,    6.02,    6.66,   11.48,   16.01,   20.16,   27.18,   29.70,   26.02,   23.13,   16.72,   11.63,    7.11,   16.87
33.25,73.25,T2M_MIN,1998,    5.73,    7.87,   10.19,   18.27,   23.11,   26.00,   27.60,   25.95,   24.11,   17.54,   12.35,    9.51,   17.40
33.25,73.25,T2M_MIN,1999,    6.75,    9.20,   12.09,   18.51,   23.87,   27.40,   28.19,   26.89,   23.71,   17.49,   12.99,    8.95,   18.05
33.25,73.25,T2M_MIN,2000,    6.59,    5.55,   10.20,   19.51,   25.87,   27.57,   28.34,   26.70,   23.21,   18.25,   12.46,    8.47,   17.76
33.25,73.25,T2M_MIN,2001,    5.66,    8.31,   12.98,   17.60,   24.65,   25.93,   26.46,   25.04,   21.91,   17.56,   12.40,    9.50,   17.38
33.25,73.25,T2M_MIN,2002,    7.42,    7.43,   13.11,   18.73,   24.75,   26.79,   28.06,   26.70,   21.19,   17.74,   13.31,    8.90,   17.91
33.25,73.25,T2M_MIN,2003,    7.09,    8.47,   11.06,   17.59,   21.59,   27.29,   26.28,   24.76,   22.49,   15.84,   10.84,    8.48,   16.85
33.25,73.25,T2M_MIN,2004,    7.02,    8.19,   14.81,   20.65,   23.90,   27.74,   27.78,   25.20,   23.28,   16.40,   12.84,    9.38,   18.12
33.25,73.25,T2M_MIN,2005,    4.87,    6.84,   12.80,   15.09,   20.41,   27.96,   26.49,   25.36,   23.29,   16.68,   10.99,    7.36,   16.56
33.25,73.25,T2M_MIN,2006,    5.24,   11.15,   12.11,   17.13,   25.92,   26.38,   26.14,   24.09,   21.29,   18.04,   12.37,    6.78,   17.25
33.25,73.25,T2M_MIN,2007,    5.45,    8.50,   10.76,   18.70,   23.00,   27.18,   26.34,   24.82,   21.93,   15.80,   12.73,    7.27,   16.91
33.25,73.25,T2M_MIN,2008,    4.24,    5.60,   14.54,   16.47,   23.45,   27.03,   25.81,   24.29,   21.44,   18.13,   12.71,    9.15,   16.94
33.25,73.25,T2M_MIN,2009,    7.27,    8.14,   12.52,   16.38,   22.20,   26.18,   27.70,   25.93,   22.37,   17.34,   11.89,    8.48,   17.25
33.25,73.25,T2M_MIN,2010,    7.55,    7.98,   14.57,   19.81,   23.53,   26.05,   26.28,   24.76,   21.32,   17.98,   12.56,    7.60,   17.55
33.25,73.25,T2M_MIN,2011,    5.12,    7.00,   12.14,   16.24,   24.72,   26.78,   25.93,   25.08,   22.22,   17.14,   13.09,    7.55,   16.97
33.25,73.25,T2M_MIN,2012,    4.32,    4.83,   10.51,   17.69,   22.10,   27.56,   27.43,   25.51,   21.93,   15.82,   11.17,    7.46,   16.39
33.25,73.25,T2M_MIN,2013,    4.09,    7.65,   12.34,   16.53,   22.23,   27.44,   26.96,   24.50,   21.88,   18.65,   11.08,    7.94,   16.82
33.25,73.25,T2M_MIN,2014,    6.15,    6.79,   10.90,   15.52,   21.62,   27.50,   27.37,   25.49,   22.18,   17.41,   11.58,    7.47,   16.72
33.25,73.25,T2M_MIN,2015,    6.29,    9.13,   11.66,   16.95,   21.75,   26.11,   26.68,   25.63,   21.82,   17.31,   11.84,    7.98,   16.97
33.25,73.25,T2M_MIN,2016,    7.12,    8.49,   13.16,   17.36,   24.53,   27.56,   26.76,   24.82,   23.50,   18.65,   13.71,   11.02,   18.08
33.25,73.25,T2M_MIN,2017,    6.08,    8.85,   12.15,   18.06,   24.48,   26.40,   26.80,   25.23,   22.18,   18.22,   11.92,    8.27,   17.43
33.25,73.25,T2M_MIN,2018,    6.63,    8.88,   13.93,   18.25,   21.59,   27.63,   26.44,   25.60,   22.20,   16.63,   11.72,    6.89,   17.24
33.25,73.25,T2M_MIN,2019,    4.67,    6.33,   10.49,   18.41,   21.14,   26.37,   27.08,   24.94,   23.77,   17.33,   12.34,    5.80,   16.60
33.25,73.25,T2M_MAX,1981,   16.99,   19.68,   22.53,   32.61,   39.68,   43.14,   36.57,   32.48,   31.94,   30.12,   24.96,   20.70,   29.32
33.25,73.25,T2M_MAX,1982,   18.59,   16.33,   19.63,   26.91,   29.96,   38.12,   40.73,   35.94,   37.09,   32.31,   25.54,   18.77,   28.39
33.25,73.25,T2M_MAX,1983,   17.38,   19.41,   22.84,   26.04,   33.38,   39.39,   37.96,   34.06,   32.28,   29.60,   25.44,   20.00,   28.19
33.25,73.25,T2M_MAX,1984,   17.98,   18.82,   28.88,   32.87,   42.47,   43.23,   36.44,   33.47,   30.99,   30.21,   24.80,   18.82,   29.94
33.25,73.25,T2M_MAX,1985,   16.91,   23.78,   30.08,   32.69,   39.57,   43.06,   36.33,   33.79,   36.04,   30.87,   26.29,   20.08,   30.81
33.25,73.25,T2M_MAX,1986,   18.16,   19.01,   22.70,   30.88,   36.93,   41.92,   37.86,   33.46,   34.13,   30.67,   25.71,   18.60,   29.21
33.25,73.25,T2M_MAX,1987,   19.88,   21.30,   24.79,   32.77,   33.49,   41.20,   42.56,   39.79,   38.63,   32.16,   28.68,   23.24,   31.58
33.25,73.25,T2M_MAX,1988,   20.01,   22.76,   24.86,   34.93,   42.14,   42.65,   36.15,   34.17,   35.93,   32.18,   27.42,   21.42,   31.22
33.25,73.25,T2M_MAX,1989,   17.02,   19.40,   25.13,   31.68,   39.76,   41.61,   38.33,   33.33,   35.43,   32.97,   26.21,   19.94,   30.11
33.25,73.25,T2M_MAX,1990,   20.01,   19.32,   23.54,   30.60,   39.86,   43.13,   38.18,   36.07,   33.80,   30.38,   26.86,   19.69,   30.17
33.25,73.25,T2M_MAX,1991,   17.93,   20.35,   26.58,   30.86,   38.75,   43.52,   41.67,   37.22,   34.99,   30.71,   25.86,   20.77,   30.82
33.25,73.25,T2M_MAX,1992,   17.58,   18.79,   22.98,   29.33,   35.92,   42.60,   37.68,   34.82,   31.48,   30.39,   24.95,   21.03,   28.98
33.25,73.25,T2M_MAX,1993,   17.08,   23.74,   23.48,   33.06,   40.62,   41.97,   37.50,   38.21,   35.07,   32.93,   27.71,   23.05,   31.23
33.25,73.25,T2M_MAX,1994,   19.52,   19.60,   28.43,   30.74,   39.64,   43.41,   36.67,   32.84,   31.63,   30.00,   26.28,   19.42,   29.90
33.25,73.25,T2M_MAX,1995,   17.51,   19.72,   24.10,   28.13,   37.77,   43.07,   36.69,   31.85,   31.59,   29.50,   25.17,   19.73,   28.77
33.25,73.25,T2M_MAX,1996,   17.54,   20.79,   24.80,   33.14,   38.01,   39.41,   38.97,   34.21,   34.49,   29.69,   24.94,   22.11,   29.86
33.25,73.25,T2M_MAX,1997,   19.08,   21.34,   25.90,   30.51,   36.28,   41.16,   42.03,   38.96,   37.97,   29.56,   24.31,   18.52,   30.51
33.25,73.25,T2M_MAX,1998,   18.34,   20.91,   24.72,   34.75,   40.19,   41.29,   39.54,   38.23,   37.97,   33.76,   28.63,   24.58,   31.96
33.25,73.25,T2M_MAX,1999,   17.80,   22.68,   27.65,   37.63,   40.85,   43.05,   41.13,   40.08,   38.80,   34.48,   27.73,   23.94,   33.03
33.25,73.25,T2M_MAX,2000,   19.31,   19.06,   26.67,   37.68,   42.80,   42.16,   40.01,   39.83,   37.72,   35.47,   26.97,   22.50,   32.55
33.25,73.25,T2M_MAX,2001,   19.79,   24.03,   29.44,   33.89,   41.37,   38.87,   37.26,   37.32,   36.29,   34.26,   27.99,   22.64,   31.97
33.25,73.25,T2M_MAX,2002,   20.57,   22.21,   29.06,   35.58,   42.35,   42.01,   42.36,   38.65,   34.33,   32.62,   27.13,   21.03,   32.38
33.25,73.25,T2M_MAX,2003,   20.02,   20.31,   25.29,   33.84,   38.41,   42.46,   36.36,   34.18,   33.39,   30.44,   24.55,   20.68,   30.04
33.25,73.25,T2M_MAX,2004,   17.05,   23.29,   31.83,   35.98,   40.06,   41.10,   39.84,   36.71,   36.77,   29.64,   26.43,   21.96,   31.73
33.25,73.25,T2M_MAX,2005,   16.81,   16.61,   23.99,   30.27,   35.06,   42.63,   36.59,   35.86,   35.13,   31.70,   25.62,   21.81,   29.40
33.25,73.25,T2M_MAX,2006,   17.89,   25.52,   25.66,   34.22,   41.02,   39.38,   35.22,   31.17,   30.94,   30.02,   24.00,   18.29,   29.45
33.25,73.25,T2M_MAX,2007,   18.92,   18.69,   22.82,   33.73,   37.88,   40.39,   35.33,   32.91,   31.66,   30.32,   26.36,   19.49,   29.08
33.25,73.25,T2M_MAX,2008,   15.75,   20.26,   30.74,   30.37,   38.36,   38.23,   34.60,   33.21,   32.98,   31.53,   26.77,   22.19,   29.61
33.25,73.25,T2M_MAX,2009,   19.63,   21.30,   27.00,   30.77,   38.10,   40.72,   39.42,   36.25,   35.44,   32.03,   25.74,   21.41,   30.70
33.25,73.25,T2M_MAX,2010,   21.40,   20.12,   29.47,   35.73,   38.98,   40.16,   36.82,   31.95,   30.93,   30.82,   26.31,   20.68,   30.33
33.25,73.25,T2M_MAX,2011,   18.52,   18.97,   27.29,   31.49,   40.82,   40.20,   35.33,   33.44,   31.69,   30.24,   26.58,   21.47,   29.73
33.25,73.25,T2M_MAX,2012,   16.83,   17.93,   25.90,   30.86,   37.71,   42.30,   39.11,   34.39,   31.30,   29.43,   25.08,   20.75,   29.33
33.25,73.25,T2M_MAX,2013,   18.08,   18.78,   25.74,   30.89,   38.51,   40.73,   36.63,   33.09,   31.36,   30.34,   24.87,   21.13,   29.23
33.25,73.25,T2M_MAX,2014,   19.87,   19.81,   24.05,   30.32,   36.08,   42.02,   37.67,   34.72,   30.93,   29.25,   25.42,   20.68,   29.28
33.25,73.25,T2M_MAX,2015,   19.15,   21.61,   23.21,   29.37,   36.99,   39.71,   36.25,   34.17,   34.14,   30.12,   24.10,   20.56,   29.15
33.25,73.25,T2M_MAX,2016,   19.25,   23.19,   25.41,   32.06,   39.57,   40.46,   35.88,   33.84,   34.28,   32.31,   27.89,   24.80,   30.75
33.25,73.25,T2M_MAX,2017,   16.50,   21.69,   25.17,   33.42,   39.05,   39.30,   36.17,   34.23,   33.37,   32.86,   25.57,   21.37,   29.93
33.25,73.25,T2M_MAX,2018,   20.38,   22.86,   28.89,   32.76,   37.23,   40.69,   36.05,   34.14,   33.18,   30.11,   24.99,   19.78,   30.12
33.25,73.25,T2M_MAX,2019,   15.62,   17.60,   22.47,   31.87,   36.31,   41.15,   36.95,   34.20,   34.23,   28.89,   23.12,   18.64,   28.47
33.25,73.75,T2M,1981,   10.44,   12.66,   16.10,   24.05,   30.57,   33.95,   30.68,   28.20,   26.43,   21.73,   16.41,   12.73,   22.04
33.25,73.75,T2M,1982,   11.15,    9.77,   14.01,   21.14,   24.53,   30.69,   33.04,   29.77,   28.00,   23.43,   17.34,   11.43,   21.25
33.25,73.75,T2M,1983,   10.06,   11.81,   15.16,   19.73,   26.31,   30.94,   31.19,   29.01,   26.81,   21.09,   16.46,   12.17,   20.94
33.25,73.75,T2M,1984,   10.11,   10.47,   20.02,   24.19,   32.67,   35.12,   30.38,   28.40,   25.10,   21.19,   16.06,   11.11,   22.10
33.25,73.75,T2M,1985,    9.67,   14.00,   20.73,   24.45,   30.39,   34.74,   30.28,   28.95,   28.26,   21.62,   17.29,   12.82,   22.80
33.25,73.75,T2M,1986,    9.96,   11.88,   15.71,   22.92,   28.05,   33.38,   30.86,   28.37,   26.70,   21.97,   17.11,   11.11,   21.54
33.25,73.75,T2M,1987,   11.41,   13.74,   17.74,   24.07,   25.81,   32.51,   34.66,   32.31,   29.67,   22.95,   18.34,   14.57,   23.19
33.25,73.75,T2M,1988,   12.66,   14.29,   17.25,   25.71,   32.49,   34.18,   30.53,   28.49,   27.62,   22.48,   17.75,   13.93,   23.13
33.25,73.75,T2M,1989,    9.62,   11.68,   17.25,   22.54,   30.17,   33.39,   31.80,   28.31,   27.76,   23.09,   17.24,   12.80,   22.19
33.25,73.75,T2M,1990,   12.73,   12.31,   16.07,   22.47,   30.93,   34.85,   31.55,   29.72,   27.39,   21.74,   17.68,   12.31,   22.53
33.25,73.75,T2M,1991,   10.53,   12.91,   18.45,   22.49,   30.25,   34.62,   33.70,   30.29,   27.39,   21.67,   16.82,   13.76,   22.79
33.25,73.75,T2M,1992,   11.32,   11.57,   15.71,   21.89,   27.49,   33.55,   30.98,   29.02,   25.54,   21.87,   16.72,   13.60,   21.63
33.25,73.75,T2M,1993,    9.62,   15.25,   15.62,   24.19,   31.54,   33.42,   30.26,   30.65,   27.61,   22.96,   18.42,   14.40,   22.86
33.25,73.75,T2M,1994,   11.89,   12.06,   19.74,   22.22,   30.63,   34.81,   30.96,   28.30,   25.38,   21.37,   17.73,   11.91,   22.30
33.25,73.75,T2M,1995,    9.50,   12.33,   16.57,   21.26,   29.16,   34.27,   30.88,   27.54,   25.70,   21.87,   16.29,   12.05,   21.49
33.25,73.75,T2M,1996,   10.04,   13.48,   17.92,   24.35,   28.90,   32.03,   31.31,   28.83,   27.15,   21.32,   15.99,   13.03,   22.04
33.25,73.75,T2M,1997,   11.09,   12.75,   17.68,   22.62,   27.79,   33.39,   34.55,   30.75,   28.91,   22.03,   16.62,   11.68,   22.54
33.25,73.75,T2M,1998,   10.96,   13.38,   16.66,   25.95,   31.14,   33.12,   32.93,   31.21,   29.97,   24.26,   18.83,   15.38,   23.70
33.25,73.75,T2M,1999,   11.10,   14.91,   19.05,   27.48,   31.88,   34.36,   33.64,   32.63,   30.34,   24.51,   18.71,   14.76,   24.49
33.25,73.75,T2M,2000,   11.69,   11.33,   17.58,   27.77,   33.53,   33.97,   32.95,   31.65,   28.96,   25.39,   18.29,   14.06,   23.96
33.25,73.75,T2M,2001,   11.28,   14.89,   20.10,   25.03,   32.20,   31.50,   30.42,   30.03,   27.64,   24.47,   18.64,   14.45,   23.43
33.25,73.75,T2M,2002,   12.47,   13.80,   20.20,   26.50,   32.98,   33.72,   34.41,   31.35,   26.57,   23.61,   18.64,   13.68,   24.05
33.25,73.75,T2M,2003,   12.42,   13.27,   17.31,   24.97,   29.27,   34.42,   30.55,   28.66,   27.03,   21.88,   16.14,   13.12,   22.46
33.25,73.75,T2M,2004,   10.97,   14.55,   22.43,   27.48,   31.32,   33.56,   32.84,   29.65,   28.76,   21.57,   18.27,   14.44,   23.83
33.25,73.75,T2M,2005,    9.76,   10.94,   17.94,   22.55,   27.41,   34.76,   30.83,   30.34,   28.45,   23.02,   16.83,   13.14,   22.22
33.25,73.75,T2M,2006,   10.40,   17.32,   18.23,   25.12,   32.92,   32.17,   30.32,   27.43,   25.80,   22.91,   16.80,   11.62,   22.60
33.25,73.75,T2M,2007,   10.93,   12.74,   16.32,   25.74,   30.13,   33.25,   30.83,   28.89,   26.82,   22.26,   18.47,   12.24,   22.42
33.25,73.75,T2M,2008,    8.97,   11.90,   21.72,   23.12,   30.25,   31.89,   30.05,   28.35,   26.59,   23.53,   18.15,   14.40,   22.44
33.25,73.75,T2M,2009,   12.30,   13.83,   18.79,   23.09,   29.69,   32.72,   32.67,   30.29,   28.10,   23.45,   17.21,   13.53,   23.02
33.25,73.75,T2M,2010,   13.06,   13.17,   21.27,   27.11,   30.38,   32.30,   30.70,   27.86,   25.63,   23.08,   17.76,   12.55,   22.96
33.25,73.75,T2M,2011,   10.50,   12.20,   18.89,   23.07,   32.06,   32.78,   30.31,   28.62,   26.65,   22.64,   18.58,   12.96,   22.49
33.25,73.75,T2M,2012,    9.31,   10.52,   17.33,   23.56,   29.26,   34.32,   32.60,   29.55,   26.27,   21.69,   17.15,   12.92,   22.07
33.25,73.75,T2M,2013,   10.15,   12.62,   18.78,   23.25,   30.02,   33.43,   31.25,   28.23,   26.46,   23.36,   16.58,   13.02,   22.31
33.25,73.75,T2M,2014,   11.46,   12.37,   16.73,   22.45,   28.33,   34.17,   31.72,   30.03,   26.16,   22.27,   17.10,   12.85,   22.18
33.25,73.75,T2M,2015,   11.62,   14.40,   16.67,   22.79,   28.82,   32.00,   30.80,   29.46,   27.34,   22.70,   16.92,   13.12,   22.26
33.25,73.75,T2M,2016,   12.27,   14.86,   18.66,   24.21,   31.21,   33.46,   30.99,   28.76,   27.89,   24.07,   18.94,   16.29,   23.49
33.25,73.75,T2M,2017,   10.28,   14.23,   17.71,   25.09,   30.86,   32.03,   30.64,   29.07,   26.97,   23.96,   17.24,   13.47,   22.67
33.25,73.75,T2M,2018,   12.09,   14.63,   20.49,   24.56,   28.89,   33.28,   30.19,   29.25,   26.83,   22.09,   17.14,   11.99,   22.65
33.25,73.75,T2M,2019,    9.16,   11.04,   15.80,   24.39,   28.05,   32.89,   30.92,   28.79,   28.02,   22.07,   16.51,   10.90,   21.59
33.25,73.75,T2M_MIN,1981,    6.24,    7.59,   10.81,   16.47,   22.16,   25.22,   26.12,   24.09,   21.07,   15.27,   10.42,    7.73,   16.14
33.25,73.75,T2M_MIN,1982,    6.41,    4.87,    9.37,   15.70,   19.35,   22.99,   26.17,   25.01,   20.66,   16.95,   11.96,    6.99,   15.60
33.25,73.75,T2M_MIN,1983,    5.33,    6.37,    9.33,   14.26,   20.01,   23.09,   25.23,   24.94,   22.03,   14.68,   10.07,    7.37,   15.28
33.25,73.75,T2M_MIN,1984,    4.85,    4.68,   13.10,   16.99,   23.68,   27.79,   25.40,   24.85,   20.26,   14.37,   10.43,    6.29,   16.09
33.25,73.75,T2M_MIN,1985,    4.92,    6.97,   13.40,   17.47,   22.12,   26.82,   25.64,   24.47,   21.84,   14.97,   11.31,    8.09,   16.55
33.25,73.75,T2M_MIN,1986,    4.45,    6.86,   10.25,   15.95,   20.00,   25.33,   25.35,   23.89,   20.76,   15.43,   11.38,    6.41,   15.54
33.25,73.75,T2M_MIN,1987,    5.87,    8.72,   12.21,   16.85,   18.94,   24.64,   27.90,   26.04,   22.53,   16.40,   11.53,    9.12,   16.77
33.25,73.75,T2M_MIN,1988,    7.94,    8.56,   11.32,   17.73,   23.28,   26.26,   26.04,   24.08,   21.26,   15.65,   11.61,    9.16,   16.93
33.25,73.75,T2M_MIN,1989,    4.83,    5.97,   11.40,   14.54,   21.16,   25.53,   25.84,   23.58,   21.03,   15.55,   11.09,    8.43,   15.80
33.25,73.75,T2M_MIN,1990,    7.70,    7.44,   10.25,   15.15,   22.78,   26.90,   25.82,   24.93,   22.03,   15.30,   11.67,    7.61,   16.51
33.25,73.75,T2M_MIN,1991,    5.79,    7.61,   12.05,   15.25,   22.55,   26.07,   26.65,   24.59,   21.43,   14.93,   10.77,    9.40,   16.48
33.25,73.75,T2M_MIN,1992,    7.52,    6.33,   10.13,   15.36,   19.97,   24.96,   25.10,   24.09,   20.27,   15.38,   11.11,    9.05,   15.80
33.25,73.75,T2M_MIN,1993,    4.57,    9.63,    9.76,   16.73,   23.37,   25.26,   24.66,   24.30,   21.50,   15.43,   11.99,    8.76,   16.36
