Data section,380,,,
Data section,78.7,88,89.3,85.8
Data section,76.4,77.9,74.5,68.8
Data section,63.7,52.6,37,39.9
Data section,41.7,36.9,30.3,25.1
Data section,410,,,
Data section,56.6,61.6,62.6,60.7
Data section,52.9,51.6,51.7,46.4
Data section,43.3,37.4,30.6,28.2
Data section,33.1,29.6,25.6,22.4
Data section,439,,,
Data section,50.3,54.9,59,55
Data section,56.2,55.9,52.2,47.4
Data section,52.6,43.1,30.7,28.6
Data section,36.9,31,25,21
Data section,470,,,
Data section,41.4,42.4,43.7,36.6
Data section,57,55,49.2,42.3
Data section,68.6,59.3,54.1,43.5
Data section,60.6,56.6,50.6,43.9
Data section,500,,,
Data section,52.5,57.4,60.5,53.9
Data section,65.4,67.9,63,53.3
Data section,67,58.6,46.4,41.8
Data section,59.1,52,42.5,35.7
Data section,531,,,
Data section,49.5,47,45.1,43.1
Data section,54,47.8,41.5,40.2
Data section,63,49,43.6,34.8
Data section,60.2,46.9,35.8,28.6
Data section,561,,,
Data section,303.5,282.3,230.8,220.1
Data section,278.5,221.9,184.3,176.1
Data section,230.5,191.8,167.5,112.4
Data section,119.3,120,97.5,73.1
Data section,592,,,
Data section,129.4,115.3,95.3,91.2
Data section,93.8,74.2,64.9,61.3
Data section,65.2,52.2,40.9,31.3
Data section,34.5,32.1,25.3,18.8
Data section,623,,,
Data section,53.5,50.8,45.8,45.6
Data section,49.7,41.6,37.5,37.2
Data section,48.1,39.2,36.1,26.3
Data section,36.2,35.5,27.9,21.2
Data section,653,,,
Data section,6.3,5.6,5.5,4.8
Data section,7.1,6.4,5.7,4.6
Data section,9.3,7,5.9,4.9
Data section,8.5,7.3,6.3,5.4
Data section,684,,,
Data section,0.7,0.3,0.2,0.2
Data section,0.4,0,0,0
Data section,0.3,0,0,0
Data section,0.7,0.2,0.1,0.1
Data section,714,,,
Data section,5.2,6.6,8.5,9.5
Data section,3.1,3.8,5.2,6.8
Data section,2.3,1.6,1.6,2.7
Data section,2.6,1.6,1.2,1.2
Data section,745,,,
Data section,2.4,1.2,0.8,1.1
Data section,1.1,0.2,0.2,0.4
Data section,2.9,0.3,0,0.2
Data section,9.3,4.9,1.5,0.3
Data section,775,,,
Data section,11.6,10.6,10.2,10.2
Data section,12.8,10.7,10,9.3
Data section,15.4,11.6,9.9,8.5
Data section,17,13.4,10.3,8.6
Data section,804,,,
Data section,57.3,60.8,62.5,55.8
Data section,77.5,75.6,66.5,59.4
Data section,91.3,80,69.2,54.8
Data section,75.9,71.8,63.4,55.3
Data section,835,,,
Data section,54.3,62,70.3,64.1
Data section,69.3,73.1,71.3,67.4
Data section,78.1,70.9,66.6,58.4
Data section,69.7,66.5,59.5,51.7
Data section,865,,,
Data section,49.3,56.7,62.6,58.3
Data section,64.6,69.7,66.9,61.1
Data section,71.4,68.2,64.5,55.2
Data section,61,61.7,56.7,50.2
Data section,896,,,
Data section,88.8,86,82.9,78.3
Data section,98.2,88.2,77.4,73
Data section,102.1,87.7,72.5,60.1
Data section,70.6,70.1,63.7,53.2
Data section,926,,,
Data section,181.8,170.1,143.1,141.5
Data section,162.5,128.8,111.1,109.7
Data section,138.7,112.2,93.9,67.9
Data section,81.6,79.8,64.6,48.7
Data section,957,,,
Data section,157.8,137,109.9,102.5
Data section,131.8,101.3,84.6,79.3
Data section,103.7,84.6,70.1,50.1
Data section,55.8,54.8,45.1,33.9
Data section,988,,,
Data section,75.9,77.8,72.9,73.8
Data section,63.4,58.1,53.6,53.9
Data section,48.2,43.2,39.9,29.7
Data section,24,24.5,20.5,16.3
Data section,1018,,,
Data section,16.5,16.9,18.2,16.6
Data section,20.2,20.6,18.7,15.8
Data section,25.6,20.8,17.5,14.5
Data section,22.8,20.1,16.3,13.3
Data section,1049,,,
Data section,14.4,14.6,12.5,10.5
Data section,21.6,18,16.6,14.3
Data section,30.7,22.3,19,17.8
Data section,44.4,33.7,26.9,21.8
Data section,1079,,,
Data section,1.5,0.6,0.4,0.4
Data section,0.7,0.1,0,0
Data section,2.9,0.3,0,0
Data section,10.8,5.6,1.6,0.2
Data section,1110,,,
Data section,63.1,67.7,66.6,62.8
Data section,76.3,73.7,66.1,61.6
Data section,88.5,74.7,68.8,58.8
Data section,76.8,71.7,62.7,53.2
Data section,1140,,,
Data section,21.6,21.5,20.8,20
Data section,31.8,28.4,24.9,23.3
Data section,43.4,37.6,38.8,27.6
Data section,44.3,38.6,32.3,27.6
Data section,1169,,,
Data section,64,69.9,74.1,67.5
Data section,72.7,72.3,67.4,61
Data section,75.5,62.4,51,44.1
Data section,67.2,57.2,47.1,40.3
Data section,1200,,,
Data section,25.7,26.4,28,24.6
Data section,33.5,32,29.7,26.7
Data section,42,34.4,31.6,26.2
Data section,44.9,38.5,32.5,27.6
Data section,1230,,,
Data section,33.7,37.2,40.7,38.1
Data section,40.8,42.3,40.6,35.8
Data section,43.2,35.8,27.8,26.2
Data section,44.7,35.2,26.4,21.8
Data section,1261,,,
Data section,24.6,23.5,23.1,23.1
Data section,28.1,25.2,22,22.3
Data section,37.6,28,26.3,20.3
Data section,45.4,31.6,21.5,16.5
Data section,1291,,,
Data section,375.7,345.6,282.1,268.3
Data section,322.1,252.6,214.7,202.1
Data section,270.4,215.5,181.1,122.1
Data section,171.8,160.7,123.8,91
Data section,1322,,,
Data section,237.7,212.7,175.4,166.8
Data section,182.4,142.8,123.5,118.7
Data section,141,111.6,95.6,69.2
Data section,88.3,79.8,61,44.9
Data section,1353,,,
Data section,110.2,109.1,100,99.4
Data section,90.6,79,72.3,70.9
Data section,79.3,63.8,58.7,41.8
Data section,59.8,51.6,37.7,28.6
Data section,1383,,,
Data section,11.8,11.5,12.1,10.9
Data section,13,12.5,11.4,9.5
Data section,15.6,12.7,11.5,9
Data section,12.7,11.8,10.4,8.9
Data section,1414,,,
Data section,2,1.6,1.3,1.2
Data section,1.9,1.3,1.2,1.1
Data section,2.1,1.5,1.5,1.3
Data section,2.4,1.7,1.6,1.4
Data section,1444,,,
Data section,25,27.7,29.7,28.1
Data section,23.7,23.3,23.1,23.2
Data section,21,17.5,15.2,15.2
Data section,16.2,14,12,11.4
Data section,1475,,,
Data section,91.9,95.5,89.7,80.1
Data section,112.3,107,92.4,80.9
Data section,122.3,104.5,89.7,76.6
Data section,94.8,92.1,82.3,69.8
Data section,1505,,,
Data section,9.6,8.3,7.9,8
Data section,10.4,8.4,7.8,7.3
Data section,12.2,9.3,7.9,6.8
Data section,11.4,9.2,7.6,6.9
Data section,1535,,,
Data section,168.9,184.5,188.9,164.8
Data section,204.2,206.7,180.5,157.5
Data section,187,174.8,156.5,119.4
Data section,98.6,94.2,82.1,72.3
Data section,1566,,,
Data section,30.3,30,30,24.7
Data section,42.6,40.5,35.1,28.8
Data section,50.5,43.6,37.2,28.9
Data section,47.4,44.9,39.7,32.7
Data section,1596,,,
Data section,38.9,44,48.7,46.1
Data section,56.2,59,56.3,52
Data section,70.7,65.9,60.5,52.5
Data section,67.3,69.7,65,57.2
Data section,1627,,,
Data section,55.7,53.6,51.9,49.8
Data section,59.2,52.9,46.4,44.1
Data section,58.2,50.2,41.6,34.3
Data section,38.9,39.2,35.9,29.5
Data section,1657,,,
Data section,168.6,163,143.5,149.3
Data section,152,122.3,108.3,113.7
Data section,137,111.3,102.7,73.1
Data section,89.2,84.7,67.2,51.1
Data section,1688,,,
Data section,221.9,194.7,158.6,149.6
Data section,181.1,138.2,116.3,110.9
Data section,151.1,120.7,106.1,71.3
Data section,93.4,89.3,69.7,50.3
Data section,1719,,,
Data section,38.6,38.6,36.3,37.5
Data section,32.4,29,27.1,28
Data section,35.4,24.8,22.9,17.3
Data section,42.3,27.6,16.1,11.8
Data section,1749,,,
Data section,32.5,34.2,37.3,34.1
Data section,42.1,43.3,39.7,34.6
Data section,56.9,49.2,46.1,37
Data section,49,47.6,42.8,37.3
Data section,1780,,,
Data section,20.3,22.9,21.6,19.8
Data section,28.7,25.6,24.8,23.2
Data section,33.6,28.2,26.1,23.7
Data section,33.1,28.7,26.9,23
Data section,1810,,,
Data section,26.1,28,28.9,26.1
Data section,27.7,26.3,24.6,24.2
Data section,30.6,25.8,25.1,21.8
Data section,30.6,26,22.4,21.3
Data section,1841,,,
Data section,106.1,113.4,109,99.5
Data section,124.1,121.2,107,95.6
Data section,130.7,111.1,95.2,83.5
Data section,102.9,95.8,82.6,69.5
Data section,1871,,,
Data section,52.5,56,56.2,54.1
Data section,49.5,47.1,46.7,41.8
Data section,38.6,32.7,26.2,24.3
Data section,25.3,22.2,18.6,16
Data section,1900,,,
Data section,44.2,50.2,56,53.8
Data section,45.5,47,46.3,45.1
Data section,46.9,39.7,37.5,31
Data section,45,37.1,30.5,26.4
Data section,1931,,,
Data section,16.2,16.4,17.9,16.5
Data section,21.5,20.6,19.1,18.2
Data section,28.4,24.1,23.9,19.3
Data section,30,26.2,22.9,20.1
Data section,1961,,,
Data section,20.1,20.5,21.1,19
Data section,28.3,27.4,24.2,21.3
Data section,37.7,33.3,32.8,24.2
Data section,39.4,36.5,31.3,26.2
Data section,1992,,,
Data section,48.4,45.3,42.6,39.9
Data section,57.7,50.8,42.5,40
Data section,65.7,54.1,46.3,35.6
Data section,53.7,46.7,38,29.8
Data section,2022,,,
Data section,115.2,108.3,93,94.6
Data section,94.9,75.9,66.6,66.7
Data section,76.4,60.2,50.3,35.9
Data section,46.1,41.7,31.4,22.7
Data section,2053,,,
Data section,104.2,100.3,89.9,93.4
Data section,91.9,76.5,69.9,75.4
Data section,82.1,69.3,65.6,52.1
Data section,54.8,52.6,43.8,35.3
Data section,2084,,,
Data section,216.8,205.3,176.4,162.9
Data section,191.5,163,139.9,125.5
Data section,156.2,128.5,106.3,74.7
Data section,91.8,87.3,66,48.9
Data section,2114,,,
Data section,14.2,13.5,13.3,10.9
Data section,15.9,15.6,13.4,10
Data section,16.7,13.5,10,8.1
Data section,11.7,10.3,8.4,6.7
Data section,2145,,,
Data section,1.4,1,0.8,0.7
Data section,1.3,0.8,0.7,0.6
Data section,1.3,0.9,0.8,0.7
Data section,1.7,1.1,0.9,0.9
Data section,2175,,,
Data section,46.1,48.3,48.2,42.6
Data section,56.6,52.8,46.7,43.8
Data section,61.6,52,45.5,40.7
Data section,53,46.6,40,37.6
Data section,2206,,,
Data section,26,27.7,28.2,27.9
Data section,28.4,27.1,25.4,25.2
Data section,32.7,27.4,27,23.6
Data section,29.3,27.2,24.4,21.6
Data section,2236,,,
Data section,145.7,150.7,143.1,129.3
Data section,160.9,149,136.5,115
Data section,145,125.5,104,87.6
Data section,104,94.9,81.3,71.1
Data section,2265,,,
Data section,73.5,88.7,101.2,97.4
Data section,72,79.9,81.6,79.6
Data section,62.9,57,50.8,46.3
Data section,48.7,43.7,37.5,32.7
