,1,2,3,4
971,29.5,31.9,34.3,32.0
972,29.6,29.6,28.4,26.7
973,29.1,25.0,23.4,18.8
974,24.8,21.7,18.7,16.3
976,90.8,107.2,123.5,112.9
977,89.6,100.7,105.1,96.2
978,64.2,58.6,43.6,47.7
979,36.1,32.6,27.2,22.7
981,29.6,35.3,41.3,41.2
982,30.4,34.1,35.9,34.3
983,25.2,22.7,18.7,19.4
984,18.5,16.5,13.8,11.8
986,146.0,143.2,138.6,131.5
987,162.8,147.6,127.7,121.3
988,165.4,142.5,121.2,97.0
989,108.3,105.7,92.7,75.2
991,144.4,141.9,124.7,127.7
992,116.1,96.6,87.1,88.6
993,91.0,73.6,62.2,45.7
994,52.9,48.6,37.3,27.5
996,477.8,424.3,339.6,312.0
997,446.2,348.0,285.6,268.1
998,380.1,313.0,266.8,188.2
999,224.1,220.9,175.8,129.8
1001,193.4,205.5,195.0,196.4
1002,148.6,140.6,136.3,136.5
1003,115.9,101.4,91.8,70.0
1004,69.5,69.7,55.3,42.8
1006,65.8,69.8,76.2,69.1
1007,76.9,79.9,73.6,60.4
1008,86.5,73.0,58.2,47.2
1009,60.6,58.6,49.9,40.0
1011,0.7,0.3,0.2,0.2
1012,0.4,0.0,0.0,0.0
1013,0.3,0.0,0.0,0.0
1014,0.7,0.2,0.1,0.1
1016,21.2,22.2,22.4,20.2
1017,27.5,25.7,22.9,22.4
1018,32.8,28.4,26.9,24.0
1019,30.0,27.3,24.5,24.0
1021,11.5,11.3,11.2,11.1
1022,11.6,10.5,9.6,9.2
1023,12.7,9.9,8.7,7.3
1024,11.5,9.6,7.9,6.3
1026,18.8,16.6,14.6,12.9
1027,20.0,16.2,13.9,11.6
1028,20.7,16.7,15.3,11.3
1029,18.2,15.5,13.2,11.5
1031,98.2,110.4,117.8,107.0
1032,108.5,112.5,105.5,95.9
1033,101.1,90.0,77.2,66.5
1034,74.7,68.5,59.4,52.3
1036,120.2,133.3,144.3,124.4
1037,137.6,143.7,137.1,117.7
1038,126.3,111.5,89.7,78.7
1039,94.1,85.4,71.3,58.0
1041,2.4,2.0,2.5,3.2
1042,1.4,1.0,1.4,2.0
1043,1.5,0.6,0.7,0.9
1044,2.4,1.1,0.8,0.7
1046,59.5,58.5,57.8,56.4
1047,53.8,49.2,44.8,42.6
1048,44.7,37.2,29.0,25.3
1049,27.3,24.8,20.9,16.6
1051,122.9,117.9,103.9,108.8
1052,114.2,91.2,80.0,84.0
1053,106.4,85.4,77.7,54.4
1054,70.7,65.5,51.0,38.2
1056,142.4,126.8,105.3,101.2
1057,100.2,78.8,69.6,66.7
1058,69.2,54.1,43.7,33.0
1059,39.2,34.9,26.4,19.1
1061,42.7,40.4,35.9,35.4
1062,48.9,41.6,35.1,34.4
1063,52.6,44.0,39.8,26.9
1064,38.0,36.0,27.3,20.2
1066,7.1,6.6,7.0,6.5
1067,8.3,7.7,6.9,5.9
1068,11.4,9.1,8.5,6.2
1069,10.6,9.4,8.0,6.6
1071,19.1,19.5,16.8,14.4
1072,31.0,25.5,22.4,19.4
1073,39.2,31.7,28.3,23.2
1074,39.4,33.4,30.1,24.6
1076,37.5,38.3,37.0,31.8
1077,49.5,45.7,39.4,36.9
1078,58.1,50.0,46.3,41.0
1079,53.1,47.5,42.2,41.1
1081,128.8,136.2,130.1,117.9
1082,142.3,137.3,121.8,106.0
1083,139.5,115.6,91.6,83.5
1084,104.3,95.4,81.3,68.1
1086,56.1,54.6,50.1,44.5
1087,67.6,59.0,51.3,42.3
1088,69.6,58.1,49.0,37.0
1089,55.6,49.3,40.8,33.8
1091,66.0,70.3,72.0,63.9
1092,103.2,100.1,84.1,74.4
1093,135.8,118.6,105.1,74.5
1094,123.3,112.1,92.6,75.0
1096,35.9,38.7,42.5,38.2
1097,40.3,40.6,39.2,35.2
1098,38.7,32.9,27.7,24.4
1099,30.6,27.0,22.9,19.3
1101,22.8,25.5,28.6,27.6
1102,25.8,27.1,26.8,24.6
1103,25.0,22.0,18.8,16.9
1104,20.1,18.3,15.5,13.0
1106,13.3,13.7,15.7,18.3
1107,10.5,9.8,10.4,12.3
1108,10.6,8.4,7.9,7.0
1109,8.7,7.4,6.2,5.1
1111,203.9,199.7,172.7,172.8
1112,138.7,118.0,109.2,106.9
1113,80.5,64.5,46.6,40.2
1114,36.6,32.0,23.7,17.3
1116,168.3,146.3,117.8,109.9
1117,125.7,96.7,82.4,76.7
1118,91.2,71.5,58.1,42.2
1119,52.4,47.5,36.2,26.2
1121,51.3,48.6,42.8,41.7
1122,58.1,49.1,40.9,39.1
1123,62.7,51.9,46.3,29.7
1124,45.7,42.9,31.7,22.6
1126,4.3,3.9,4.0,3.7
1127,6.0,5.7,4.9,4.3
1128,8.9,7.3,6.6,5.2
1129,8.4,7.5,6.4,5.4
1131,3.2,3.8,4.0,4.2
1132,2.5,2.4,3.0,3.3
1133,1.6,1.1,0.8,1.4
1134,1.3,0.7,0.5,0.4
1136,42.4,44.1,43.2,37.0
1137,43.1,40.7,36.8,33.1
1138,37.8,31.6,25.8,24.2
1139,28.4,24.4,20.5,19.1
1141,82.7,86.0,80.8,72.4
1142,105.8,100.7,86.0,75.8
1143,120.7,102.2,88.7,74.4
1144,98.8,92.4,79.5,66.3
1146,53.3,54.7,52.8,49.4
1147,63.4,57.8,52.9,46.5
1148,64.8,55.6,48.6,39.8
1149,51.9,46.9,40.2,35.2
1151,71.1,75.8,78.7,71.1
1152,94.5,91.3,80.0,72.6
1153,114.2,99.2,91.7,67.6
1154,101.2,92.7,79.1,67.0
1156,53.8,58.6,63.4,56.3
1157,88.6,89.5,81.2,75.6
1158,120.7,109.8,107.5,89.3
1159,117.0,112.2,102.3,91.7
1161,32.5,37.4,42.6,41.6
1162,39.1,41.6,41.1,38.5
1163,41.9,37.9,34.7,29.5
1164,37.2,35.1,30.1,25.2
1166,33.1,32.9,33.6,34.0
1167,33.6,30.6,27.7,27.8
1168,35.7,30.0,26.5,20.6
1169,27.7,25.3,21.2,16.5
1171,67.8,73.5,73.3,84.2
1172,40.4,37.1,40.4,47.3
1173,27.3,21.0,18.0,15.7
1174,17.6,14.2,10.1,6.9
1176,130.2,107.8,82.7,73.7
1177,99.0,73.9,60.1,52.3
1178,69.2,52.7,38.5,27.4
1179,37.1,32.4,23.4,16.0
1181,109.4,109.6,101.3,103.1
1182,129.6,112.9,97.5,98.5
1183,142.9,121.3,112.8,76.8
1184,104.0,100.5,77.3,57.9
1186,5.3,4.9,5.2,4.8
1187,5.9,5.6,5.1,4.5
1188,7.9,6.4,6.1,4.9
1189,7.3,6.5,5.8,5.1
1191,8.6,7.8,6.0,4.6
1192,16.7,13.1,10.4,8.3
1193,23.7,18.8,16.5,12.0
1194,25.3,21.0,18.2,14.0
1196,4.7,4.0,3.9,3.6
1197,4.2,3.3,3.0,3.0
1198,4.6,3.4,3.3,2.8
1199,5.0,3.7,3.1,3.0
1201,42.8,47.0,48.7,48.6
1202,45.0,43.7,41.8,41.7
1203,51.0,42.7,42.3,36.5
1204,45.4,42.4,37.9,33.0
1206,19.9,18.7,17.9,17.3
1207,20.7,17.2,15.9,14.5
1208,22.6,18.2,17.6,13.1
1209,20.8,17.9,15.2,13.2
1211,37.8,36.2,33.8,27.7
1212,66.4,60.5,46.6,38.6
1213,95.6,81.5,71.9,46.1
1214,90.9,81.3,65.5,51.0
1216,35.0,35.9,37.2,31.7
1217,59.4,57.3,49.0,42.7
1218,83.6,72.9,66.6,49.2
1219,82.7,75.9,64.2,52.0
1221,30.3,34.9,38.7,37.0
1222,53.1,57.3,53.2,50.9
1223,72.6,70.1,69.6,60.9
1224,70.9,71.1,65.8,60.3
1226,100.6,96.5,91.8,86.1
1227,119.6,106.6,90.2,85.4
1228,130.4,111.1,96.0,75.0
1229,95.7,90.3,77.4,61.9
1231,182.7,162.5,129.7,122.0
1232,148.2,113.9,94.2,85.1
1233,107.8,82.4,61.0,42.2
1234,57.4,50.6,36.3,24.7
1236,308.5,271.4,218.6,203.3
1237,274.4,210.5,173.2,162.5
1238,237.4,189.3,161.1,108.6
1239,151.1,140.6,106.8,75.9
1241,67.4,68.0,64.2,66.6
1242,60.0,53.2,49.1,49.9
1243,52.8,44.2,39.5,29.5
1244,34.3,32.6,25.2,19.4
1246,46.2,47.3,49.9,43.9
1247,57.9,58.5,52.3,43.3
1248,73.7,62.3,55.4,43.6
1249,60.9,57.8,50.4,42.7
1251,2.0,1.6,1.2,1.0
1252,2.2,1.6,1.3,1.1
1253,2.7,1.9,1.8,1.5
1254,3.1,2.3,2.0,1.7
1256,59.4,63.2,63.2,55.8
1257,77.9,73.8,65.1,62.0
1258,90.3,78.1,71.5,64.3
1259,81.4,73.1,64.4,62.3
1261,48.3,54.7,57.3,57.3
1262,53.9,54.2,51.7,51.1
1263,59.1,50.3,46.3,42.2
1264,49.2,46.0,40.6,35.1
1266,72.6,71.6,65.4,57.8
1267,114.7,100.4,83.3,69.4
1268,144.6,123.1,107.0,75.8
1269,128.2,115.3,94.6,76.6
1271,38.8,41.3,43.0,39.4
1272,56.0,55.1,48.3,45.3
1273,70.8,63.1,59.8,47.1
1274,63.9,59.3,52.4,46.8
1276,33.1,34.2,36.1,31.3
1277,44.2,43.0,39.1,34.9
1278,52.5,45.8,43.2,35.2
1279,48.3,44.7,39.8,34.8
1281,34.4,37.6,39.8,36.4
1282,62.2,64.1,56.4,51.0
1283,88.0,82.1,78.7,62.1
1284,87.9,85.8,75.3,64.2
1286,62.3,60.0,57.8,55.0
1287,64.4,58.0,50.5,47.3
1288,60.9,51.1,41.0,33.8
1289,40.5,37.4,31.4,24.8
1291,82.5,80.3,72.9,78.6
1292,65.6,53.0,48.4,50.7
1293,54.8,41.7,33.7,23.2
1294,35.1,30.0,21.1,13.9
1296,116.5,114.7,105.5,111.6
1297,89.2,75.1,71.3,76.6
1298,71.1,57.7,50.4,40.4
1299,44.6,41.0,32.1,24.1
1301,232.0,226.4,200.5,191.6
1302,212.9,185.8,162.7,151.7
1303,178.3,149.0,123.9,90.6
1304,105.9,101.6,77.4,58.1
1306,9.8,9.8,10.5,9.7
1307,12.5,12.6,11.4,10.1
1308,17.2,14.6,13.9,11.5
1309,15.4,14.5,13.1,11.7
1311,0.7,0.3,0.2,0.2
1312,0.4,0.0,0.0,0.0
1313,0.3,0.0,0.0,0.0
1314,0.7,0.2,0.1,0.1
1316,61.5,64.9,63.6,54.3
1317,65.8,63.5,57.2,51.1
1318,56.0,47.8,36.2,37.0
1319,37.7,32.8,27.9,26.5
1321,98.6,101.4,94.6,84.2
1322,122.6,115.0,97.3,83.9
1323,137.4,114.0,96.1,77.5
1324,110.9,102.2,85.4,68.3
1326,108.5,115.0,112.4,105.0
1327,131.1,121.5,111.2,96.5
1328,135.9,116.4,98.3,76.7
1329,109.7,98.3,80.8,66.2
1331,46.6,47.2,46.5,40.1
1332,64.6,60.7,50.7,43.8
1333,80.0,68.8,61.9,43.7
1334,71.9,64.8,54.1,44.7
1336,71.2,71.0,69.1,53.6
1337,89.4,86.2,74.3,56.3
1338,82.1,69.2,48.5,41.4
1339,53.6,47.4,38.2,30.0
1341,60.3,65.3,68.6,61.3
1342,78.6,80.3,73.4,63.3
1343,88.2,80.2,73.9,58.7
1344,78.9,75.9,65.9,55.7
1346,25.0,24.2,24.4,24.7
1347,29.5,26.1,22.4,22.1
1348,34.8,28.7,24.3,17.5
1349,27.9,25.0,20.1,14.7
1351,330.9,326.3,280.7,279.7
1352,293.7,245.6,216.7,220.5
1353,247.2,207.6,188.9,140.5
1354,154.4,148.3,120.2,94.2
1356,350.8,312.9,253.8,236.6
1357,296.8,232.3,195.5,185.5
1358,242.6,196.7,169.5,121.0
1359,149.4,141.0,110.4,81.8
1361,20.5,20.4,20.5,23.4
1362,21.7,18.7,17.2,18.9
1363,24.1,19.7,18.2,12.7
1364,18.3,16.8,12.6,9.2
1366,29.5,30.3,32.7,29.8
1367,38.6,38.8,34.7,28.9
1368,49.9,41.3,34.6,27.0
1369,40.6,37.7,31.6,25.5
1371,4.8,6.3,6.8,7.0
1372,3.1,3.7,5.0,5.5
1373,1.5,1.4,1.5,2.4
1374,1.7,1.1,1.0,0.9
1376,59.0,62.9,62.3,53.4
1377,56.5,55.2,51.1,45.0
1378,40.6,34.4,23.4,25.7
1379,22.1,18.6,15.4,14.4
1381,98.2,103.9,98.9,89.3
1382,113.5,110.5,97.2,85.9
1383,114.4,98.0,82.5,74.0
1384,83.8,80.1,70.4,60.1
1386,127.4,128.5,119.4,106.3
1387,157.6,142.0,125.2,104.7
1388,159.5,137.8,117.1,92.7
1389,119.2,110.8,95.2,82.0
1391,41.9,42.9,43.1,38.0
1392,60.2,57.0,48.1,42.6
1393,76.2,65.8,59.5,43.0
1394,69.6,62.9,52.8,44.0
1396,38.4,39.0,40.5,34.7
1397,53.3,50.7,45.2,40.1
1398,67.7,59.0,57.5,44.3
1399,64.6,60.8,54.1,46.9
1401,56.4,60.9,63.4,56.0
1402,77.1,79.1,71.3,60.8
1403,87.2,79.6,71.0,57.1
1404,78.6,75.4,64.7,53.9
1406,5.4,4.2,4.3,5.0
1407,4.0,3.1,3.0,3.6
1408,4.1,3.0,2.8,2.7
1409,3.8,2.8,2.4,2.2
1411,227.6,214.6,180.1,176.8
1412,177.0,143.7,126.4,122.8
1413,123.8,99.2,80.0,62.3
1414,65.0,60.1,47.0,35.9
1416,106.7,94.4,79.9,79.6
1417,81.0,62.1,54.6,54.6
1418,65.8,51.0,44.5,31.3
1419,42.4,38.1,29.0,20.9
1421,140.5,148.2,143.2,150.3
1422,138.8,126.6,117.3,122.4
1423,134.5,116.0,108.4,80.5
1424,92.4,90.3,71.3,55.6
1426,2.2,2.5,3.6,4.4
1427,1.7,1.9,2.5,3.1
1428,2.2,1.6,1.6,2.0
1429,2.4,1.7,1.5,1.4
1431,7.0,6.8,5.6,4.7
1432,11.3,9.0,7.7,6.5
1433,14.9,11.9,10.7,8.2
1434,15.2,12.6,11.3,9.1
1436,94.3,95.7,89.6,72.9
1437,105.7,98.8,85.1,72.2
1438,91.9,77.1,56.3,55.2
1439,63.3,54.8,45.4,41.5
1441,51.8,52.5,49.2,44.5
1442,65.1,59.9,50.5,44.6
1443,77.9,64.2,57.0,44.6
1444,69.1,63.4,53.3,42.9
1446,30.3,28.4,25.9,23.4
1447,35.6,30.1,26.2,22.5
1448,39.7,33.1,31.0,22.9
1449,35.9,31.9,27.2,23.5
1451,17.8,16.7,16.3,14.5
1452,19.5,17.3,14.9,13.0
1453,20.8,16.7,14.7,10.9
1454,20.0,16.5,13.4,11.1
1456,25.7,26.5,28.4,25.2
1457,33.5,32.0,29.1,26.2
1458,41.9,35.6,33.6,25.1
1459,41.6,37.4,31.7,26.0
1461,48.3,54.6,60.6,57.5
1462,63.1,66.3,63.2,57.9
1463,71.6,66.0,61.8,51.3
1464,63.0,62.1,55.0,47.2
1466,112.9,109.3,103.6,94.7
1467,95.7,88.2,78.7,69.0
1468,64.4,54.1,35.5,33.7
1469,28.2,26.1,21.5,16.6
1471,213.2,206.6,176.6,175.0
1472,166.4,138.6,123.8,122.8
1473,121.6,100.0,84.8,64.6
1474,67.7,63.5,50.2,38.5
1476,271.9,243.2,199.2,188.8
1477,244.5,190.9,160.2,155.0
1478,211.3,171.6,150.1,107.0
1479,131.9,124.9,98.4,73.5
1481,43.4,41.6,38.1,38.7
1482,44.1,37.5,32.9,33.5
1483,46.0,38.5,36.8,25.3
1484,33.8,32.2,25.1,19.2
1486,14.5,15.6,17.5,16.3
1487,15.0,16.0,15.5,13.4
1488,16.3,13.7,11.6,9.8
1489,13.0,11.7,9.8,8.1
1491,30.9,33.3,29.9,26.3
1492,34.4,30.4,29.9,25.7
1493,26.6,21.4,15.0,17.0
1494,16.4,13.5,12.1,10.2
1496,1.5,0.6,0.4,0.4
1497,0.7,0.1,0.0,0.0
1498,0.6,0.1,0.0,0.0
1499,1.2,0.3,0.1,0.1
1501,46.3,48.4,46.2,42.4
1502,58.8,56.0,48.3,43.3
1503,67.4,57.2,49.7,41.5
1504,53.5,51.2,44.6,36.9
1506,28.6,28.1,26.8,25.0
1507,30.7,26.9,24.8,22.2
1508,32.7,27.3,26.2,20.3
1509,30.1,26.1,22.3,19.8
1511,85.5,96.6,104.8,97.2
1512,89.5,93.0,89.1,81.8
1513,79.8,67.4,54.3,48.8
1514,63.1,50.8,40.0,33.7
1516,54.3,56.7,59.8,51.5
1517,69.0,67.2,61.1,52.4
1518,75.6,64.4,55.7,44.0
1519,64.4,58.4,49.2,40.2
1521,49.4,56.6,63.4,60.5
1522,61.4,65.1,63.3,58.8
1523,69.2,63.9,62.1,51.4
1524,63.8,62.3,55.3,47.9
1526,54.1,51.2,48.9,46.7
1527,66.6,58.6,49.4,47.9
1528,77.9,65.9,59.2,45.4
1529,60.9,56.8,48.8,39.2
1531,132.8,132.7,118.6,123.2
1532,97.8,83.5,78.3,81.7
1533,71.7,58.6,50.9,39.9
1534,43.1,39.2,30.6,23.3
1536,285.1,252.6,202.5,184.9
1537,198.2,157.1,135.5,122.2
1538,120.8,96.5,71.1,55.8
1539,56.2,52.2,39.7,28.7
1541,122.1,120.9,110.6,110.7
1542,125.5,109.0,96.0,96.2
1543,127.0,107.8,101.7,71.0
1544,89.7,87.2,68.3,52.6
1546,1.7,1.4,1.7,2.0
1547,1.2,1.0,1.2,1.4
1548,1.5,0.9,0.9,0.9
1549,1.8,1.1,0.9,0.8
1551,2.9,3.8,4.4,4.8
1552,2.1,2.3,3.3,4.0
1553,1.6,1.3,1.4,2.1
1554,2.0,1.4,1.3,1.2
1556,26.7,26.9,25.4,21.2
1557,32.5,30.2,26.0,23.2
1558,33.0,28.1,23.4,22.0
1559,26.0,22.8,19.9,19.3
1561,30.2,28.6,25.3,21.9
1562,41.7,36.7,29.2,25.0
1563,55.0,44.9,40.7,29.8
1564,52.0,47.3,39.5,31.4
1566,58.9,62.5,61.7,58.4
1567,61.1,57.6,54.6,48.0
1568,57.2,49.4,43.0,34.5
1569,47.2,41.8,34.7,29.1
1571,51.2,56.9,60.8,56.3
1572,75.1,75.9,67.6,63.8
1573,95.7,86.2,80.7,63.5
1574,93.5,86.0,74.0,63.9
1576,26.5,28.5,31.3,28.1
1577,29.8,30.5,29.6,26.7
1578,28.8,24.9,21.2,19.4
1579,26.4,23.1,19.4,16.3
1581,29.0,31.5,33.8,31.3
1582,36.9,37.8,35.3,31.4
1583,41.3,37.3,34.2,28.0
1584,40.9,38.4,32.8,27.3
1586,52.6,48.8,45.4,42.1
1587,68.0,59.1,48.1,44.6
1588,79.2,66.2,55.8,40.8
1589,60.2,55.6,45.9,34.9
1591,157.3,147.1,124.1,122.6
1592,112.3,90.2,80.5,78.5
1593,77.0,60.3,49.7,36.7
1594,42.6,38.1,28.9,21.3
1596,209.8,188.9,155.7,148.5
1597,180.3,143.2,122.6,120.5
1598,148.5,122.2,107.7,81.2
1599,89.4,85.3,68.9,53.4
1601,53.0,54.3,52.4,55.7
1602,53.2,47.4,43.6,45.9
1603,53.8,45.7,43.0,31.3
1604,39.6,37.8,29.4,22.6
1606,6.2,8.5,12.0,13.7
1607,4.8,6.7,8.8,9.9
1608,4.9,4.4,4.3,5.2
1609,4.8,4.1,3.5,3.2
1611,2.8,3.2,3.4,3.6
1612,2.0,2.0,2.5,2.8
1613,1.5,1.1,1.1,1.5
1614,2.7,1.9,1.5,1.2
1616,72.1,72.7,67.4,53.8
1617,75.3,70.4,60.7,49.8
1618,60.4,50.2,34.3,33.2
1619,39.7,33.2,26.2,22.5
1621,33.8,39.8,43.8,45.8
1622,34.2,35.7,36.5,38.2
1623,35.8,30.7,29.4,28.8
1624,29.9,27.9,25.2,22.6
1626,75.4,78.7,77.3,72.9
1627,83.5,76.1,71.0,62.9
1628,86.4,73.4,66.6,50.7
1629,73.5,65.9,55.3,46.4
1631,40.0,41.3,42.1,37.4
1632,52.0,49.7,43.0,38.4
1633,62.3,53.7,49.2,36.0
1634,55.9,50.3,42.5,35.8
1636,60.2,63.8,67.8,58.6
1637,72.7,72.2,67.2,58.3
1638,74.0,63.9,55.5,47.0
1639,59.6,54.7,47.6,40.8
1641,11.6,11.6,12.0,10.9
1642,12.6,12.3,11.4,9.8
1643,11.9,10.1,8.5,7.4
1644,9.8,8.4,7.1,6.1
1646,30.7,28.2,26.4,24.5
1647,27.8,24.3,21.1,18.7
1648,23.3,18.7,13.3,11.0
1649,21.9,18.5,13.9,9.4
1651,107.3,100.5,85.5,85.8
1652,81.2,65.8,58.7,58.1
1653,58.2,45.9,37.0,28.6
1654,35.3,31.1,23.3,17.0
1656,210.7,184.9,150.4,141.9
1657,169.7,130.7,110.9,106.0
1658,135.2,107.7,92.9,66.7
1659,84.2,78.3,61.0,45.1
1661,262.5,259.9,233.9,228.3
1662,272.8,239.0,208.8,205.5
1663,268.4,230.0,214.0,152.6
1664,179.4,176.6,140.2,109.9
1666,1.3,1.0,1.3,1.8
1667,0.6,0.3,0.6,0.9
1668,0.6,0.1,0.1,0.3
1669,1.0,0.3,0.1,0.1
1671,26.2,29.2,26.6,23.2
1672,27.8,25.3,25.6,22.7
1673,26.3,21.8,19.4,17.7
1674,29.1,24.1,21.2,17.1
1676,41.8,45.6,47.3,43.0
1677,41.0,40.0,38.3,36.9
1678,35.8,30.1,25.5,25.3
1679,27.2,23.4,20.1,19.2
1681,37.1,39.7,39.9,38.8
1682,44.5,42.4,38.3,36.7
1683,53.9,45.1,42.4,35.2
1684,48.1,44.6,38.7,32.7
1686,34.5,31.2,26.9,22.9
1687,50.3,41.3,32.9,26.0
1688,63.0,51.5,44.2,28.7
1689,56.8,49.6,39.4,30.6
1691,11.0,9.9,10.1,9.7
1692,10.7,9.1,8.2,8.0
1693,12.0,9.3,9.1,6.8
1694,12.3,9.6,8.0,7.0
1696,22.2,23.8,26.3,23.9
1697,26.4,26.7,25.9,24.1
1698,28.6,25.1,23.5,20.8
1699,25.8,23.3,20.9,18.8
1701,16.3,17.0,18.1,17.0
1702,22.3,22.0,20.1,18.6
1703,28.6,25.8,26.0,20.4
1704,29.0,27.6,24.5,21.3
1706,107.9,100.2,91.2,80.5
1707,99.8,88.6,75.6,64.6
1708,76.2,62.8,43.8,38.9
1709,39.1,35.7,29.8,23.7
1711,246.7,233.3,196.5,193.4
1712,212.7,170.5,147.0,145.5
1713,178.9,144.7,128.1,89.5
1714,112.2,104.8,81.6,61.0
1716,486.1,407.6,310.2,271.3
1717,441.0,327.0,256.1,224.2
1718,375.9,294.1,238.9,152.5
1719,231.6,213.4,158.0,108.0
1721,31.5,29.5,27.0,27.8
1722,25.2,20.9,19.1,19.5
1723,22.5,18.1,17.4,12.2
1724,15.9,14.6,11.4,8.9
1726,32.2,33.0,35.4,31.9
1727,42.3,42.1,37.3,31.2
1728,58.8,49.1,44.0,31.9
1729,49.6,47.1,40.3,32.6
1731,1.1,0.7,0.5,0.4
1732,0.8,0.4,0.3,0.3
1733,1.4,0.7,0.5,0.4
1734,7.4,5.0,3.5,2.1
1736,84.9,87.2,82.9,67.8
1737,83.1,78.5,69.9,57.9
1738,58.8,48.3,29.9,32.1
1739,28.7,23.8,18.8,16.6
1741,76.3,85.8,85.1,78.6
1742,87.6,92.3,86.9,82.2
1743,107.3,96.3,88.9,80.8
1744,100.6,97.8,87.9,76.4
1746,36.7,37.7,36.8,34.8
1747,39.4,35.8,33.5,29.8
1748,42.4,34.4,30.9,23.8
1749,47.4,38.1,29.3,23.5
1751,24.9,24.6,24.9,22.7
1752,28.4,25.8,22.7,21.0
1753,34.5,28.1,27.5,19.9
1754,38.4,32.2,26.3,22.1
1756,97.6,101.2,103.3,84.5
1757,115.9,113.9,102.9,84.0
1758,112.3,96.1,79.7,66.1
1759,93.1,83.0,69.5,57.5
1761,29.5,31.0,32.3,29.0
1762,39.7,39.4,35.3,30.7
1763,48.4,43.0,40.4,30.6
1764,50.0,46.6,39.3,32.1
1766,60.0,58.9,58.0,56.2
1767,65.6,58.8,50.8,48.2
1768,69.5,58.6,48.9,35.8
1769,50.9,48.0,39.8,29.5
1771,291.0,266.7,216.3,204.4
1772,243.4,191.7,161.0,150.9
1773,188.2,151.2,125.6,87.1
1774,109.0,103.5,79.7,57.8
1776,99.4,91.2,79.0,80.0
1777,87.3,69.3,60.6,61.6
1778,77.2,61.9,52.7,38.5
1779,61.9,56.2,41.6,28.6
1781,84.3,83.9,77.0,76.5
1782,68.8,60.5,55.5,54.7
1783,59.5,50.0,47.0,32.9
1784,42.5,40.3,31.1,23.5
1786,16.1,15.8,16.6,14.8
1787,18.4,17.7,16.0,13.5
1788,24.0,19.7,18.9,14.2
1789,21.1,19.7,17.4,15.0
1791,1.2,1.1,1.0,1.2
1792,0.7,0.5,0.7,0.8
1793,0.6,0.3,0.3,0.4
1794,1.0,0.5,0.3,0.3
1796,10.9,14.4,17.5,18.2
1797,8.7,10.6,12.6,14.7
1798,7.4,6.9,7.0,8.8
1799,7.2,5.9,5.4,5.7
1801,78.6,78.0,69.5,58.9
1802,98.7,91.9,75.8,63.4
1803,107.3,90.2,76.4,63.9
1804,83.1,77.4,66.6,55.6
1806,63.5,65.8,64.0,60.2
1807,74.7,68.3,63.0,56.1
1808,75.9,65.2,57.4,48.0
1809,60.4,55.1,47.6,42.3
1811,28.2,30.2,32.2,29.9
1812,28.2,28.2,26.8,24.5
1813,24.6,20.1,14.9,13.7
1814,21.7,17.7,13.6,10.3
1816,56.1,59.5,63.1,55.3
1817,90.0,89.5,80.1,72.7
1818,116.5,103.2,94.1,81.4
1819,109.5,102.7,91.1,80.9
1821,56.0,62.9,68.3,63.1
1822,80.8,85.2,79.1,71.5
1823,98.4,91.8,88.0,72.4
1824,93.7,90.9,80.5,69.9
1826,41.6,36.4,32.2,29.2
1827,55.8,47.1,37.1,33.6
1828,65.5,53.3,43.7,32.6
1829,51.2,45.8,37.3,28.3
1831,411.6,365.3,287.2,264.3
1832,373.6,282.1,224.8,201.6
1833,322.2,245.3,194.1,122.5
1834,207.4,180.3,127.9,88.7
1836,206.5,190.4,156.9,145.5
1837,142.6,119.7,108.0,101.7
1838,89.7,75.9,61.7,51.1
1839,47.3,44.7,35.7,27.5
1841,67.6,70.0,66.8,69.6
1842,62.5,57.4,53.7,54.8
1843,54.7,47.2,41.3,32.4
1844,34.4,33.8,26.7,20.6
1846,38.5,38.2,38.9,32.9
1847,45.1,44.9,39.3,29.8
1848,48.6,39.4,28.3,22.5
1849,33.1,29.7,23.5,17.6
1851,4.7,4.3,3.4,2.8
1852,7.3,5.9,5.0,4.2
1853,10.0,7.6,7.0,5.7
1854,12.9,9.4,7.9,6.4
1856,6.5,4.1,2.4,1.5
1857,9.5,6.0,3.1,1.7
1858,12.9,8.0,4.6,2.3
1859,14.1,9.0,5.1,3.0
1861,78.4,77.5,69.8,60.0
1862,89.4,81.0,67.0,56.1
1863,94.8,76.4,64.7,51.6
1864,76.1,67.2,55.3,45.7
1866,31.5,28.0,24.7,22.1
1867,39.2,30.4,24.1,19.5
1868,44.7,34.1,28.0,18.3
1869,37.9,31.2,23.9,18.7
1871,48.7,46.9,44.6,37.9
1872,63.2,55.4,43.8,35.6
1873,72.0,56.3,42.9,29.1
1874,58.5,47.8,35.6,27.0
1876,26.5,28.3,30.7,27.3
1877,36.1,36.9,34.7,31.8
1878,41.6,37.7,34.9,31.3
1879,36.8,35.1,32.2,29.2
1881,24.3,26.7,29.2,27.5
1882,29.7,30.4,28.8,26.4
1883,33.7,30.6,30.3,24.3
1884,31.6,29.7,26.2,23.3
1886,91.2,92.5,92.3,89.8
1887,107.4,101.4,90.3,89.6
1888,115.6,104.3,97.0,79.3
1889,84.8,84.8,77.8,65.5
1891,251.9,234.0,192.3,182.4
