,1,2,3
726,5.5,3.1,-0.7
727,2.3,-2.0,-4.4
728,-2.3,-4.0,-5.2
729,-8.8,-8.0,-10.9
731,8.0,5.3,1.5
732,4.2,0.1,-2.0
733,-0.1,-1.8,-2.7
734,-6.2,-5.1,-8.6
736,15.7,12.8,8.9
737,11.3,7.0,4.8
738,6.6,5.0,4.1
739,0.3,1.3,-1.8
741,20.0,16.6,11.7
742,16.0,10.6,7.8
743,11.1,9.0,7.9
744,4.4,5.3,2.1
746,23.5,19.7,14.9
747,18.8,13.5,11.1
748,13.7,11.8,11.1
749,7.5,8.5,5.5
751,24.5,21.5,17.5
752,20.3,15.8,14.1
753,15.5,14.5,14.5
754,10.2,11.4,9.1
756,23.8,21.0,17.2
757,19.5,15.3,13.6
758,14.6,13.8,13.5
759,9.4,10.7,8.5
761,20.7,17.5,13.2
762,16.0,11.5,9.6
763,11.2,9.6,8.9
764,5.3,6.2,3.9
766,15.0,12.2,8.3
767,11.1,7.2,5.0
768,7.5,5.4,4.3
769,1.7,2.4,-0.3
771,7.7,5.2,2.0
772,4.8,1.4,-1.1
773,2.1,-0.3,-1.7
774,-3.7,-3.2,-6.4
776,4.0,2.1,-0.9
777,2.1,-1.1,-3.5
778,-0.3,-2.7,-4.0
779,-6.0,-5.7,-8.9
781,5.8,3.8,0.6
782,3.3,-0.1,-2.6
783,0.2,-2.1,-3.1
784,-6.3,-5.6,-8.8
786,4.7,2.2,-1.5
787,1.5,-2.7,-5.1
788,-2.8,-4.4,-5.4
789,-9.1,-8.1,-10.9
791,9.3,6.7,2.9
792,5.5,1.4,-0.7
793,1.1,-0.6,-1.2
794,-5.0,-3.8,-6.4
796,15.5,12.5,8.4
797,11.1,6.8,4.5
798,6.7,5.0,4.2
799,0.5,1.6,-1.1
801,20.9,17.4,12.8
802,16.2,11.1,8.4
803,11.3,9.1,7.9
804,4.5,5.5,2.2
806,25.0,21.4,16.5
807,20.3,15.1,12.6
808,15.2,13.4,12.8
809,9.1,10.2,7.4
811,24.5,21.6,17.6
812,20.2,15.9,14.2
813,15.1,14.3,14.3
814,9.8,11.3,9.1
816,23.9,20.9,17.0
817,19.8,15.6,13.9
818,15.0,14.1,13.9
819,9.8,11.1,8.9
821,21.9,18.6,14.3
822,17.3,12.8,10.7
823,12.6,11.1,10.5
824,7.2,8.1,5.7
826,13.5,10.5,6.6
827,9.7,5.8,3.5
828,6.1,4.1,3.0
829,0.3,1.0,-1.7
831,9.2,6.7,3.3
832,6.7,3.2,0.7
833,4.1,1.8,0.3
834,-1.4,-1.0,-4.2
836,3.1,1.2,-1.4
837,1.0,-2.1,-4.3
838,-1.8,-3.8,-5.1
839,-7.7,-7.2,-9.8
841,3.5,1.5,-1.9
842,1.2,-2.4,-4.8
843,-2.2,-4.1,-5.2
844,-8.5,-7.9,-10.9
846,4.3,1.8,-2.0
847,1.3,-3.0,-5.5
848,-3.1,-4.8,-5.7
849,-9.8,-8.8,-11.7
851,12.0,9.2,5.3
852,8.5,4.2,1.8
853,3.8,2.0,1.2
854,-2.1,-1.5,-4.3
856,15.9,12.9,8.8
857,11.6,7.3,5.0
858,6.9,5.3,4.7
859,0.7,1.9,-0.8
861,23.0,19.8,14.8
862,18.6,13.5,10.8
863,13.5,11.4,10.3
864,6.6,7.7,4.5
866,24.8,21.0,16.1
867,20.1,14.8,12.4
868,14.9,13.1,12.4
869,8.7,9.7,6.8
871,25.3,22.3,18.4
872,21.0,16.6,15.0
873,15.6,14.8,14.5
874,10.1,11.4,9.1
876,24.8,21.9,18.1
877,20.6,16.4,14.6
878,15.6,14.7,14.4
879,10.4,11.7,9.4
881,22.7,19.4,15.1
882,18.0,13.5,11.5
883,13.2,11.6,10.9
884,7.6,8.5,6.1
886,16.1,13.3,9.7
887,11.9,8.3,6.2
888,8.1,6.1,5.1
889,2.0,2.8,0.3
891,8.9,6.5,3.2
892,6.2,2.7,0.3
893,3.3,1.2,0.0
894,-2.6,-2.0,-4.5
896,4.0,2.1,-0.7
897,1.9,-1.3,-3.6
898,-0.9,-2.9,-3.9
899,-6.7,-6.1,-8.8
901,5.5,3.4,0.2
902,2.6,-0.9,-3.3
903,-0.8,-2.9,-4.0
904,-7.1,-6.5,-9.5
906,5.7,3.3,-0.5
907,1.7,-2.4,-4.7
908,-2.8,-4.5,-5.6
909,-9.3,-8.4,-11.1
911,12.9,10.3,6.6
912,8.9,4.8,2.9
913,4.3,2.8,2.1
914,-2.1,-0.9,-3.4
916,16.9,14.0,9.9
917,12.7,8.4,6.2
918,8.2,6.5,5.8
919,1.9,3.0,0.5
921,19.8,16.5,11.8
922,15.4,10.3,7.6
923,10.4,8.4,7.2
924,3.6,4.7,1.8
926,24.4,20.7,16.2
927,19.5,14.4,12.2
928,14.4,12.6,11.6
929,8.2,9.3,6.4
931,24.4,21.4,17.5
932,20.0,15.6,14.0
933,15.0,14.2,14.0
934,9.6,11.0,8.7
936,24.3,21.2,17.2
937,20.2,15.8,13.9
938,15.3,14.4,14.3
939,10.4,11.7,9.6
941,20.9,17.8,13.5
942,16.3,11.8,9.8
943,11.5,10.0,9.4
944,5.9,6.9,4.6
946,14.8,12.0,8.4
947,10.8,7.2,5.0
948,7.1,5.3,4.1
949,1.3,2.1,-0.4
951,6.2,3.9,1.1
952,3.4,-0.1,-2.2
953,0.1,-2.1,-3.5
954,-6.3,-5.4,-8.1
956,3.7,1.9,-1.0
957,1.8,-1.4,-3.7
958,-1.4,-3.4,-4.9
959,-7.1,-6.9,-9.7
961,4.9,3.0,-0.3
962,2.5,-1.0,-3.6
963,-1.2,-3.2,-4.3
964,-7.3,-7.0,-9.9
966,8.2,5.6,1.8
967,5.1,0.9,-1.8
968,1.2,-0.8,-1.7
969,-5.2,-4.4,-7.4
971,10.3,7.7,3.8
972,6.5,2.3,0.2
973,1.9,0.3,-0.3
974,-4.2,-3.3,-6.0
976,13.2,10.4,6.2
977,9.3,4.8,2.3
978,4.6,2.9,2.4
979,-1.4,-0.6,-3.2
981,18.9,15.5,10.6
982,14.9,9.7,6.8
983,10.8,8.2,7.4
984,4.4,5.4,2.2
986,23.9,20.3,15.4
987,19.2,14.0,11.6
988,14.2,12.4,11.6
989,8.0,9.1,6.3
991,24.4,21.3,17.4
992,20.2,15.8,14.1
993,15.4,14.5,14.3
994,10.1,11.4,9.2
996,23.2,20.3,16.6
997,19.1,14.9,13.2
998,14.6,13.7,13.6
999,9.6,10.9,8.7
1001,20.3,17.0,12.7
1002,15.7,11.2,9.2
1003,11.1,9.6,8.8
1004,5.6,6.5,4.2
1006,13.8,10.9,7.1
1007,10.0,6.1,3.9
1008,6.4,4.4,3.4
1009,0.6,1.3,-1.3
1011,7.2,4.8,1.5
1012,4.4,1.0,-1.4
1013,1.6,-0.6,-1.9
1014,-4.2,-3.7,-6.6
1016,4.6,2.7,-0.1
1017,2.7,-0.5,-2.9
1018,-0.7,-2.7,-4.1
1019,-6.7,-6.3,-9.2
1021,2.5,0.6,-2.7
1022,0.1,-3.5,-5.9
1023,-3.3,-5.4,-6.6
1024,-9.7,-9.1,-12.1
1026,6.3,3.9,0.2
1027,3.0,-1.2,-3.6
1028,-1.5,-3.1,-4.2
1029,-8.1,-7.2,-10.1
1031,9.9,7.3,3.5
1032,6.1,2.0,-0.1
1033,1.5,0.1,-0.6
1034,-4.7,-3.5,-6.2
1036,13.7,10.8,6.7
1037,9.7,5.3,2.9
1038,5.2,3.5,2.8
1039,-1.1,0.0,-2.7
1041,22.3,19.1,14.3
1042,17.9,12.9,10.2
1043,12.9,10.9,9.6
1044,6.1,7.2,4.1
1046,24.1,20.5,15.7
1047,19.4,14.2,11.9
1048,14.6,12.8,12.1
1049,8.5,9.5,6.8
1051,25.2,22.4,18.5
1052,20.9,16.6,14.9
1053,15.7,15.0,14.8
1054,10.4,11.7,9.4
1056,24.8,21.8,18.1
1057,20.5,16.3,14.6
1058,15.7,14.8,14.6
1059,10.5,11.8,9.5
1061,20.6,17.4,13.1
1062,16.0,11.5,9.5
1063,11.2,9.7,9.1
1064,5.7,6.6,4.3
1066,14.7,11.9,8.1
1067,10.9,7.0,4.8
1068,7.2,5.2,4.1
1069,1.3,2.0,-0.6
1071,7.7,5.4,2.2
1072,4.9,1.5,-0.9
1073,1.2,-0.9,-2.6
1074,-4.7,-4.3,-7.1
1076,2.9,1.1,-1.7
1077,0.8,-2.3,-4.6
1078,-3.1,-4.9,-6.6
1079,-9.0,-8.6,-11.5
1081,2.8,0.9,-2.2
1082,-0.1,-3.4,-5.6
1083,-4.7,-6.2,-8.0
1084,-11.5,-10.8,-13.6
1086,3.8,1.4,-2.4
1087,0.5,-3.7,-6.2
1088,-3.7,-5.6,-6.7
1089,-10.3,-9.4,-12.3
1091,10.3,7.6,3.9
1092,6.4,2.3,0.2
1093,1.3,-0.2,-1.3
1094,-5.2,-4.0,-6.7
1096,15.1,12.2,8.1
1097,11.0,6.6,4.3
1098,6.6,4.6,3.8
1099,0.3,1.4,-1.4
1101,19.9,16.6,11.8
1102,15.5,10.4,7.7
1103,10.6,8.5,7.3
1104,3.8,4.9,1.8
1106,25.1,21.6,16.8
1107,20.3,15.1,12.9
1108,14.8,13.2,12.1
1109,8.5,9.5,6.8
1111,24.7,21.8,17.9
1112,20.3,16.1,14.4
1113,15.5,14.5,14.2
1114,9.9,11.3,9.0
1116,23.5,20.6,16.9
1117,19.2,15.1,13.4
1118,14.7,13.7,13.5
1119,9.4,10.7,8.5
1121,19.8,16.6,12.4
1122,15.1,10.7,8.7
1123,10.2,8.8,8.0
1124,4.4,5.4,3.1
1126,14.3,11.5,7.7
1127,10.5,6.6,4.4
1128,6.8,4.8,3.7
1129,0.9,1.7,-0.9
1131,7.5,5.2,2.0
1132,4.8,1.4,-1.0
1133,2.1,-0.2,-1.5
1134,-3.8,-3.3,-6.0
1136,3.5,1.6,-1.2
1137,1.5,-1.6,-4.0
1138,-1.1,-3.1,-4.3
1139,-6.8,-6.4,-9.1
1141,3.6,1.7,-1.6
1142,1.2,-2.4,-4.7
1143,-1.6,-3.7,-4.5
1144,-7.8,-7.0,-10.0
1146,4.0,1.7,-2.1
1147,0.8,-3.4,-5.8
1148,-4.0,-5.5,-6.5
1149,-10.6,-9.7,-12.6
1151,9.8,7.1,3.3
1152,5.9,1.8,-0.4
1153,1.2,-0.6,-1.6
1154,-5.1,-4.1,-7.0
1156,14.3,11.4,7.3
1157,10.0,5.7,3.4
1158,5.0,3.5,2.6
1159,-1.3,-0.3,-2.9
1161,17.0,13.7,9.0
1162,12.6,7.5,4.8
1163,7.7,5.6,4.4
1164,1.1,2.1,-1.0
1166,22.5,18.9,14.1
