Data section,1780,,
Data section,1.5,1.5,1.4
Data section,1.5,1.5,1.5
Data section,1.5,1.4,1.3
Data section,1.6,1.4,1.5
Data section,1810,,
Data section,1.1,1.1,1
Data section,1.1,1.1,1.1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,1841,,
Data section,1.1,1,1
Data section,1.1,1,1
Data section,1.1,0.9,0.9
Data section,1.1,1.1,1
Data section,1871,,
Data section,1.5,1.3,1.2
Data section,1.3,1.2,1.1
Data section,1.3,1.2,1
Data section,1.3,1.2,1.1
Data section,1900,,
Data section,2.5,2.2,2
Data section,2.1,1.9,1.9
Data section,1.9,1.8,1.7
Data section,1.9,1.9,1.8
Data section,1931,,
Data section,4,3.7,3.3
Data section,3.5,3.1,3
Data section,3,2.9,2.8
Data section,2.9,2.9,2.9
Data section,1961,,
Data section,5.6,5,4.5
Data section,4.9,4.3,4
Data section,4.2,4,3.8
Data section,3.8,3.8,3.7
Data section,1992,,
Data section,6.1,5.6,4.9
Data section,5.5,4.9,4.6
Data section,4.9,4.7,4.5
Data section,4.7,4.6,4.4
Data section,2022,,
Data section,4.7,4.5,4.2
Data section,4.4,4.2,4.1
Data section,4.1,4.1,4.2
Data section,4.2,4.2,4.2
Data section,2053,,
Data section,4.2,4,3.8
Data section,3.9,3.8,3.7
Data section,3.7,3.7,3.7
Data section,3.8,3.8,3.7
Data section,2084,,
Data section,4.1,3.7,3.4
Data section,3.7,3.4,3.3
Data section,3.3,3.3,3.2
Data section,3.3,3.3,3.3
Data section,2114,,
Data section,2.8,2.7,2.5
Data section,2.6,2.4,2.3
Data section,2.4,2.3,2.2
Data section,2.3,2.3,2.3
Data section,2145,,
Data section,1.6,1.5,1.5
Data section,1.5,1.5,1.5
Data section,1.5,1.4,1.3
Data section,1.6,1.4,1.5
Data section,2175,,
Data section,1.1,1,1
Data section,1.1,1,1.1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,2206,,
Data section,1.1,1,0.9
Data section,1.1,1,1
Data section,1,0.9,0.9
Data section,1.1,1,1
Data section,2236,,
Data section,1.7,1.6,1.4
Data section,1.5,1.4,1.3
Data section,1.4,1.3,1.2
Data section,1.4,1.4,1.3
Data section,2265,,
Data section,2.7,2.5,2.2
Data section,2.4,2.2,2.1
Data section,2.2,2.1,2
Data section,2.2,2.1,2.1
Data section,2296,,
Data section,4.1,3.8,3.4
Data section,3.6,3.2,3
Data section,3.1,3,2.9
Data section,3,2.9,2.9
Data section,2326,,
Data section,5.6,5.1,4.5
Data section,5,4.3,4.1
Data section,4.2,4,3.8
Data section,3.9,3.8,3.7
Data section,2357,,
Data section,6.1,5.6,4.9
Data section,5.5,4.9,4.6
Data section,4.9,4.7,4.5
Data section,4.7,4.6,4.4
Data section,2387,,
Data section,4.8,4.5,4.3
Data section,4.5,4.2,4.2
Data section,4.2,4.2,4.2
Data section,4.3,4.3,4.2
Data section,2418,,
Data section,4.2,4,3.8
Data section,4,3.8,3.7
Data section,3.7,3.8,3.8
Data section,3.9,3.8,3.8
Data section,2449,,
Data section,4,3.7,3.4
Data section,3.6,3.3,3.3
Data section,3.3,3.2,3.2
Data section,3.3,3.3,3.2
Data section,2479,,
Data section,2.8,2.7,2.5
Data section,2.6,2.4,2.3
Data section,2.4,2.3,2.2
Data section,2.3,2.3,2.2
Data section,2510,,
Data section,1.6,1.5,1.5
Data section,1.5,1.5,1.5
Data section,1.5,1.4,1.3
Data section,1.6,1.4,1.5
Data section,2540,,
Data section,1.1,1.1,1
Data section,1.1,1.1,1.1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,2571,,
Data section,1.3,1.2,1.1
Data section,1.2,1.1,1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,2601,,
Data section,1.7,1.6,1.4
Data section,1.5,1.4,1.3
Data section,1.4,1.3,1.2
Data section,1.4,1.4,1.3
Data section,2630,,
Data section,2.6,2.4,2.1
Data section,2.3,2.1,2
Data section,2.1,2,1.9
Data section,2.1,2.1,2
Data section,2661,,
Data section,4.1,3.8,3.3
Data section,3.6,3.2,3.1
Data section,3.1,3,2.9
Data section,3,3,3
Data section,2691,,
Data section,5.3,4.8,4.3
Data section,4.7,4.1,3.9
Data section,4,3.8,3.6
Data section,3.8,3.7,3.7
Data section,2722,,
Data section,5.9,5.4,4.8
Data section,5.3,4.7,4.4
Data section,4.7,4.5,4.3
Data section,4.5,4.4,4.3
Data section,2752,,
Data section,4.8,4.6,4.3
Data section,4.5,4.2,4.2
Data section,4.2,4.2,4.3
Data section,4.4,4.4,4.3
Data section,2783,,
Data section,4.1,3.9,3.8
Data section,3.9,3.7,3.7
Data section,3.7,3.7,3.7
Data section,3.8,3.8,3.8
Data section,2814,,
Data section,4,3.7,3.4
Data section,3.6,3.3,3.2
Data section,3.3,3.2,3.1
Data section,3.2,3.2,3.2
Data section,2844,,
Data section,2.7,2.6,2.4
Data section,2.4,2.3,2.2
Data section,2.2,2.1,2
Data section,2.2,2.1,2.1
Data section,2875,,
Data section,1.5,1.5,1.4
Data section,1.5,1.4,1.4
Data section,1.4,1.3,1.2
Data section,1.5,1.4,1.4
Data section,2905,,
Data section,1.1,1,1
Data section,1.1,1.1,1.1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,2936,,
Data section,1.2,1.1,1
Data section,1.2,1.1,1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,2966,,
Data section,1.8,1.6,1.4
Data section,1.6,1.4,1.3
Data section,1.4,1.3,1.2
Data section,1.5,1.4,1.3
Data section,2996,,
Data section,2.8,2.5,2.2
Data section,2.4,2.1,2
Data section,2.1,2,1.9
Data section,2.1,2,2
Data section,3027,,
Data section,4.2,3.9,3.5
Data section,3.6,3.3,3.1
Data section,3.2,3,2.9
Data section,3,2.9,2.9
Data section,3057,,
Data section,5.4,4.9,4.4
Data section,4.8,4.2,3.9
Data section,4.1,3.9,3.7
Data section,3.8,3.8,3.7
Data section,3088,,
Data section,6.2,5.7,5
Data section,5.5,4.9,4.6
Data section,4.9,4.7,4.5
Data section,4.7,4.5,4.4
Data section,3118,,
Data section,4.8,4.6,4.3
Data section,4.5,4.3,4.2
Data section,4.3,4.3,4.3
Data section,4.4,4.4,4.3
Data section,3149,,
Data section,4.1,3.9,3.7
Data section,3.9,3.7,3.7
Data section,3.7,3.7,3.7
Data section,3.8,3.8,3.8
Data section,3180,,
Data section,4,3.6,3.4
Data section,3.6,3.3,3.3
Data section,3.3,3.2,3.2
Data section,3.3,3.3,3.2
Data section,3210,,
Data section,2.7,2.6,2.4
Data section,2.5,2.3,2.2
Data section,2.3,2.2,2.1
Data section,2.2,2.2,2.1
Data section,3241,,
Data section,1.5,1.5,1.4
Data section,1.5,1.4,1.4
Data section,1.5,1.4,1.3
Data section,1.5,1.4,1.4
Data section,3271,,
Data section,1.1,1,1
Data section,1.1,1,1.1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,3302,,
Data section,1.2,1,1
Data section,1.1,1,1
Data section,1.1,0.9,0.9
Data section,1.1,1,1
Data section,3332,,
Data section,1.7,1.5,1.3
Data section,1.5,1.4,1.3
Data section,1.4,1.3,1.2
Data section,1.4,1.4,1.3
Data section,3361,,
Data section,2.8,2.6,2.3
Data section,2.5,2.2,2.1
Data section,2.2,2.1,2
Data section,2.2,2.1,2.1
Data section,3392,,
Data section,4.2,3.9,3.4
Data section,3.7,3.3,3.2
Data section,3.3,3.1,3.1
Data section,3.1,3.1,3.1
Data section,3422,,
Data section,5.5,5,4.4
Data section,4.9,4.3,4
Data section,4.2,4,3.8
Data section,3.9,3.9,3.8
Data section,3453,,
Data section,6.1,5.6,5
Data section,5.6,4.9,4.6
Data section,5,4.7,4.5
Data section,4.7,4.6,4.4
Data section,3483,,
Data section,4.6,4.4,4.2
Data section,4.4,4.2,4.1
Data section,4.1,4.1,4.1
Data section,4.2,4.2,4.2
Data section,3514,,
Data section,4.2,4,3.8
Data section,4,3.8,3.8
Data section,3.8,3.8,3.8
Data section,3.9,3.9,3.9
Data section,3545,,
Data section,3.9,3.6,3.4
Data section,3.6,3.3,3.3
Data section,3.3,3.2,3.2
Data section,3.3,3.2,3.2
Data section,3575,,
Data section,2.8,2.6,2.4
Data section,2.6,2.4,2.3
Data section,2.3,2.2,2.2
Data section,2.3,2.2,2.2
Data section,3606,,
Data section,1.6,1.6,1.5
Data section,1.6,1.5,1.5
Data section,1.5,1.4,1.4
Data section,1.6,1.5,1.5
Data section,3636,,
Data section,1.1,1.1,1
Data section,1.1,1.1,1.1
Data section,1.1,1,1
Data section,1.2,1.1,1.1
Data section,3667,,
Data section,1.2,1.1,1
Data section,1.1,1.1,1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,3697,,
Data section,1.8,1.7,1.5
Data section,1.6,1.5,1.4
Data section,1.5,1.4,1.3
Data section,1.6,1.4,1.4
Data section,3726,,
Data section,2.7,2.5,2.2
Data section,2.4,2.1,2
Data section,2.1,2,1.9
Data section,2.1,2,2
Data section,3757,,
Data section,4.1,3.8,3.4
Data section,3.6,3.2,3.1
Data section,3.1,3,2.9
Data section,3,3,3
Data section,3787,,
Data section,5.6,5.1,4.5
Data section,5,4.4,4.1
Data section,4.3,4.1,3.9
Data section,4,3.9,3.8
Data section,3818,,
Data section,6.1,5.6,4.9
Data section,5.5,4.8,4.6
Data section,4.9,4.7,4.5
Data section,4.7,4.6,4.4
Data section,3848,,
Data section,4.7,4.5,4.2
Data section,4.5,4.3,4.2
Data section,4.2,4.2,4.3
Data section,4.4,4.3,4.3
Data section,3879,,
Data section,4.1,4,3.8
Data section,4,3.8,3.7
Data section,3.8,3.8,3.8
Data section,3.9,3.9,3.9
Data section,3910,,
Data section,4,3.7,3.4
Data section,3.6,3.4,3.3
Data section,3.3,3.2,3.2
Data section,3.3,3.2,3.2
Data section,3940,,
Data section,2.7,2.6,2.4
Data section,2.5,2.3,2.3
Data section,2.3,2.2,2.2
Data section,2.3,2.2,2.2
Data section,3971,,
Data section,1.5,1.5,1.4
Data section,1.5,1.4,1.4
Data section,1.4,1.3,1.3
Data section,1.5,1.4,1.4
Data section,4001,,
Data section,1,1,0.9
Data section,1,1,1
Data section,1,0.9,0.8
Data section,1.1,1,1
Data section,4032,,
Data section,1.2,1.1,1
Data section,1.1,1,1
Data section,1.1,0.9,0.9
Data section,1.2,1,1.1
Data section,4062,,
Data section,1.8,1.7,1.4
Data section,1.6,1.4,1.3
Data section,1.5,1.4,1.3
Data section,1.5,1.4,1.4
Data section,4091,,
Data section,2.6,2.4,2.1
Data section,2.3,2.1,2
Data section,2.1,2,1.9
Data section,2.1,2,2.1
Data section,4122,,
Data section,4.1,3.8,3.4
Data section,3.6,3.2,3.1
Data section,3.1,3,2.9
Data section,3,3,3
Data section,4152,,
Data section,5.6,5.1,4.5
Data section,5,4.3,4.1
Data section,4.3,4,3.9
Data section,3.9,3.9,3.8
Data section,4183,,
Data section,6.2,5.7,5
Data section,5.6,5,4.7
Data section,5,4.8,4.6
Data section,4.8,4.7,4.5
Data section,4213,,
Data section,4.8,4.6,4.3
Data section,4.5,4.3,4.2
Data section,4.2,4.2,4.2
Data section,4.4,4.3,4.3
Data section,4244,,
Data section,4.2,4,3.9
Data section,4,3.8,3.8
Data section,3.7,3.7,3.7
Data section,3.8,3.8,3.8
Data section,4275,,
Data section,4.1,3.7,3.4
Data section,3.7,3.4,3.3
Data section,3.3,3.3,3.2
Data section,3.3,3.3,3.2
Data section,4305,,
Data section,2.8,2.7,2.5
Data section,2.6,2.4,2.3
Data section,2.3,2.2,2.2
Data section,2.3,2.2,2.2
Data section,4336,,
Data section,1.4,1.4,1.4
Data section,1.4,1.4,1.4
Data section,1.4,1.3,1.2
Data section,1.4,1.4,1.3
Data section,4366,,
Data section,1.1,1,1
Data section,1,1,1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,4397,,
Data section,1.2,1.1,1
Data section,1.1,1,1
Data section,1.1,0.9,0.9
Data section,1.2,1,1.1
Data section,4427,,
Data section,1.9,1.7,1.5
Data section,1.7,1.5,1.4
Data section,1.5,1.4,1.3
Data section,1.6,1.4,1.5
Data section,4457,,
Data section,2.8,2.5,2.2
Data section,2.4,2.2,2.1
Data section,2.1,2,1.9
Data section,2.2,2.1,2.1
Data section,4488,,
Data section,4.2,3.9,3.5
Data section,3.8,3.4,3.2
Data section,3.3,3.2,3.1
Data section,3.2,3.1,3.2
Data section,4518,,
Data section,5.5,5,4.5
Data section,4.9,4.3,4
Data section,4.2,4,3.8
Data section,3.9,3.8,3.8
Data section,4549,,
Data section,6.2,5.7,5
Data section,5.6,4.9,4.6
Data section,5,4.7,4.5
Data section,4.7,4.6,4.4
Data section,4579,,
Data section,4.9,4.7,4.4
Data section,4.6,4.4,4.3
Data section,4.4,4.4,4.4
Data section,4.4,4.4,4.3
Data section,4610,,
Data section,4.1,3.9,3.8
Data section,3.9,3.8,3.7
Data section,3.7,3.7,3.7
Data section,3.8,3.8,3.8
Data section,4641,,
Data section,3.9,3.6,3.3
Data section,3.5,3.3,3.2
Data section,3.2,3.1,3.1
Data section,3.2,3.2,3.2
Data section,4671,,
Data section,2.8,2.7,2.5
Data section,2.6,2.4,2.3
Data section,2.4,2.3,2.2
Data section,2.3,2.3,2.3
Data section,4702,,
Data section,1.5,1.5,1.4
Data section,1.5,1.4,1.4
Data section,1.4,1.3,1.3
Data section,1.5,1.4,1.4
Data section,4732,,
Data section,1.1,1,1
Data section,1.1,1.1,1.1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,4763,,
Data section,1.3,1.1,1
Data section,1.2,1.1,1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,4793,,
Data section,1.8,1.6,1.4
Data section,1.6,1.4,1.3
Data section,1.4,1.3,1.2
Data section,1.5,1.4,1.3
Data section,4822,,
Data section,2.6,2.4,2.1
Data section,2.3,2.1,2
Data section,2.1,2,1.8
Data section,2.1,2,1.9
Data section,4853,,
Data section,4.1,3.8,3.4
Data section,3.6,3.2,3
Data section,3.1,3,2.9
Data section,3,3,2.9
Data section,4883,,
Data section,5.5,5,4.4
Data section,5,4.3,4
Data section,4.3,4,3.9
Data section,3.9,3.9,3.8
Data section,4914,,
Data section,6.1,5.6,4.9
Data section,5.5,4.9,4.6
Data section,4.9,4.7,4.5
Data section,4.7,4.6,4.5
Data section,4944,,
Data section,4.9,4.6,4.3
Data section,4.6,4.3,4.3
Data section,4.4,4.3,4.4
Data section,4.4,4.4,4.3
Data section,4975,,
Data section,4.1,3.9,3.8
Data section,3.9,3.7,3.7
Data section,3.6,3.7,3.7
Data section,3.8,3.8,3.8
Data section,5006,,
Data section,4,3.7,3.4
Data section,3.7,3.4,3.3
Data section,3.3,3.3,3.2
Data section,3.3,3.3,3.2
Data section,5036,,
Data section,2.8,2.6,2.4
Data section,2.5,2.4,2.3
Data section,2.3,2.2,2.2
Data section,2.3,2.2,2.2
Data section,5067,,
Data section,1.5,1.5,1.4
Data section,1.4,1.4,1.4
Data section,1.4,1.3,1.2
Data section,1.5,1.4,1.4
Data section,5097,,
Data section,1.1,1,1
Data section,1.1,1,1.1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,5128,,
Data section,1.3,1.2,1.1
Data section,1.2,1.1,1.1
Data section,1.2,1,1
Data section,1.3,1.1,1.1
Data section,5158,,
Data section,1.8,1.6,1.4
Data section,1.6,1.5,1.4
Data section,1.5,1.4,1.3
Data section,1.5,1.4,1.4
Data section,5187,,
Data section,2.7,2.5,2.2
Data section,2.4,2.2,2.1
Data section,2.1,2.1,2
Data section,2.2,2.1,2.1
Data section,5218,,
Data section,4.2,3.9,3.5
Data section,3.7,3.3,3.1
Data section,3.2,3.1,3
Data section,3.1,3.1,3.1
Data section,5248,,
Data section,5.6,5,4.5
Data section,5,4.3,4
Data section,4.3,4,3.8
Data section,3.9,3.9,3.8
Data section,5279,,
Data section,6.4,5.8,5.2
Data section,5.8,5.1,4.8
Data section,5.2,5,4.8
Data section,5,4.9,4.7
Data section,5309,,
Data section,4.9,4.7,4.4
Data section,4.7,4.4,4.4
Data section,4.4,4.4,4.4
Data section,4.5,4.5,4.4
Data section,5340,,
Data section,4.1,3.9,3.7
Data section,3.9,3.7,3.7
Data section,3.7,3.7,3.7
Data section,3.8,3.8,3.8
Data section,5371,,
Data section,4.2,3.9,3.6
Data section,3.8,3.5,3.4
Data section,3.5,3.4,3.4
Data section,3.5,3.5,3.4
Data section,5401,,
Data section,2.7,2.6,2.4
Data section,2.5,2.3,2.2
Data section,2.3,2.2,2.1
Data section,2.2,2.2,2.2
Data section,5432,,
Data section,1.5,1.5,1.4
Data section,1.5,1.4,1.4
Data section,1.4,1.3,1.3
Data section,1.5,1.4,1.4
Data section,5462,,
Data section,1,1,1
Data section,1,1,1
Data section,1.1,1,0.9
Data section,1.1,1.1,1.1
Data section,5493,,
Data section,1.2,1.1,1
Data section,1.1,1.1,1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,5523,,
Data section,1.7,1.5,1.3
Data section,1.5,1.4,1.3
Data section,1.4,1.3,1.2
Data section,1.4,1.3,1.3
Data section,5552,,
Data section,3,2.7,2.4
Data section,2.7,2.4,2.2
Data section,2.3,2.2,2.1
Data section,2.3,2.2,2.2
Data section,5583,,
Data section,4.2,3.9,3.5
Data section,3.7,3.3,3.1
Data section,3.2,3.1,3
Data section,3.1,3,3
Data section,5613,,
Data section,5.9,5.4,4.8
Data section,5.3,4.6,4.3
Data section,4.6,4.3,4.2
Data section,4.2,4.2,4
Data section,5644,,
Data section,6.3,5.8,5.1
Data section,5.7,5,4.7
Data section,5.1,4.9,4.7
Data section,4.9,4.8,4.6
Data section,5674,,
Data section,4.9,4.6,4.3
Data section,4.6,4.3,4.2
Data section,4.2,4.2,4.2
Data section,4.3,4.3,4.2
Data section,5705,,
Data section,4.3,4.1,3.9
Data section,4.1,3.9,3.8
Data section,3.9,3.9,3.9
Data section,4,4,3.9
Data section,5736,,
Data section,4.3,3.9,3.6
Data section,3.9,3.6,3.5
Data section,3.6,3.5,3.4
Data section,3.5,3.5,3.4
Data section,5766,,
Data section,2.9,2.8,2.6
Data section,2.7,2.5,2.4
Data section,2.4,2.3,2.3
Data section,2.4,2.3,2.3
Data section,5797,,
Data section,1.6,1.5,1.5
Data section,1.5,1.5,1.5
Data section,1.5,1.4,1.4
Data section,1.6,1.5,1.5
Data section,5827,,
Data section,1.1,1.1,1
Data section,1.1,1.1,1.1
Data section,1.1,1,1
Data section,1.3,1.1,1.2
Data section,5858,,
Data section,1.3,1.1,1.1
Data section,1.2,1.1,1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,5888,,
Data section,1.8,1.6,1.4
Data section,1.5,1.4,1.3
Data section,1.4,1.3,1.2
Data section,1.4,1.4,1.3
Data section,5918,,
Data section,3,2.8,2.5
Data section,2.7,2.4,2.3
Data section,2.3,2.2,2.1
Data section,2.3,2.2,2.2
Data section,5949,,
Data section,4.3,4,3.6
Data section,3.8,3.4,3.3
Data section,3.4,3.2,3.2
Data section,3.2,3.2,3.2
Data section,5979,,
Data section,5.5,5,4.4
Data section,4.9,4.3,4
Data section,4.2,4,3.8
Data section,3.9,3.9,3.8
Data section,6010,,
Data section,6.1,5.6,5
Data section,5.5,4.8,4.5
Data section,4.9,4.6,4.4
Data section,4.6,4.5,4.4
Data section,6040,,
Data section,4.8,4.6,4.3
Data section,4.5,4.3,4.2
Data section,4.3,4.3,4.3
Data section,4.4,4.4,4.3
Data section,6071,,
Data section,4.2,4,3.8
Data section,4.1,3.9,3.8
Data section,3.8,3.9,3.9
Data section,4,4,4
Data section,6102,,
Data section,4,3.7,3.4
Data section,3.7,3.4,3.3
Data section,3.3,3.3,3.2
Data section,3.3,3.3,3.3
Data section,6132,,
Data section,2.8,2.7,2.5
Data section,2.6,2.4,2.3
Data section,2.4,2.3,2.2
Data section,2.3,2.3,2.2
Data section,6163,,
Data section,1.5,1.4,1.4
Data section,1.4,1.4,1.4
Data section,1.4,1.3,1.2
Data section,1.4,1.4,1.3
Data section,6193,,
Data section,1.1,1,1
Data section,1.1,1,1
Data section,1.1,1,0.9
Data section,1.2,1.1,1.1
Data section,6224,,
Data section,1.3,1.2,1.1
Data section,1.2,1.1,1.1
Data section,1.2,1,0.9
Data section,1.3,1.1,1.1
Data section,6254,,
Data section,2,1.8,1.6
Data section,1.8,1.6,1.4
Data section,1.6,1.5,1.4
Data section,1.6,1.5,1.5
Data section,6283,,
Data section,2.9,2.6,2.3
Data section,2.5,2.3,2.2
Data section,2.2,2.1,2.1
Data section,2.3,2.1,2.2
Data section,6314,,
Data section,4.1,3.8,3.4
Data section,3.7,3.3,3.1
Data section,3.2,3.1,3
Data section,3.2,3.1,3.1
Data section,6344,,
Data section,5.5,4.9,4.4
Data section,5,4.3,4.1
Data section,4.4,4.1,4
Data section,4.1,4.1,3.9
Data section,6375,,
Data section,6.2,5.7,5
Data section,5.6,4.9,4.6
Data section,5,4.8,4.6
Data section,4.8,4.7,4.5
Data section,6405,,
Data section,4.8,4.6,4.3
Data section,4.5,4.3,4.2
Data section,4.3,4.3,4.3
Data section,4.3,4.3,4.3
Data section,6436,,
Data section,4.1,3.9,3.7
Data section,3.9,3.7,3.7
