,1,2,3
499,3.1,3.1,3.1
501,5.5,5.0,4.4
502,4.9,4.3,4.0
503,4.2,4.0,3.8
504,3.9,3.9,3.8
506,6.1,5.6,5.0
507,5.6,4.9,4.6
508,5.0,4.7,4.5
509,4.7,4.6,4.4
511,4.6,4.4,4.2
512,4.4,4.2,4.1
513,4.1,4.1,4.1
514,4.2,4.2,4.2
516,4.2,4.0,3.8
517,4.0,3.8,3.8
518,3.8,3.8,3.8
519,3.9,3.9,3.9
521,3.9,3.6,3.4
522,3.6,3.3,3.3
523,3.3,3.2,3.2
524,3.3,3.2,3.2
526,2.8,2.6,2.4
527,2.6,2.4,2.3
528,2.3,2.2,2.2
529,2.3,2.2,2.2
531,1.6,1.6,1.5
532,1.6,1.5,1.5
533,1.5,1.4,1.4
534,1.6,1.5,1.5
536,1.1,1.1,1.0
537,1.1,1.1,1.1
538,1.1,1.0,1.0
539,1.2,1.1,1.1
541,1.2,1.1,1.0
542,1.1,1.1,1.0
543,1.1,1.0,0.9
544,1.2,1.1,1.1
546,1.8,1.7,1.5
547,1.6,1.5,1.4
548,1.5,1.4,1.3
549,1.6,1.4,1.4
551,2.7,2.5,2.2
552,2.4,2.1,2.0
553,2.1,2.0,1.9
554,2.1,2.0,2.0
556,4.1,3.8,3.4
557,3.6,3.2,3.1
558,3.1,3.0,2.9
559,3.0,3.0,3.0
561,5.6,5.1,4.5
562,5.0,4.4,4.1
563,4.3,4.1,3.9
564,4.0,3.9,3.8
566,6.1,5.6,4.9
567,5.5,4.8,4.6
568,4.9,4.7,4.5
569,4.7,4.6,4.4
571,4.7,4.5,4.2
572,4.5,4.3,4.2
573,4.2,4.2,4.3
574,4.4,4.3,4.3
576,4.1,4.0,3.8
577,4.0,3.8,3.7
578,3.8,3.8,3.8
579,3.9,3.9,3.9
581,4.0,3.7,3.4
582,3.6,3.4,3.3
583,3.3,3.2,3.2
584,3.3,3.2,3.2
586,2.7,2.6,2.4
587,2.5,2.3,2.3
588,2.3,2.2,2.2
589,2.3,2.2,2.2
591,1.5,1.5,1.4
592,1.5,1.4,1.4
593,1.4,1.3,1.3
594,1.5,1.4,1.4
596,1.0,1.0,0.9
597,1.0,1.0,1.0
598,1.0,0.9,0.8
599,1.1,1.0,1.0
601,1.2,1.1,1.0
602,1.1,1.0,1.0
603,1.1,0.9,0.9
604,1.2,1.0,1.1
606,1.8,1.7,1.4
607,1.6,1.4,1.3
608,1.5,1.4,1.3
609,1.5,1.4,1.4
611,2.6,2.4,2.1
612,2.3,2.1,2.0
613,2.1,2.0,1.9
614,2.1,2.0,2.1
616,4.1,3.8,3.4
617,3.6,3.2,3.1
618,3.1,3.0,2.9
619,3.0,3.0,3.0
621,5.6,5.1,4.5
622,5.0,4.3,4.1
623,4.3,4.0,3.9
624,3.9,3.9,3.8
626,6.2,5.7,5.0
627,5.6,5.0,4.7
628,5.0,4.8,4.6
629,4.8,4.7,4.5
631,4.8,4.6,4.3
632,4.5,4.3,4.2
633,4.2,4.2,4.2
634,4.4,4.3,4.3
636,4.2,4.0,3.9
637,4.0,3.8,3.8
638,3.7,3.7,3.7
639,3.8,3.8,3.8
641,4.1,3.7,3.4
642,3.7,3.4,3.3
643,3.3,3.3,3.2
644,3.3,3.3,3.2
646,2.8,2.7,2.5
647,2.6,2.4,2.3
648,2.3,2.2,2.2
649,2.3,2.2,2.2
651,1.4,1.4,1.4
652,1.4,1.4,1.4
653,1.4,1.3,1.2
654,1.4,1.4,1.3
656,1.1,1.0,1.0
657,1.0,1.0,1.0
658,1.1,1.0,0.9
659,1.2,1.1,1.1
661,1.2,1.1,1.0
662,1.1,1.0,1.0
663,1.1,0.9,0.9
664,1.2,1.0,1.1
666,1.9,1.7,1.5
667,1.7,1.5,1.4
668,1.5,1.4,1.3
669,1.6,1.4,1.5
671,2.8,2.5,2.2
672,2.4,2.2,2.1
673,2.1,2.0,1.9
674,2.2,2.1,2.1
676,4.2,3.9,3.5
677,3.8,3.4,3.2
678,3.3,3.2,3.1
679,3.2,3.1,3.2
681,5.5,5.0,4.5
682,4.9,4.3,4.0
683,4.2,4.0,3.8
684,3.9,3.8,3.8
686,6.2,5.7,5.0
687,5.6,4.9,4.6
688,5.0,4.7,4.5
689,4.7,4.6,4.4
691,4.9,4.7,4.4
692,4.6,4.4,4.3
693,4.4,4.4,4.4
694,4.4,4.4,4.3
696,4.1,3.9,3.8
697,3.9,3.8,3.7
698,3.7,3.7,3.7
699,3.8,3.8,3.8
701,3.9,3.6,3.3
702,3.5,3.3,3.2
703,3.2,3.1,3.1
704,3.2,3.2,3.2
706,2.8,2.7,2.5
707,2.6,2.4,2.3
708,2.4,2.3,2.2
709,2.3,2.3,2.3
711,1.5,1.5,1.4
712,1.5,1.4,1.4
713,1.4,1.3,1.3
714,1.5,1.4,1.4
716,1.1,1.0,1.0
717,1.1,1.1,1.1
718,1.1,1.0,0.9
719,1.2,1.1,1.1
721,1.3,1.1,1.0
722,1.2,1.1,1.0
723,1.1,1.0,0.9
724,1.2,1.1,1.1
726,1.8,1.6,1.4
727,1.6,1.4,1.3
728,1.4,1.3,1.2
729,1.5,1.4,1.3
731,2.6,2.4,2.1
732,2.3,2.1,2.0
733,2.1,2.0,1.8
734,2.1,2.0,1.9
736,4.1,3.8,3.4
737,3.6,3.2,3.0
738,3.1,3.0,2.9
739,3.0,3.0,2.9
741,5.5,5.0,4.4
742,5.0,4.3,4.0
743,4.3,4.0,3.9
744,3.9,3.9,3.8
746,6.1,5.6,4.9
747,5.5,4.9,4.6
748,4.9,4.7,4.5
749,4.7,4.6,4.5
751,4.9,4.6,4.3
752,4.6,4.3,4.3
753,4.4,4.3,4.4
754,4.4,4.4,4.3
756,4.1,3.9,3.8
757,3.9,3.7,3.7
758,3.6,3.7,3.7
759,3.8,3.8,3.8
761,4.0,3.7,3.4
762,3.7,3.4,3.3
763,3.3,3.3,3.2
764,3.3,3.3,3.2
766,2.8,2.6,2.4
767,2.5,2.4,2.3
768,2.3,2.2,2.2
769,2.3,2.2,2.2
771,1.5,1.5,1.4
772,1.4,1.4,1.4
773,1.4,1.3,1.2
774,1.5,1.4,1.4
776,1.1,1.0,1.0
777,1.1,1.0,1.1
778,1.1,1.0,0.9
779,1.2,1.1,1.1
781,1.3,1.2,1.1
782,1.2,1.1,1.1
783,1.2,1.0,1.0
784,1.3,1.1,1.1
786,1.8,1.6,1.4
787,1.6,1.5,1.4
788,1.5,1.4,1.3
789,1.5,1.4,1.4
791,2.7,2.5,2.2
792,2.4,2.2,2.1
793,2.1,2.1,2.0
794,2.2,2.1,2.1
796,4.2,3.9,3.5
797,3.7,3.3,3.1
798,3.2,3.1,3.0
799,3.1,3.1,3.1
801,5.6,5.0,4.5
802,5.0,4.3,4.0
803,4.3,4.0,3.8
804,3.9,3.9,3.8
806,6.4,5.8,5.2
807,5.8,5.1,4.8
808,5.2,5.0,4.8
809,5.0,4.9,4.7
811,4.9,4.7,4.4
812,4.7,4.4,4.4
813,4.4,4.4,4.4
814,4.5,4.5,4.4
816,4.1,3.9,3.7
817,3.9,3.7,3.7
818,3.7,3.7,3.7
819,3.8,3.8,3.8
821,4.2,3.9,3.6
822,3.8,3.5,3.4
823,3.5,3.4,3.4
824,3.5,3.5,3.4
826,2.7,2.6,2.4
827,2.5,2.3,2.2
828,2.3,2.2,2.1
829,2.2,2.2,2.2
831,1.5,1.5,1.4
832,1.5,1.4,1.4
833,1.4,1.3,1.3
834,1.5,1.4,1.4
836,1.0,1.0,1.0
837,1.0,1.0,1.0
838,1.1,1.0,0.9
839,1.1,1.1,1.1
841,1.2,1.1,1.0
842,1.1,1.1,1.0
843,1.1,1.0,0.9
844,1.2,1.1,1.1
846,1.7,1.5,1.3
847,1.5,1.4,1.3
848,1.4,1.3,1.2
849,1.4,1.3,1.3
851,3.0,2.7,2.4
852,2.7,2.4,2.2
853,2.3,2.2,2.1
854,2.3,2.2,2.2
856,4.2,3.9,3.5
857,3.7,3.3,3.1
858,3.2,3.1,3.0
859,3.1,3.0,3.0
861,5.9,5.4,4.8
862,5.3,4.6,4.3
863,4.6,4.3,4.2
864,4.2,4.2,4.0
866,6.3,5.8,5.1
867,5.7,5.0,4.7
868,5.1,4.9,4.7
869,4.9,4.8,4.6
871,4.9,4.6,4.3
872,4.6,4.3,4.2
873,4.2,4.2,4.2
874,4.3,4.3,4.2
876,4.3,4.1,3.9
877,4.1,3.9,3.8
878,3.9,3.9,3.9
879,4.0,4.0,3.9
881,4.3,3.9,3.6
882,3.9,3.6,3.5
883,3.6,3.5,3.4
884,3.5,3.5,3.4
886,2.9,2.8,2.6
887,2.7,2.5,2.4
888,2.4,2.3,2.3
889,2.4,2.3,2.3
891,1.6,1.5,1.5
892,1.5,1.5,1.5
893,1.5,1.4,1.4
894,1.6,1.5,1.5
896,1.1,1.1,1.0
897,1.1,1.1,1.1
898,1.1,1.0,1.0
899,1.3,1.1,1.2
901,1.3,1.1,1.1
902,1.2,1.1,1.0
903,1.1,1.0,0.9
904,1.2,1.1,1.1
906,1.8,1.6,1.4
907,1.5,1.4,1.3
908,1.4,1.3,1.2
909,1.4,1.4,1.3
911,3.0,2.8,2.5
912,2.7,2.4,2.3
913,2.3,2.2,2.1
914,2.3,2.2,2.2
916,4.3,4.0,3.6
917,3.8,3.4,3.3
918,3.4,3.2,3.2
919,3.2,3.2,3.2
921,5.5,5.0,4.4
922,4.9,4.3,4.0
923,4.2,4.0,3.8
924,3.9,3.9,3.8
926,6.1,5.6,5.0
927,5.5,4.8,4.5
928,4.9,4.6,4.4
929,4.6,4.5,4.4
931,4.8,4.6,4.3
932,4.5,4.3,4.2
933,4.3,4.3,4.3
934,4.4,4.4,4.3
936,4.2,4.0,3.8
937,4.1,3.9,3.8
938,3.8,3.9,3.9
939,4.0,4.0,4.0
941,4.0,3.7,3.4
942,3.7,3.4,3.3
943,3.3,3.3,3.2
944,3.3,3.3,3.3
946,2.8,2.7,2.5
947,2.6,2.4,2.3
948,2.4,2.3,2.2
949,2.3,2.3,2.2
951,1.5,1.4,1.4
952,1.4,1.4,1.4
953,1.4,1.3,1.2
954,1.4,1.4,1.3
956,1.1,1.0,1.0
957,1.1,1.0,1.0
958,1.1,1.0,0.9
959,1.2,1.1,1.1
961,1.3,1.2,1.1
962,1.2,1.1,1.1
963,1.2,1.0,0.9
964,1.3,1.1,1.1
966,2.0,1.8,1.6
967,1.8,1.6,1.4
968,1.6,1.5,1.4
969,1.6,1.5,1.5
971,2.9,2.6,2.3
972,2.5,2.3,2.2
973,2.2,2.1,2.1
974,2.3,2.1,2.2
976,4.1,3.8,3.4
977,3.7,3.3,3.1
978,3.2,3.1,3.0
979,3.2,3.1,3.1
981,5.5,4.9,4.4
982,5.0,4.3,4.1
983,4.4,4.1,4.0
984,4.1,4.1,3.9
986,6.2,5.7,5.0
987,5.6,4.9,4.6
988,5.0,4.8,4.6
989,4.8,4.7,4.5
991,4.8,4.6,4.3
992,4.5,4.3,4.2
993,4.3,4.3,4.3
994,4.3,4.3,4.3
996,4.1,3.9,3.7
997,3.9,3.7,3.7
998,3.7,3.8,3.8
999,3.9,3.9,3.9
1001,4.0,3.6,3.4
1002,3.6,3.4,3.3
1003,3.3,3.3,3.2
1004,3.4,3.3,3.3
1006,2.7,2.6,2.4
1007,2.5,2.3,2.3
1008,2.3,2.2,2.2
1009,2.3,2.2,2.2
1011,1.5,1.4,1.4
1012,1.4,1.4,1.4
1013,1.4,1.3,1.3
1014,1.4,1.4,1.4
1016,1.1,1.1,1.0
1017,1.1,1.1,1.1
1018,1.1,1.0,0.9
1019,1.2,1.1,1.1
1021,1.2,1.0,1.0
1022,1.1,1.0,1.0
1023,1.1,0.9,0.9
1024,1.2,1.1,1.0
1026,1.8,1.7,1.4
1027,1.6,1.5,1.4
1028,1.5,1.4,1.2
1029,1.5,1.4,1.4
1031,2.8,2.5,2.2
1032,2.4,2.2,2.1
1033,2.1,2.1,2.0
1034,2.2,2.1,2.1
1036,4.0,3.7,3.3
1037,3.5,3.2,3.0
1038,3.1,3.0,2.9
1039,3.0,2.9,3.0
1041,5.8,5.3,4.7
1042,5.2,4.5,4.2
1043,4.4,4.2,4.0
1044,4.0,4.0,3.9
1046,6.2,5.7,5.0
1047,5.6,5.0,4.7
1048,5.1,4.8,4.7
1049,4.8,4.7,4.6
1051,4.9,4.7,4.4
1052,4.6,4.4,4.3
1053,4.3,4.3,4.4
1054,4.5,4.4,4.4
1056,4.3,4.1,3.9
1057,4.1,3.9,3.8
1058,3.9,3.9,3.9
1059,4.0,4.0,3.9
1061,4.1,3.7,3.4
1062,3.7,3.4,3.3
1063,3.4,3.3,3.2
1064,3.4,3.3,3.3
1066,2.8,2.7,2.5
1067,2.6,2.4,2.3
1068,2.4,2.3,2.2
1069,2.3,2.3,2.2
1071,1.5,1.5,1.4
1072,1.4,1.4,1.4
1073,1.4,1.3,1.2
1074,1.4,1.4,1.3
1076,1.0,1.0,1.0
1077,1.0,1.0,1.0
1078,1.0,0.9,0.8
1079,1.1,1.0,1.0
1081,1.2,1.0,0.9
1082,1.1,1.0,0.9
1083,1.0,0.9,0.8
1084,1.1,1.0,1.0
1086,1.7,1.5,1.3
1087,1.5,1.3,1.3
1088,1.4,1.3,1.2
1089,1.4,1.4,1.3
1091,2.8,2.5,2.2
1092,2.4,2.1,2.1
1093,2.1,2.0,1.9
1094,2.1,2.0,2.0
1096,4.1,3.8,3.4
1097,3.7,3.3,3.1
1098,3.2,3.0,2.9
1099,3.1,3.0,3.0
1101,5.5,5.0,4.4
1102,4.9,4.2,4.0
1103,4.2,4.0,3.8
1104,3.9,3.9,3.8
1106,6.2,5.7,5.0
1107,5.6,4.9,4.6
1108,4.9,4.7,4.5
1109,4.7,4.6,4.5
1111,4.7,4.5,4.2
1112,4.4,4.2,4.1
1113,4.2,4.2,4.2
1114,4.2,4.2,4.2
1116,4.1,3.9,3.8
1117,3.9,3.7,3.7
1118,3.8,3.8,3.8
1119,3.9,3.9,3.9
1121,3.9,3.6,3.3
1122,3.6,3.3,3.2
1123,3.2,3.2,3.1
1124,3.2,3.2,3.2
1126,2.8,2.7,2.5
1127,2.6,2.4,2.3
1128,2.4,2.3,2.2
1129,2.3,2.3,2.2
1131,1.5,1.5,1.4
1132,1.5,1.4,1.4
1133,1.4,1.3,1.3
1134,1.4,1.4,1.4
1136,1.1,1.0,1.0
1137,1.0,1.1,1.1
1138,1.1,1.0,0.9
1139,1.2,1.1,1.1
1141,1.2,1.1,1.0
1142,1.1,1.1,1.0
1143,1.1,1.0,0.9
1144,1.3,1.1,1.1
1146,1.7,1.5,1.3
1147,1.5,1.4,1.3
1148,1.4,1.3,1.2
1149,1.4,1.4,1.2
1151,2.7,2.5,2.2
1152,2.4,2.2,2.1
1153,2.1,2.0,1.9
1154,2.2,2.0,2.1
1156,4.0,3.7,3.3
1157,3.5,3.1,3.0
1158,3.0,2.9,2.8
1159,2.9,2.9,2.9
1161,5.1,4.6,4.1
1162,4.6,4.0,3.8
1163,3.9,3.7,3.6
1164,3.7,3.7,3.5
1166,5.9,5.4,4.8
1167,5.4,4.7,4.5
1168,4.8,4.5,4.4
1169,4.6,4.5,4.3
1171,4.7,4.4,4.2
1172,4.3,4.1,4.1
1173,4.1,4.1,4.1
1174,4.2,4.2,4.2
1176,4.2,4.0,3.8
1177,4.0,3.8,3.8
1178,3.7,3.8,3.8
1179,3.8,3.8,3.8
1181,4.1,3.7,3.4
1182,3.6,3.3,3.3
1183,3.3,3.2,3.1
1184,3.2,3.2,3.2
1186,2.9,2.7,2.5
1187,2.6,2.4,2.3
1188,2.4,2.3,2.2
1189,2.3,2.3,2.2
1191,1.5,1.5,1.4
1192,1.5,1.4,1.4
1193,1.4,1.3,1.2
1194,1.5,1.4,1.4
1196,1.1,1.0,1.0
1197,1.0,1.0,1.0
1198,1.0,0.9,0.9
1199,1.1,1.0,1.0
1201,1.2,1.1,1.0
1202,1.1,1.1,1.0
1203,1.1,1.0,0.9
1204,1.2,1.0,1.1
1206,1.7,1.5,1.2
1207,1.5,1.3,1.2
1208,1.3,1.2,1.1
1209,1.4,1.3,1.3
1211,3.0,2.7,2.4
1212,2.5,2.3,2.2
1213,2.2,2.2,2.1
1214,2.3,2.2,2.2
1216,4.3,4.0,3.6
1217,3.8,3.4,3.3
1218,3.3,3.2,3.1
1219,3.1,3.1,3.1
1221,5.6,5.1,4.6
1222,5.0,4.3,4.1
1223,4.2,4.0,3.9
1224,3.9,3.8,3.7
1226,6.1,5.6,4.9
1227,5.5,4.8,4.5
1228,4.8,4.6,4.4
1229,4.5,4.4,4.3
1231,4.8,4.6,4.3
