dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
9/1/1914,16.531,0.836,Srinagar,India,34.56N,73.95E
10/1/1914,8.593,0.763,Srinagar,India,34.56N,73.95E
11/1/1914,4.982,0.597,Srinagar,India,34.56N,73.95E
12/1/1914,-1.468,0.895,Srinagar,India,34.56N,73.95E
1/1/1915,-1.39,1.838,Srinagar,India,34.56N,73.95E
2/1/1915,-0.364,0.687,Srinagar,India,34.56N,73.95E
3/1/1915,5.466,2.098,Srinagar,India,34.56N,73.95E
4/1/1915,10.066,1.277,Srinagar,India,34.56N,73.95E
5/1/1915,17.767,0.449,Srinagar,India,34.56N,73.95E
6/1/1915,18.334,0.47,Srinagar,India,34.56N,73.95E
7/1/1915,20.186,0.511,Srinagar,India,34.56N,73.95E
8/1/1915,19.927,0.544,Srinagar,India,34.56N,73.95E
9/1/1915,17.77,0.633,Srinagar,India,34.56N,73.95E
10/1/1915,12.139,0.701,Srinagar,India,34.56N,73.95E
11/1/1915,5.672,0.479,Srinagar,India,34.56N,73.95E
12/1/1915,0.214,0.776,Srinagar,India,34.56N,73.95E
1/1/1916,-0.692,0.34,Srinagar,India,34.56N,73.95E
2/1/1916,-0.524,0.865,Srinagar,India,34.56N,73.95E
3/1/1916,6.898,0.905,Srinagar,India,34.56N,73.95E
4/1/1916,11.051,0.921,Srinagar,India,34.56N,73.95E
5/1/1916,13.739,0.668,Srinagar,India,34.56N,73.95E
6/1/1916,19.338,1.316,Srinagar,India,34.56N,73.95E
7/1/1916,19.18,0.422,Srinagar,India,34.56N,73.95E
8/1/1916,18.499,1.423,Srinagar,India,34.56N,73.95E
9/1/1916,15.987,0.534,Srinagar,India,34.56N,73.95E
10/1/1916,11.612,0.846,Srinagar,India,34.56N,73.95E
11/1/1916,2.833,1.058,Srinagar,India,34.56N,73.95E
12/1/1916,-0.467,0.62,Srinagar,India,34.56N,73.95E
1/1/1917,-1.06,1.004,Srinagar,India,34.56N,73.95E
2/1/1917,2.464,0.467,Srinagar,India,34.56N,73.95E
3/1/1917,4.543,0.429,Srinagar,India,34.56N,73.95E
4/1/1917,8.263,0.449,Srinagar,India,34.56N,73.95E
5/1/1917,15.024,0.988,Srinagar,India,34.56N,73.95E
6/1/1917,18.767,0.785,Srinagar,India,34.56N,73.95E
7/1/1917,19.604,0.808,Srinagar,India,34.56N,73.95E
8/1/1917,18.489,0.499,Srinagar,India,34.56N,73.95E
9/1/1917,16.26,1.206,Srinagar,India,34.56N,73.95E
10/1/1917,9.676,0.423,Srinagar,India,34.56N,73.95E
11/1/1917,3.244,0.954,Srinagar,India,34.56N,73.95E
12/1/1917,-1.026,0.507,Srinagar,India,34.56N,73.95E
1/1/1918,-2.705,0.784,Srinagar,India,34.56N,73.95E
2/1/1918,0.449,0.835,Srinagar,India,34.56N,73.95E
3/1/1918,3.82,0.527,Srinagar,India,34.56N,73.95E
4/1/1918,7.853,0.445,Srinagar,India,34.56N,73.95E
5/1/1918,18.163,1.107,Srinagar,India,34.56N,73.95E
6/1/1918,19.313,0.551,Srinagar,India,34.56N,73.95E
7/1/1918,19.972,0.985,Srinagar,India,34.56N,73.95E
8/1/1918,19.678,0.685,Srinagar,India,34.56N,73.95E
9/1/1918,15.081,1.432,Srinagar,India,34.56N,73.95E
10/1/1918,9.958,0.663,Srinagar,India,34.56N,73.95E
11/1/1918,3.984,0.652,Srinagar,India,34.56N,73.95E
12/1/1918,-1.669,0.505,Srinagar,India,34.56N,73.95E
1/1/1919,-2.646,1.627,Srinagar,India,34.56N,73.95E
2/1/1919,-0.567,0.797,Srinagar,India,34.56N,73.95E
3/1/1919,4.167,0.753,Srinagar,India,34.56N,73.95E
4/1/1919,9.86,0.331,Srinagar,India,34.56N,73.95E
5/1/1919,14.644,0.594,Srinagar,India,34.56N,73.95E
6/1/1919,20.302,1.198,Srinagar,India,34.56N,73.95E
7/1/1919,20.283,0.665,Srinagar,India,34.56N,73.95E
8/1/1919,18.722,0.755,Srinagar,India,34.56N,73.95E
9/1/1919,14.835,0.737,Srinagar,India,34.56N,73.95E
10/1/1919,10.134,0.402,Srinagar,India,34.56N,73.95E
11/1/1919,4.406,0.565,Srinagar,India,34.56N,73.95E
12/1/1919,-0.938,0.682,Srinagar,India,34.56N,73.95E
1/1/1920,-1.957,2.204,Srinagar,India,34.56N,73.95E
2/1/1920,-1.421,0.587,Srinagar,India,34.56N,73.95E
3/1/1920,3.425,0.833,Srinagar,India,34.56N,73.95E
4/1/1920,7.511,0.929,Srinagar,India,34.56N,73.95E
5/1/1920,11.387,0.41,Srinagar,India,34.56N,73.95E
6/1/1920,17.259,0.652,Srinagar,India,34.56N,73.95E
7/1/1920,20.674,1.201,Srinagar,India,34.56N,73.95E
8/1/1920,18.182,0.906,Srinagar,India,34.56N,73.95E
9/1/1920,16.061,0.865,Srinagar,India,34.56N,73.95E
10/1/1920,11.036,1.033,Srinagar,India,34.56N,73.95E
11/1/1920,5.22,1.072,Srinagar,India,34.56N,73.95E
12/1/1920,-1.036,1.888,Srinagar,India,34.56N,73.95E
1/1/1921,-1.982,1.253,Srinagar,India,34.56N,73.95E
2/1/1921,0.975,0.354,Srinagar,India,34.56N,73.95E
3/1/1921,6.199,1.868,Srinagar,India,34.56N,73.95E
4/1/1921,12.257,1.331,Srinagar,India,34.56N,73.95E
5/1/1921,15.839,1.101,Srinagar,India,34.56N,73.95E
6/1/1921,17.305,1.118,Srinagar,India,34.56N,73.95E
7/1/1921,19.923,0.427,Srinagar,India,34.56N,73.95E
8/1/1921,18.146,0.699,Srinagar,India,34.56N,73.95E
9/1/1921,16.37,1.081,Srinagar,India,34.56N,73.95E
10/1/1921,9.777,0.549,Srinagar,India,34.56N,73.95E
11/1/1921,4.857,0.326,Srinagar,India,34.56N,73.95E
12/1/1921,0.925,0.469,Srinagar,India,34.56N,73.95E
1/1/1922,-1.431,1.543,Srinagar,India,34.56N,73.95E
2/1/1922,1.453,1.055,Srinagar,India,34.56N,73.95E
3/1/1922,5.638,0.425,Srinagar,India,34.56N,73.95E
4/1/1922,9.956,0.648,Srinagar,India,34.56N,73.95E
5/1/1922,14.144,0.756,Srinagar,India,34.56N,73.95E
6/1/1922,18.565,0.823,Srinagar,India,34.56N,73.95E
7/1/1922,20.351,0.666,Srinagar,India,34.56N,73.95E
8/1/1922,19.467,0.884,Srinagar,India,34.56N,73.95E
9/1/1922,16.264,0.96,Srinagar,India,34.56N,73.95E
10/1/1922,9.631,1.168,Srinagar,India,34.56N,73.95E
11/1/1922,4.658,0.484,Srinagar,India,34.56N,73.95E
12/1/1922,0.317,0.957,Srinagar,India,34.56N,73.95E
1/1/1923,-2.521,1.505,Srinagar,India,34.56N,73.95E
2/1/1923,-0.248,1.702,Srinagar,India,34.56N,73.95E
3/1/1923,4.83,0.942,Srinagar,India,34.56N,73.95E
4/1/1923,10.875,0.447,Srinagar,India,34.56N,73.95E
5/1/1923,14.011,0.565,Srinagar,India,34.56N,73.95E
6/1/1923,18.942,0.496,Srinagar,India,34.56N,73.95E
7/1/1923,18.439,0.455,Srinagar,India,34.56N,73.95E
8/1/1923,18.584,0.808,Srinagar,India,34.56N,73.95E
9/1/1923,14.709,0.35,Srinagar,India,34.56N,73.95E
10/1/1923,9.25,0.922,Srinagar,India,34.56N,73.95E
11/1/1923,4.425,0.489,Srinagar,India,34.56N,73.95E
12/1/1923,-0.581,1.163,Srinagar,India,34.56N,73.95E
1/1/1924,-2.579,0.83,Srinagar,India,34.56N,73.95E
2/1/1924,0.122,0.989,Srinagar,India,34.56N,73.95E
3/1/1924,5.525,0.565,Srinagar,India,34.56N,73.95E
4/1/1924,9.934,0.578,Srinagar,India,34.56N,73.95E
5/1/1924,10.676,0.699,Srinagar,India,34.56N,73.95E
6/1/1924,17.706,1.057,Srinagar,India,34.56N,73.95E
7/1/1924,20.388,0.585,Srinagar,India,34.56N,73.95E
8/1/1924,19.032,0.452,Srinagar,India,34.56N,73.95E
9/1/1924,14.784,0.424,Srinagar,India,34.56N,73.95E
10/1/1924,10.889,0.469,Srinagar,India,34.56N,73.95E
11/1/1924,4.313,0.314,Srinagar,India,34.56N,73.95E
12/1/1924,0.505,0.345,Srinagar,India,34.56N,73.95E
1/1/1925,-2.916,1.557,Srinagar,India,34.56N,73.95E
2/1/1925,-2.066,1.548,Srinagar,India,34.56N,73.95E
3/1/1925,6.128,0.723,Srinagar,India,34.56N,73.95E
4/1/1925,12.01,0.462,Srinagar,India,34.56N,73.95E
5/1/1925,14.594,0.486,Srinagar,India,34.56N,73.95E
6/1/1925,18.868,1.068,Srinagar,India,34.56N,73.95E
7/1/1925,19.834,1.286,Srinagar,India,34.56N,73.95E
8/1/1925,17.919,0.508,Srinagar,India,34.56N,73.95E
9/1/1925,15.529,0.563,Srinagar,India,34.56N,73.95E
10/1/1925,10.695,0.514,Srinagar,India,34.56N,73.95E
11/1/1925,3.525,1.232,Srinagar,India,34.56N,73.95E
12/1/1925,-0.037,0.765,Srinagar,India,34.56N,73.95E
1/1/1926,-0.69,0.438,Srinagar,India,34.56N,73.95E
2/1/1926,1.811,0.428,Srinagar,India,34.56N,73.95E
3/1/1926,4.361,0.397,Srinagar,India,34.56N,73.95E
4/1/1926,7.65,0.445,Srinagar,India,34.56N,73.95E
5/1/1926,13.612,0.492,Srinagar,India,34.56N,73.95E
6/1/1926,17.866,1.346,Srinagar,India,34.56N,73.95E
7/1/1926,20.139,0.496,Srinagar,India,34.56N,73.95E
8/1/1926,19.237,2.282,Srinagar,India,34.56N,73.95E
9/1/1926,15.811,0.737,Srinagar,India,34.56N,73.95E
10/1/1926,10.234,0.475,Srinagar,India,34.56N,73.95E
11/1/1926,1.77,0.366,Srinagar,India,34.56N,73.95E
12/1/1926,0.036,0.549,Srinagar,India,34.56N,73.95E
1/1/1927,-2.607,0.442,Srinagar,India,34.56N,73.95E
2/1/1927,-1.148,0.391,Srinagar,India,34.56N,73.95E
3/1/1927,3.823,0.362,Srinagar,India,34.56N,73.95E
4/1/1927,9.728,0.451,Srinagar,India,34.56N,73.95E
5/1/1927,14.137,0.39,Srinagar,India,34.56N,73.95E
6/1/1927,17.45,1.032,Srinagar,India,34.56N,73.95E
7/1/1927,20.172,0.535,Srinagar,India,34.56N,73.95E
8/1/1927,18.822,0.373,Srinagar,India,34.56N,73.95E
9/1/1927,15.179,0.582,Srinagar,India,34.56N,73.95E
10/1/1927,11.45,0.454,Srinagar,India,34.56N,73.95E
11/1/1927,4.807,0.759,Srinagar,India,34.56N,73.95E
12/1/1927,0.702,0.947,Srinagar,India,34.56N,73.95E
1/1/1928,-2.358,1.112,Srinagar,India,34.56N,73.95E
2/1/1928,-0.106,0.746,Srinagar,India,34.56N,73.95E
3/1/1928,4.005,0.346,Srinagar,India,34.56N,73.95E
4/1/1928,10.351,0.369,Srinagar,India,34.56N,73.95E
5/1/1928,16.112,0.755,Srinagar,India,34.56N,73.95E
6/1/1928,18.978,0.307,Srinagar,India,34.56N,73.95E
7/1/1928,19.945,0.603,Srinagar,India,34.56N,73.95E
8/1/1928,18.853,0.843,Srinagar,India,34.56N,73.95E
9/1/1928,15.111,0.346,Srinagar,India,34.56N,73.95E
10/1/1928,11.258,0.818,Srinagar,India,34.56N,73.95E
11/1/1928,4.803,1.09,Srinagar,India,34.56N,73.95E
12/1/1928,-1.275,0.975,Srinagar,India,34.56N,73.95E
1/1/1929,-3.354,0.663,Srinagar,India,34.56N,73.95E
2/1/1929,-0.865,1.123,Srinagar,India,34.56N,73.95E
3/1/1929,7.017,0.544,Srinagar,India,34.56N,73.95E
4/1/1929,11.694,0.837,Srinagar,India,34.56N,73.95E
5/1/1929,14.939,0.749,Srinagar,India,34.56N,73.95E
6/1/1929,18.658,0.598,Srinagar,India,34.56N,73.95E
7/1/1929,19.016,0.446,Srinagar,India,34.56N,73.95E
8/1/1929,17.923,0.562,Srinagar,India,34.56N,73.95E
9/1/1929,16.309,0.353,Srinagar,India,34.56N,73.95E
10/1/1929,8.994,0.708,Srinagar,India,34.56N,73.95E
11/1/1929,4.442,0.525,Srinagar,India,34.56N,73.95E
12/1/1929,-2.984,0.611,Srinagar,India,34.56N,73.95E
1/1/1930,-4.548,0.865,Srinagar,India,34.56N,73.95E
2/1/1930,0.013,0.696,Srinagar,India,34.56N,73.95E
3/1/1930,5.302,0.784,Srinagar,India,34.56N,73.95E
4/1/1930,8.561,0.395,Srinagar,India,34.56N,73.95E
5/1/1930,14.644,0.398,Srinagar,India,34.56N,73.95E
6/1/1930,18.085,0.316,Srinagar,India,34.56N,73.95E
7/1/1930,19.442,0.795,Srinagar,India,34.56N,73.95E
8/1/1930,18.673,0.758,Srinagar,India,34.56N,73.95E
9/1/1930,14.786,0.466,Srinagar,India,34.56N,73.95E
10/1/1930,9.812,0.343,Srinagar,India,34.56N,73.95E
11/1/1930,4.912,0.789,Srinagar,India,34.56N,73.95E
12/1/1930,-0.406,0.641,Srinagar,India,34.56N,73.95E
1/1/1931,-0.695,1.025,Srinagar,India,34.56N,73.95E
2/1/1931,-2.255,1.179,Srinagar,India,34.56N,73.95E
3/1/1931,5.073,0.826,Srinagar,India,34.56N,73.95E
4/1/1931,11.16,0.451,Srinagar,India,34.56N,73.95E
5/1/1931,13.623,0.354,Srinagar,India,34.56N,73.95E
6/1/1931,17.407,1.206,Srinagar,India,34.56N,73.95E
7/1/1931,17.542,1.083,Srinagar,India,34.56N,73.95E
8/1/1931,19.679,0.513,Srinagar,India,34.56N,73.95E
9/1/1931,16.352,0.45,Srinagar,India,34.56N,73.95E
10/1/1931,11.486,0.874,Srinagar,India,34.56N,73.95E
11/1/1931,5.014,0.502,Srinagar,India,34.56N,73.95E
12/1/1931,0.194,0.575,Srinagar,India,34.56N,73.95E
1/1/1932,-0.726,1.155,Srinagar,India,34.56N,73.95E
2/1/1932,-0.148,0.592,Srinagar,India,34.56N,73.95E
3/1/1932,5.88,0.542,Srinagar,India,34.56N,73.95E
4/1/1932,11.442,0.472,Srinagar,India,34.56N,73.95E
5/1/1932,13.18,0.251,Srinagar,India,34.56N,73.95E
6/1/1932,18.956,0.58,Srinagar,India,34.56N,73.95E
7/1/1932,20.324,1.04,Srinagar,India,34.56N,73.95E
8/1/1932,18.322,0.458,Srinagar,India,34.56N,73.95E
9/1/1932,16.805,0.596,Srinagar,India,34.56N,73.95E
10/1/1932,9.984,0.431,Srinagar,India,34.56N,73.95E
11/1/1932,5.392,0.857,Srinagar,India,34.56N,73.95E
12/1/1932,-0.99,1.068,Srinagar,India,34.56N,73.95E
1/1/1933,-4.299,0.797,Srinagar,India,34.56N,73.95E
2/1/1933,0.769,0.925,Srinagar,India,34.56N,73.95E
3/1/1933,4.108,0.491,Srinagar,India,34.56N,73.95E
4/1/1933,7.861,0.387,Srinagar,India,34.56N,73.95E
5/1/1933,14.824,0.966,Srinagar,India,34.56N,73.95E
6/1/1933,18.979,0.438,Srinagar,India,34.56N,73.95E
7/1/1933,20.15,0.685,Srinagar,India,34.56N,73.95E
8/1/1933,17.523,0.518,Srinagar,India,34.56N,73.95E
9/1/1933,14.965,0.365,Srinagar,India,34.56N,73.95E
10/1/1933,10.511,0.468,Srinagar,India,34.56N,73.95E
11/1/1933,5.144,0.486,Srinagar,India,34.56N,73.95E
12/1/1933,1.459,0.768,Srinagar,India,34.56N,73.95E
1/1/1934,-3.887,1.785,Srinagar,India,34.56N,73.95E
2/1/1934,2.873,0.524,Srinagar,India,34.56N,73.95E
3/1/1934,4.609,0.519,Srinagar,India,34.56N,73.95E
4/1/1934,9.768,0.391,Srinagar,India,34.56N,73.95E
5/1/1934,12.584,0.844,Srinagar,India,34.56N,73.95E
6/1/1934,18.734,0.351,Srinagar,India,34.56N,73.95E
7/1/1934,20.012,0.978,Srinagar,India,34.56N,73.95E
8/1/1934,18.344,0.621,Srinagar,India,34.56N,73.95E
9/1/1934,16.443,0.65,Srinagar,India,34.56N,73.95E
10/1/1934,9.62,0.388,Srinagar,India,34.56N,73.95E
11/1/1934,4.111,0.315,Srinagar,India,34.56N,73.95E
12/1/1934,0.811,0.348,Srinagar,India,34.56N,73.95E
1/1/1935,-4.033,1.616,Srinagar,India,34.56N,73.95E
2/1/1935,0.585,0.507,Srinagar,India,34.56N,73.95E
3/1/1935,5.453,0.769,Srinagar,India,34.56N,73.95E
4/1/1935,6.964,0.549,Srinagar,India,34.56N,73.95E
5/1/1935,14.414,0.325,Srinagar,India,34.56N,73.95E
6/1/1935,17.04,1.652,Srinagar,India,34.56N,73.95E
7/1/1935,19.574,0.388,Srinagar,India,34.56N,73.95E
8/1/1935,17.864,0.327,Srinagar,India,34.56N,73.95E
9/1/1935,15.63,0.271,Srinagar,India,34.56N,73.95E
10/1/1935,9.417,0.444,Srinagar,India,34.56N,73.95E
11/1/1935,4.589,0.528,Srinagar,India,34.56N,73.95E
12/1/1935,-0.356,0.364,Srinagar,India,34.56N,73.95E
1/1/1936,-2.692,0.628,Srinagar,India,34.56N,73.95E
2/1/1936,1.597,0.395,Srinagar,India,34.56N,73.95E
3/1/1936,3.303,1.272,Srinagar,India,34.56N,73.95E
4/1/1936,8.901,0.317,Srinagar,India,34.56N,73.95E
5/1/1936,17.468,0.496,Srinagar,India,34.56N,73.95E
6/1/1936,18.505,0.95,Srinagar,India,34.56N,73.95E
7/1/1936,19.131,1.126,Srinagar,India,34.56N,73.95E
8/1/1936,18.141,0.577,Srinagar,India,34.56N,73.95E
9/1/1936,16.561,1.092,Srinagar,India,34.56N,73.95E
10/1/1936,11.4,0.53,Srinagar,India,34.56N,73.95E
11/1/1936,4.506,0.374,Srinagar,India,34.56N,73.95E
12/1/1936,-0.485,0.677,Srinagar,India,34.56N,73.95E
1/1/1937,-2.122,0.758,Srinagar,India,34.56N,73.95E
2/1/1937,1.156,0.388,Srinagar,India,34.56N,73.95E
3/1/1937,4.302,1.493,Srinagar,India,34.56N,73.95E
4/1/1937,9.112,0.626,Srinagar,India,34.56N,73.95E
5/1/1937,15.279,0.335,Srinagar,India,34.56N,73.95E
6/1/1937,19.592,0.415,Srinagar,India,34.56N,73.95E
7/1/1937,18.847,0.638,Srinagar,India,34.56N,73.95E
8/1/1937,19.556,0.933,Srinagar,India,34.56N,73.95E
9/1/1937,15.775,0.784,Srinagar,India,34.56N,73.95E
10/1/1937,9.263,0.468,Srinagar,India,34.56N,73.95E
11/1/1937,3.687,0.572,Srinagar,India,34.56N,73.95E
12/1/1937,-1.058,0.913,Srinagar,India,34.56N,73.95E
1/1/1938,-2.594,1.227,Srinagar,India,34.56N,73.95E
2/1/1938,-1.438,1.414,Srinagar,India,34.56N,73.95E
3/1/1938,3.819,1.276,Srinagar,India,34.56N,73.95E
4/1/1938,10.634,0.57,Srinagar,India,34.56N,73.95E
5/1/1938,17.922,0.52,Srinagar,India,34.56N,73.95E
6/1/1938,17.481,0.804,Srinagar,India,34.56N,73.95E
7/1/1938,19.675,0.279,Srinagar,India,34.56N,73.95E
8/1/1938,18.641,0.602,Srinagar,India,34.56N,73.95E
9/1/1938,15.395,0.329,Srinagar,India,34.56N,73.95E
10/1/1938,10.386,0.559,Srinagar,India,34.56N,73.95E
11/1/1938,3.592,0.68,Srinagar,India,34.56N,73.95E
12/1/1938,0.317,0.928,Srinagar,India,34.56N,73.95E
1/1/1939,-1.082,0.848,Srinagar,India,34.56N,73.95E
2/1/1939,0.119,0.514,Srinagar,India,34.56N,73.95E
3/1/1939,1.923,0.74,Srinagar,India,34.56N,73.95E
4/1/1939,7.747,0.485,Srinagar,India,34.56N,73.95E
5/1/1939,15.462,0.375,Srinagar,India,34.56N,73.95E
6/1/1939,18.807,0.584,Srinagar,India,34.56N,73.95E
7/1/1939,20.168,0.428,Srinagar,India,34.56N,73.95E
8/1/1939,18.742,1.043,Srinagar,India,34.56N,73.95E
9/1/1939,16.669,0.516,Srinagar,India,34.56N,73.95E
10/1/1939,11.08,0.435,Srinagar,India,34.56N,73.95E
11/1/1939,5.425,0.795,Srinagar,India,34.56N,73.95E
12/1/1939,1.45,0.491,Srinagar,India,34.56N,73.95E
1/1/1940,0.134,1.259,Srinagar,India,34.56N,73.95E
2/1/1940,1.608,0.329,Srinagar,India,34.56N,73.95E
3/1/1940,4.369,0.54,Srinagar,India,34.56N,73.95E
4/1/1940,9.178,0.252,Srinagar,India,34.56N,73.95E
5/1/1940,15.284,0.273,Srinagar,India,34.56N,73.95E
6/1/1940,18.877,0.491,Srinagar,India,34.56N,73.95E
7/1/1940,19.889,0.517,Srinagar,India,34.56N,73.95E
8/1/1940,17.409,0.331,Srinagar,India,34.56N,73.95E
9/1/1940,14.85,0.373,Srinagar,India,34.56N,73.95E
10/1/1940,11.012,0.563,Srinagar,India,34.56N,73.95E
11/1/1940,5.916,0.553,Srinagar,India,34.56N,73.95E
12/1/1940,0.603,0.668,Srinagar,India,34.56N,73.95E
1/1/1941,-1.489,0.464,Srinagar,India,34.56N,73.95E
2/1/1941,2.113,1.188,Srinagar,India,34.56N,73.95E
3/1/1941,7.144,0.872,Srinagar,India,34.56N,73.95E
4/1/1941,12.102,0.912,Srinagar,India,34.56N,73.95E
5/1/1941,16.658,0.611,Srinagar,India,34.56N,73.95E
6/1/1941,19.904,1.07,Srinagar,India,34.56N,73.95E
7/1/1941,19.665,0.315,Srinagar,India,34.56N,73.95E
8/1/1941,19.391,0.54,Srinagar,India,34.56N,73.95E
9/1/1941,15.037,0.296,Srinagar,India,34.56N,73.95E
10/1/1941,13.32,0.353,Srinagar,India,34.56N,73.95E
11/1/1941,5.963,0.811,Srinagar,India,34.56N,73.95E
12/1/1941,0.815,0.54,Srinagar,India,34.56N,73.95E
1/1/1942,-2.342,0.799,Srinagar,India,34.56N,73.95E
2/1/1942,-0.257,0.407,Srinagar,India,34.56N,73.95E
3/1/1942,6.816,0.475,Srinagar,India,34.56N,73.95E
4/1/1942,11.45,0.438,Srinagar,India,34.56N,73.95E
5/1/1942,15.137,0.301,Srinagar,India,34.56N,73.95E
6/1/1942,18.543,0.472,Srinagar,India,34.56N,73.95E
7/1/1942,19.402,0.732,Srinagar,India,34.56N,73.95E
8/1/1942,18.232,0.395,Srinagar,India,34.56N,73.95E
9/1/1942,15.637,0.437,Srinagar,India,34.56N,73.95E
10/1/1942,10.464,0.284,Srinagar,India,34.56N,73.95E
11/1/1942,6.509,0.215,Srinagar,India,34.56N,73.95E
12/1/1942,0.162,0.595,Srinagar,India,34.56N,73.95E
1/1/1943,-1.81,0.686,Srinagar,India,34.56N,73.95E
2/1/1943,0.936,1.123,Srinagar,India,34.56N,73.95E
3/1/1943,5.441,0.45,Srinagar,India,34.56N,73.95E
4/1/1943,8.86,0.773,Srinagar,India,34.56N,73.95E
5/1/1943,13.202,0.612,Srinagar,India,34.56N,73.95E
6/1/1943,18.091,0.179,Srinagar,India,34.56N,73.95E
7/1/1943,19.505,0.824,Srinagar,India,34.56N,73.95E
8/1/1943,18.959,0.393,Srinagar,India,34.56N,73.95E
9/1/1943,16.943,0.628,Srinagar,India,34.56N,73.95E
10/1/1943,10.407,0.466,Srinagar,India,34.56N,73.95E
11/1/1943,5.498,0.775,Srinagar,India,34.56N,73.95E
12/1/1943,1.368,0.334,Srinagar,India,34.56N,73.95E
1/1/1944,-2.299,0.831,Srinagar,India,34.56N,73.95E
2/1/1944,-0.956,1.154,Srinagar,India,34.56N,73.95E
3/1/1944,5.527,0.665,Srinagar,India,34.56N,73.95E
4/1/1944,9.882,0.625,Srinagar,India,34.56N,73.95E
5/1/1944,16.259,0.577,Srinagar,India,34.56N,73.95E
6/1/1944,18.343,0.266,Srinagar,India,34.56N,73.95E
7/1/1944,20.481,0.687,Srinagar,India,34.56N,73.95E
8/1/1944,18.514,0.568,Srinagar,India,34.56N,73.95E
9/1/1944,14.519,0.204,Srinagar,India,34.56N,73.95E
10/1/1944,9.913,0.802,Srinagar,India,34.56N,73.95E
11/1/1944,5.033,0.376,Srinagar,India,34.56N,73.95E
12/1/1944,-0.402,1.842,Srinagar,India,34.56N,73.95E
1/1/1945,-3.136,0.808,Srinagar,India,34.56N,73.95E
2/1/1945,-0.643,0.893,Srinagar,India,34.56N,73.95E
3/1/1945,4.217,0.805,Srinagar,India,34.56N,73.95E
4/1/1945,8.662,0.874,Srinagar,India,34.56N,73.95E
5/1/1945,14.225,0.404,Srinagar,India,34.56N,73.95E
6/1/1945,19.19,0.783,Srinagar,India,34.56N,73.95E
7/1/1945,19.915,1.089,Srinagar,India,34.56N,73.95E
8/1/1945,18.461,0.587,Srinagar,India,34.56N,73.95E
9/1/1945,16.667,1.004,Srinagar,India,34.56N,73.95E
10/1/1945,10.978,0.517,Srinagar,India,34.56N,73.95E
11/1/1945,5.515,0.504,Srinagar,India,34.56N,73.95E
12/1/1945,-0.52,0.42,Srinagar,India,34.56N,73.95E
1/1/1946,-0.301,0.495,Srinagar,India,34.56N,73.95E
2/1/1946,3.126,0.568,Srinagar,India,34.56N,73.95E
3/1/1946,4.925,0.973,Srinagar,India,34.56N,73.95E
4/1/1946,13.735,0.32,Srinagar,India,34.56N,73.95E
5/1/1946,17.112,0.421,Srinagar,India,34.56N,73.95E
6/1/1946,19.404,0.552,Srinagar,India,34.56N,73.95E
7/1/1946,20.07,0.738,Srinagar,India,34.56N,73.95E
8/1/1946,19.339,0.868,Srinagar,India,34.56N,73.95E
9/1/1946,16.399,0.174,Srinagar,India,34.56N,73.95E
10/1/1946,12.466,0.95,Srinagar,India,34.56N,73.95E
11/1/1946,4.475,0.485,Srinagar,India,34.56N,73.95E
12/1/1946,-1.117,0.648,Srinagar,India,34.56N,73.95E
1/1/1947,-1.732,0.353,Srinagar,India,34.56N,73.95E
2/1/1947,0.586,2.093,Srinagar,India,34.56N,73.95E
3/1/1947,7.244,0.782,Srinagar,India,34.56N,73.95E
4/1/1947,12.47,0.325,Srinagar,India,34.56N,73.95E
5/1/1947,16.429,0.362,Srinagar,India,34.56N,73.95E
6/1/1947,20.036,0.483,Srinagar,India,34.56N,73.95E
7/1/1947,20.174,0.696,Srinagar,India,34.56N,73.95E
8/1/1947,19.467,0.197,Srinagar,India,34.56N,73.95E
9/1/1947,16.289,0.428,Srinagar,India,34.56N,73.95E
10/1/1947,9.868,0.303,Srinagar,India,34.56N,73.95E
11/1/1947,6.401,0.686,Srinagar,India,34.56N,73.95E
12/1/1947,0.156,0.72,Srinagar,India,34.56N,73.95E
1/1/1948,-0.63,0.687,Srinagar,India,34.56N,73.95E
2/1/1948,0.298,0.876,Srinagar,India,34.56N,73.95E
3/1/1948,3.752,0.239,Srinagar,India,34.56N,73.95E
4/1/1948,10.495,0.319,Srinagar,India,34.56N,73.95E
5/1/1948,15.83,0.453,Srinagar,India,34.56N,73.95E
6/1/1948,17.356,0.664,Srinagar,India,34.56N,73.95E
7/1/1948,19.512,0.392,Srinagar,India,34.56N,73.95E
8/1/1948,18.187,0.391,Srinagar,India,34.56N,73.95E
9/1/1948,16.024,0.298,Srinagar,India,34.56N,73.95E
10/1/1948,11.394,0.439,Srinagar,India,34.56N,73.95E
11/1/1948,4.3,0.241,Srinagar,India,34.56N,73.95E
12/1/1948,-0.641,0.741,Srinagar,India,34.56N,73.95E
1/1/1949,-0.456,0.658,Srinagar,India,34.56N,73.95E
2/1/1949,-0.707,0.87,Srinagar,India,34.56N,73.95E
3/1/1949,4.781,0.386,Srinagar,India,34.56N,73.95E
4/1/1949,11.568,0.607,Srinagar,India,34.56N,73.95E
5/1/1949,16.598,0.333,Srinagar,India,34.56N,73.95E
6/1/1949,16.924,0.351,Srinagar,India,34.56N,73.95E
7/1/1949,19.5,0.581,Srinagar,India,34.56N,73.95E
8/1/1949,18.301,0.345,Srinagar,India,34.56N,73.95E
