dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
9/1/1949,16.764,0.364,Srinagar,India,34.56N,73.95E
10/1/1949,10.288,0.52,Srinagar,India,34.56N,73.95E
11/1/1949,3.589,0.6,Srinagar,India,34.56N,73.95E
12/1/1949,-0.829,0.712,Srinagar,India,34.56N,73.95E
1/1/1950,-1.518,0.456,Srinagar,India,34.56N,73.95E
2/1/1950,-1.66,1.051,Srinagar,India,34.56N,73.95E
3/1/1950,3.463,0.804,Srinagar,India,34.56N,73.95E
4/1/1950,7.49,0.486,Srinagar,India,34.56N,73.95E
5/1/1950,14.538,0.335,Srinagar,India,34.56N,73.95E
6/1/1950,19.072,0.312,Srinagar,India,34.56N,73.95E
7/1/1950,19.56,0.654,Srinagar,India,34.56N,73.95E
8/1/1950,18.37,0.264,Srinagar,India,34.56N,73.95E
9/1/1950,14.283,0.323,Srinagar,India,34.56N,73.95E
10/1/1950,9.835,0.267,Srinagar,India,34.56N,73.95E
11/1/1950,4.238,0.327,Srinagar,India,34.56N,73.95E
12/1/1950,-0.945,0.587,Srinagar,India,34.56N,73.95E
1/1/1951,-1.858,0.531,Srinagar,India,34.56N,73.95E
2/1/1951,-0.416,1.327,Srinagar,India,34.56N,73.95E
3/1/1951,4.685,0.61,Srinagar,India,34.56N,73.95E
4/1/1951,7.907,0.861,Srinagar,India,34.56N,73.95E
5/1/1951,13.937,0.336,Srinagar,India,34.56N,73.95E
6/1/1951,16.983,0.842,Srinagar,India,34.56N,73.95E
7/1/1951,18.855,0.609,Srinagar,India,34.56N,73.95E
8/1/1951,18.542,0.445,Srinagar,India,34.56N,73.95E
9/1/1951,16.566,0.639,Srinagar,India,34.56N,73.95E
10/1/1951,13.148,0.397,Srinagar,India,34.56N,73.95E
11/1/1951,6.332,0.34,Srinagar,India,34.56N,73.95E
12/1/1951,1.975,0.295,Srinagar,India,34.56N,73.95E
1/1/1952,-0.965,1.018,Srinagar,India,34.56N,73.95E
2/1/1952,2.106,0.353,Srinagar,India,34.56N,73.95E
3/1/1952,4.042,0.32,Srinagar,India,34.56N,73.95E
4/1/1952,11.643,0.44,Srinagar,India,34.56N,73.95E
5/1/1952,14.829,0.327,Srinagar,India,34.56N,73.95E
6/1/1952,18.798,0.28,Srinagar,India,34.56N,73.95E
7/1/1952,18.972,0.541,Srinagar,India,34.56N,73.95E
8/1/1952,18.444,0.218,Srinagar,India,34.56N,73.95E
9/1/1952,16.406,0.315,Srinagar,India,34.56N,73.95E
10/1/1952,11.108,0.445,Srinagar,India,34.56N,73.95E
11/1/1952,5.416,0.841,Srinagar,India,34.56N,73.95E
12/1/1952,0.451,0.825,Srinagar,India,34.56N,73.95E
1/1/1953,-2.003,0.738,Srinagar,India,34.56N,73.95E
2/1/1953,2.68,0.891,Srinagar,India,34.56N,73.95E
3/1/1953,7.653,0.401,Srinagar,India,34.56N,73.95E
4/1/1953,10.808,0.474,Srinagar,India,34.56N,73.95E
5/1/1953,15.8,0.313,Srinagar,India,34.56N,73.95E
6/1/1953,19.361,0.374,Srinagar,India,34.56N,73.95E
7/1/1953,20.091,0.778,Srinagar,India,34.56N,73.95E
8/1/1953,18.19,0.584,Srinagar,India,34.56N,73.95E
9/1/1953,16.053,0.199,Srinagar,India,34.56N,73.95E
10/1/1953,10.242,0.73,Srinagar,India,34.56N,73.95E
11/1/1953,5.068,0.415,Srinagar,India,34.56N,73.95E
12/1/1953,2.628,0.173,Srinagar,India,34.56N,73.95E
1/1/1954,-3.033,0.353,Srinagar,India,34.56N,73.95E
2/1/1954,0.082,0.913,Srinagar,India,34.56N,73.95E
3/1/1954,5.333,0.392,Srinagar,India,34.56N,73.95E
4/1/1954,10.675,0.377,Srinagar,India,34.56N,73.95E
5/1/1954,15.8,0.713,Srinagar,India,34.56N,73.95E
6/1/1954,18.968,0.295,Srinagar,India,34.56N,73.95E
7/1/1954,19.379,0.225,Srinagar,India,34.56N,73.95E
8/1/1954,19.084,0.578,Srinagar,India,34.56N,73.95E
9/1/1954,16.674,0.421,Srinagar,India,34.56N,73.95E
10/1/1954,8.938,0.367,Srinagar,India,34.56N,73.95E
11/1/1954,4.663,0.293,Srinagar,India,34.56N,73.95E
12/1/1954,-0.316,0.324,Srinagar,India,34.56N,73.95E
1/1/1955,-1.883,0.867,Srinagar,India,34.56N,73.95E
2/1/1955,2.237,0.475,Srinagar,India,34.56N,73.95E
3/1/1955,6.426,0.907,Srinagar,India,34.56N,73.95E
4/1/1955,8.197,0.344,Srinagar,India,34.56N,73.95E
5/1/1955,12.329,0.38,Srinagar,India,34.56N,73.95E
6/1/1955,19.286,0.313,Srinagar,India,34.56N,73.95E
7/1/1955,19.671,0.654,Srinagar,India,34.56N,73.95E
8/1/1955,18.646,0.74,Srinagar,India,34.56N,73.95E
9/1/1955,16.017,0.357,Srinagar,India,34.56N,73.95E
10/1/1955,10.139,0.769,Srinagar,India,34.56N,73.95E
11/1/1955,5.645,0.862,Srinagar,India,34.56N,73.95E
12/1/1955,1.148,0.467,Srinagar,India,34.56N,73.95E
1/1/1956,-2.087,0.33,Srinagar,India,34.56N,73.95E
2/1/1956,1.637,0.317,Srinagar,India,34.56N,73.95E
3/1/1956,4.854,0.255,Srinagar,India,34.56N,73.95E
4/1/1956,10.635,0.419,Srinagar,India,34.56N,73.95E
5/1/1956,18.287,0.362,Srinagar,India,34.56N,73.95E
6/1/1956,18.754,0.357,Srinagar,India,34.56N,73.95E
7/1/1956,18.68,0.55,Srinagar,India,34.56N,73.95E
8/1/1956,17.803,0.638,Srinagar,India,34.56N,73.95E
9/1/1956,17.237,0.509,Srinagar,India,34.56N,73.95E
10/1/1956,10.125,0.302,Srinagar,India,34.56N,73.95E
11/1/1956,5.07,0.308,Srinagar,India,34.56N,73.95E
12/1/1956,0.324,0.499,Srinagar,India,34.56N,73.95E
1/1/1957,-2.381,0.48,Srinagar,India,34.56N,73.95E
2/1/1957,-1.307,0.616,Srinagar,India,34.56N,73.95E
3/1/1957,4.208,0.455,Srinagar,India,34.56N,73.95E
4/1/1957,7.361,0.369,Srinagar,India,34.56N,73.95E
5/1/1957,12.04,0.204,Srinagar,India,34.56N,73.95E
6/1/1957,17.274,0.543,Srinagar,India,34.56N,73.95E
7/1/1957,20.344,0.39,Srinagar,India,34.56N,73.95E
8/1/1957,18.384,0.839,Srinagar,India,34.56N,73.95E
9/1/1957,15.655,0.384,Srinagar,India,34.56N,73.95E
10/1/1957,9.921,0.338,Srinagar,India,34.56N,73.95E
11/1/1957,4.395,0.909,Srinagar,India,34.56N,73.95E
12/1/1957,0.257,0.505,Srinagar,India,34.56N,73.95E
1/1/1958,0.321,0.612,Srinagar,India,34.56N,73.95E
2/1/1958,1.406,0.838,Srinagar,India,34.56N,73.95E
3/1/1958,6.094,0.314,Srinagar,India,34.56N,73.95E
4/1/1958,12.041,0.559,Srinagar,India,34.56N,73.95E
5/1/1958,13.558,0.432,Srinagar,India,34.56N,73.95E
6/1/1958,18.803,0.346,Srinagar,India,34.56N,73.95E
7/1/1958,20.037,0.772,Srinagar,India,34.56N,73.95E
8/1/1958,18.1,0.35,Srinagar,India,34.56N,73.95E
9/1/1958,16.243,0.351,Srinagar,India,34.56N,73.95E
10/1/1958,10.724,0.28,Srinagar,India,34.56N,73.95E
11/1/1958,5.276,0.393,Srinagar,India,34.56N,73.95E
12/1/1958,1.34,0.3,Srinagar,India,34.56N,73.95E
1/1/1959,-1.768,0.79,Srinagar,India,34.56N,73.95E
2/1/1959,-1.141,0.487,Srinagar,India,34.56N,73.95E
3/1/1959,5.791,0.446,Srinagar,India,34.56N,73.95E
4/1/1959,10.448,0.413,Srinagar,India,34.56N,73.95E
5/1/1959,13.748,0.419,Srinagar,India,34.56N,73.95E
6/1/1959,19.58,0.264,Srinagar,India,34.56N,73.95E
7/1/1959,18.596,0.377,Srinagar,India,34.56N,73.95E
8/1/1959,19.223,0.405,Srinagar,India,34.56N,73.95E
9/1/1959,17.11,0.707,Srinagar,India,34.56N,73.95E
10/1/1959,12.271,0.508,Srinagar,India,34.56N,73.95E
11/1/1959,4.372,0.374,Srinagar,India,34.56N,73.95E
12/1/1959,0.436,0.522,Srinagar,India,34.56N,73.95E
1/1/1960,-1.525,0.772,Srinagar,India,34.56N,73.95E
2/1/1960,3.709,0.868,Srinagar,India,34.56N,73.95E
3/1/1960,3.939,0.768,Srinagar,India,34.56N,73.95E
4/1/1960,8.047,0.567,Srinagar,India,34.56N,73.95E
5/1/1960,14.55,0.48,Srinagar,India,34.56N,73.95E
6/1/1960,19.418,0.356,Srinagar,India,34.56N,73.95E
7/1/1960,19.552,0.221,Srinagar,India,34.56N,73.95E
8/1/1960,19.448,0.301,Srinagar,India,34.56N,73.95E
9/1/1960,16.22,0.321,Srinagar,India,34.56N,73.95E
10/1/1960,11.006,0.227,Srinagar,India,34.56N,73.95E
11/1/1960,4.677,0.191,Srinagar,India,34.56N,73.95E
12/1/1960,0.88,0.595,Srinagar,India,34.56N,73.95E
1/1/1961,-0.927,0.591,Srinagar,India,34.56N,73.95E
2/1/1961,-1.494,0.46,Srinagar,India,34.56N,73.95E
3/1/1961,5.337,0.498,Srinagar,India,34.56N,73.95E
4/1/1961,8.922,0.361,Srinagar,India,34.56N,73.95E
5/1/1961,15.089,0.29,Srinagar,India,34.56N,73.95E
6/1/1961,19.176,0.91,Srinagar,India,34.56N,73.95E
7/1/1961,19.715,0.427,Srinagar,India,34.56N,73.95E
8/1/1961,18.891,0.243,Srinagar,India,34.56N,73.95E
9/1/1961,17.102,0.448,Srinagar,India,34.56N,73.95E
10/1/1961,10.167,0.588,Srinagar,India,34.56N,73.95E
11/1/1961,3.438,0.226,Srinagar,India,34.56N,73.95E
12/1/1961,-1.05,0.267,Srinagar,India,34.56N,73.95E
1/1/1962,-1.385,1.329,Srinagar,India,34.56N,73.95E
2/1/1962,1.469,0.705,Srinagar,India,34.56N,73.95E
3/1/1962,5.918,0.458,Srinagar,India,34.56N,73.95E
4/1/1962,10.067,0.419,Srinagar,India,34.56N,73.95E
5/1/1962,14.525,1.075,Srinagar,India,34.56N,73.95E
6/1/1962,18.709,0.598,Srinagar,India,34.56N,73.95E
7/1/1962,19.706,0.318,Srinagar,India,34.56N,73.95E
8/1/1962,18.61,0.373,Srinagar,India,34.56N,73.95E
9/1/1962,14.885,0.3,Srinagar,India,34.56N,73.95E
10/1/1962,9.992,0.406,Srinagar,India,34.56N,73.95E
11/1/1962,3.931,0.416,Srinagar,India,34.56N,73.95E
12/1/1962,-0.737,0.498,Srinagar,India,34.56N,73.95E
1/1/1963,-0.792,0.498,Srinagar,India,34.56N,73.95E
2/1/1963,2.965,0.675,Srinagar,India,34.56N,73.95E
3/1/1963,4.81,0.207,Srinagar,India,34.56N,73.95E
4/1/1963,9.231,0.53,Srinagar,India,34.56N,73.95E
5/1/1963,12.855,0.683,Srinagar,India,34.56N,73.95E
6/1/1963,19.729,0.302,Srinagar,India,34.56N,73.95E
7/1/1963,20.284,0.634,Srinagar,India,34.56N,73.95E
8/1/1963,18.481,0.431,Srinagar,India,34.56N,73.95E
9/1/1963,15.617,0.36,Srinagar,India,34.56N,73.95E
10/1/1963,11.782,0.233,Srinagar,India,34.56N,73.95E
11/1/1963,5.272,0.63,Srinagar,India,34.56N,73.95E
12/1/1963,0.919,0.79,Srinagar,India,34.56N,73.95E
1/1/1964,-3.728,0.837,Srinagar,India,34.56N,73.95E
2/1/1964,-0.115,0.571,Srinagar,India,34.56N,73.95E
3/1/1964,6.678,0.268,Srinagar,India,34.56N,73.95E
4/1/1964,9.971,0.293,Srinagar,India,34.56N,73.95E
5/1/1964,13.201,0.561,Srinagar,India,34.56N,73.95E
6/1/1964,17.699,0.501,Srinagar,India,34.56N,73.95E
7/1/1964,18.305,0.572,Srinagar,India,34.56N,73.95E
8/1/1964,19.046,0.569,Srinagar,India,34.56N,73.95E
9/1/1964,15.756,0.401,Srinagar,India,34.56N,73.95E
10/1/1964,11.051,0.577,Srinagar,India,34.56N,73.95E
11/1/1964,4.949,0.616,Srinagar,India,34.56N,73.95E
12/1/1964,0.207,0.823,Srinagar,India,34.56N,73.95E
1/1/1965,0.349,0.642,Srinagar,India,34.56N,73.95E
2/1/1965,-0.482,0.467,Srinagar,India,34.56N,73.95E
3/1/1965,4.668,0.36,Srinagar,India,34.56N,73.95E
4/1/1965,7.22,0.309,Srinagar,India,34.56N,73.95E
5/1/1965,12.473,0.447,Srinagar,India,34.56N,73.95E
6/1/1965,18.03,0.504,Srinagar,India,34.56N,73.95E
7/1/1965,18.861,0.524,Srinagar,India,34.56N,73.95E
8/1/1965,17.348,0.87,Srinagar,India,34.56N,73.95E
9/1/1965,15.616,0.461,Srinagar,India,34.56N,73.95E
10/1/1965,11.455,0.288,Srinagar,India,34.56N,73.95E
11/1/1965,6.318,0.589,Srinagar,India,34.56N,73.95E
12/1/1965,-0.022,0.567,Srinagar,India,34.56N,73.95E
1/1/1966,0.056,0.846,Srinagar,India,34.56N,73.95E
2/1/1966,2.878,1.334,Srinagar,India,34.56N,73.95E
3/1/1966,4.833,0.122,Srinagar,India,34.56N,73.95E
4/1/1966,8.739,0.379,Srinagar,India,34.56N,73.95E
5/1/1966,13.904,0.336,Srinagar,India,34.56N,73.95E
6/1/1966,19.06,0.229,Srinagar,India,34.56N,73.95E
7/1/1966,18.79,0.307,Srinagar,India,34.56N,73.95E
8/1/1966,18.66,0.419,Srinagar,India,34.56N,73.95E
9/1/1966,14.588,0.43,Srinagar,India,34.56N,73.95E
10/1/1966,9.548,0.263,Srinagar,India,34.56N,73.95E
11/1/1966,4.582,0.201,Srinagar,India,34.56N,73.95E
12/1/1966,-0.06,0.322,Srinagar,India,34.56N,73.95E
1/1/1967,-1.941,0.516,Srinagar,India,34.56N,73.95E
2/1/1967,1.778,0.342,Srinagar,India,34.56N,73.95E
3/1/1967,4.482,0.566,Srinagar,India,34.56N,73.95E
4/1/1967,9.021,0.408,Srinagar,India,34.56N,73.95E
5/1/1967,12.97,0.355,Srinagar,India,34.56N,73.95E
6/1/1967,18.934,0.267,Srinagar,India,34.56N,73.95E
7/1/1967,19.62,0.79,Srinagar,India,34.56N,73.95E
8/1/1967,18.208,0.654,Srinagar,India,34.56N,73.95E
9/1/1967,16.387,0.331,Srinagar,India,34.56N,73.95E
10/1/1967,9.304,0.358,Srinagar,India,34.56N,73.95E
11/1/1967,4.463,0.674,Srinagar,India,34.56N,73.95E
12/1/1967,0.262,0.351,Srinagar,India,34.56N,73.95E
1/1/1968,-2.098,0.306,Srinagar,India,34.56N,73.95E
2/1/1968,-0.782,0.185,Srinagar,India,34.56N,73.95E
3/1/1968,5.671,0.261,Srinagar,India,34.56N,73.95E
4/1/1968,10.11,0.315,Srinagar,India,34.56N,73.95E
5/1/1968,12.515,0.423,Srinagar,India,34.56N,73.95E
6/1/1968,19.461,0.327,Srinagar,India,34.56N,73.95E
7/1/1968,19.36,0.514,Srinagar,India,34.56N,73.95E
8/1/1968,17.806,0.507,Srinagar,India,34.56N,73.95E
9/1/1968,16.771,0.284,Srinagar,India,34.56N,73.95E
10/1/1968,9.559,0.335,Srinagar,India,34.56N,73.95E
11/1/1968,4.854,0.242,Srinagar,India,34.56N,73.95E
12/1/1968,0.201,0.455,Srinagar,India,34.56N,73.95E
1/1/1969,-1.996,0.84,Srinagar,India,34.56N,73.95E
2/1/1969,-0.109,0.322,Srinagar,India,34.56N,73.95E
3/1/1969,7.781,0.327,Srinagar,India,34.56N,73.95E
4/1/1969,9.291,0.317,Srinagar,India,34.56N,73.95E
5/1/1969,13.309,0.268,Srinagar,India,34.56N,73.95E
6/1/1969,18.881,0.504,Srinagar,India,34.56N,73.95E
7/1/1969,19.741,0.618,Srinagar,India,34.56N,73.95E
8/1/1969,18.91,0.888,Srinagar,India,34.56N,73.95E
9/1/1969,15.806,0.31,Srinagar,India,34.56N,73.95E
10/1/1969,10.937,0.198,Srinagar,India,34.56N,73.95E
11/1/1969,5.959,0.411,Srinagar,India,34.56N,73.95E
12/1/1969,2.489,1.148,Srinagar,India,34.56N,73.95E
1/1/1970,-0.692,1.057,Srinagar,India,34.56N,73.95E
2/1/1970,1.777,0.715,Srinagar,India,34.56N,73.95E
3/1/1970,4.592,0.485,Srinagar,India,34.56N,73.95E
4/1/1970,12.036,0.303,Srinagar,India,34.56N,73.95E
5/1/1970,16.419,0.415,Srinagar,India,34.56N,73.95E
6/1/1970,19.419,0.546,Srinagar,India,34.56N,73.95E
7/1/1970,19.479,0.325,Srinagar,India,34.56N,73.95E
8/1/1970,19.123,0.324,Srinagar,India,34.56N,73.95E
9/1/1970,16.198,0.555,Srinagar,India,34.56N,73.95E
10/1/1970,11.686,0.287,Srinagar,India,34.56N,73.95E
11/1/1970,5.346,0.363,Srinagar,India,34.56N,73.95E
12/1/1970,0.978,0.216,Srinagar,India,34.56N,73.95E
1/1/1971,-1.176,0.431,Srinagar,India,34.56N,73.95E
2/1/1971,1.17,0.949,Srinagar,India,34.56N,73.95E
3/1/1971,7.098,0.379,Srinagar,India,34.56N,73.95E
4/1/1971,12.029,0.605,Srinagar,India,34.56N,73.95E
5/1/1971,15.632,1.251,Srinagar,India,34.56N,73.95E
6/1/1971,18.984,1.101,Srinagar,India,34.56N,73.95E
7/1/1971,18.699,0.57,Srinagar,India,34.56N,73.95E
8/1/1971,18.423,0.429,Srinagar,India,34.56N,73.95E
9/1/1971,14.827,0.31,Srinagar,India,34.56N,73.95E
10/1/1971,10.897,0.598,Srinagar,India,34.56N,73.95E
11/1/1971,5.821,0.529,Srinagar,India,34.56N,73.95E
12/1/1971,1.845,0.784,Srinagar,India,34.56N,73.95E
1/1/1972,-0.274,0.483,Srinagar,India,34.56N,73.95E
2/1/1972,-1.879,0.453,Srinagar,India,34.56N,73.95E
3/1/1972,5.368,0.341,Srinagar,India,34.56N,73.95E
4/1/1972,9.264,0.44,Srinagar,India,34.56N,73.95E
5/1/1972,13.971,0.464,Srinagar,India,34.56N,73.95E
6/1/1972,18.56,0.275,Srinagar,India,34.56N,73.95E
7/1/1972,18.837,1.008,Srinagar,India,34.56N,73.95E
8/1/1972,17.981,0.927,Srinagar,India,34.56N,73.95E
9/1/1972,14.822,0.517,Srinagar,India,34.56N,73.95E
10/1/1972,9.31,0.437,Srinagar,India,34.56N,73.95E
11/1/1972,5.646,0.372,Srinagar,India,34.56N,73.95E
12/1/1972,0.257,0.322,Srinagar,India,34.56N,73.95E
1/1/1973,-2.03,0.461,Srinagar,India,34.56N,73.95E
2/1/1973,1.547,0.269,Srinagar,India,34.56N,73.95E
3/1/1973,4.272,0.352,Srinagar,India,34.56N,73.95E
4/1/1973,11.051,0.299,Srinagar,India,34.56N,73.95E
5/1/1973,15.587,0.434,Srinagar,India,34.56N,73.95E
6/1/1973,20.309,0.418,Srinagar,India,34.56N,73.95E
7/1/1973,19.32,0.987,Srinagar,India,34.56N,73.95E
8/1/1973,18.77,0.714,Srinagar,India,34.56N,73.95E
9/1/1973,16.612,0.41,Srinagar,India,34.56N,73.95E
10/1/1973,10.196,0.216,Srinagar,India,34.56N,73.95E
11/1/1973,6.003,0.333,Srinagar,India,34.56N,73.95E
12/1/1973,0.09,0.652,Srinagar,India,34.56N,73.95E
1/1/1974,-1.644,0.429,Srinagar,India,34.56N,73.95E
2/1/1974,-1.766,0.322,Srinagar,India,34.56N,73.95E
3/1/1974,6.726,0.658,Srinagar,India,34.56N,73.95E
4/1/1974,12.431,0.878,Srinagar,India,34.56N,73.95E
5/1/1974,14.425,0.382,Srinagar,India,34.56N,73.95E
6/1/1974,17.627,0.478,Srinagar,India,34.56N,73.95E
7/1/1974,18.893,0.655,Srinagar,India,34.56N,73.95E
8/1/1974,18.303,0.413,Srinagar,India,34.56N,73.95E
9/1/1974,15.425,0.288,Srinagar,India,34.56N,73.95E
10/1/1974,10.337,0.441,Srinagar,India,34.56N,73.95E
11/1/1974,5.329,0.695,Srinagar,India,34.56N,73.95E
12/1/1974,-1.581,0.408,Srinagar,India,34.56N,73.95E
1/1/1975,-2.036,0.785,Srinagar,India,34.56N,73.95E
2/1/1975,-0.565,0.663,Srinagar,India,34.56N,73.95E
3/1/1975,4.183,0.37,Srinagar,India,34.56N,73.95E
4/1/1975,9.739,0.479,Srinagar,India,34.56N,73.95E
5/1/1975,14.105,0.36,Srinagar,India,34.56N,73.95E
6/1/1975,17.816,0.445,Srinagar,India,34.56N,73.95E
7/1/1975,17.905,0.7,Srinagar,India,34.56N,73.95E
8/1/1975,18.177,0.982,Srinagar,India,34.56N,73.95E
9/1/1975,15.264,0.541,Srinagar,India,34.56N,73.95E
10/1/1975,10.855,0.581,Srinagar,India,34.56N,73.95E
11/1/1975,4.386,0.532,Srinagar,India,34.56N,73.95E
12/1/1975,0.07,0.369,Srinagar,India,34.56N,73.95E
1/1/1976,-0.162,0.733,Srinagar,India,34.56N,73.95E
2/1/1976,-0.276,0.382,Srinagar,India,34.56N,73.95E
3/1/1976,3.707,0.337,Srinagar,India,34.56N,73.95E
4/1/1976,9.596,0.296,Srinagar,India,34.56N,73.95E
5/1/1976,15.207,0.68,Srinagar,India,34.56N,73.95E
6/1/1976,17.849,0.417,Srinagar,India,34.56N,73.95E
7/1/1976,19.769,0.471,Srinagar,India,34.56N,73.95E
8/1/1976,17.174,0.592,Srinagar,India,34.56N,73.95E
9/1/1976,15.293,0.188,Srinagar,India,34.56N,73.95E
10/1/1976,10.517,0.414,Srinagar,India,34.56N,73.95E
11/1/1976,5.468,0.556,Srinagar,India,34.56N,73.95E
12/1/1976,0.402,0.267,Srinagar,India,34.56N,73.95E
1/1/1977,-1.883,0.507,Srinagar,India,34.56N,73.95E
2/1/1977,0.553,0.634,Srinagar,India,34.56N,73.95E
3/1/1977,7.921,0.656,Srinagar,India,34.56N,73.95E
4/1/1977,10.634,0.508,Srinagar,India,34.56N,73.95E
5/1/1977,13.681,0.451,Srinagar,India,34.56N,73.95E
6/1/1977,18.494,0.48,Srinagar,India,34.56N,73.95E
7/1/1977,19.345,1.037,Srinagar,India,34.56N,73.95E
8/1/1977,18.497,0.438,Srinagar,India,34.56N,73.95E
9/1/1977,15.637,0.578,Srinagar,India,34.56N,73.95E
10/1/1977,11.213,0.777,Srinagar,India,34.56N,73.95E
11/1/1977,6.778,0.487,Srinagar,India,34.56N,73.95E
12/1/1977,0.904,0.371,Srinagar,India,34.56N,73.95E
1/1/1978,-2.348,0.827,Srinagar,India,34.56N,73.95E
2/1/1978,-0.227,0.956,Srinagar,India,34.56N,73.95E
3/1/1978,3.332,0.253,Srinagar,India,34.56N,73.95E
4/1/1978,11.157,1.015,Srinagar,India,34.56N,73.95E
5/1/1978,17.275,0.319,Srinagar,India,34.56N,73.95E
6/1/1978,20.145,0.924,Srinagar,India,34.56N,73.95E
7/1/1978,19.002,0.573,Srinagar,India,34.56N,73.95E
8/1/1978,18.527,0.504,Srinagar,India,34.56N,73.95E
9/1/1978,15.992,0.315,Srinagar,India,34.56N,73.95E
10/1/1978,11.489,0.728,Srinagar,India,34.56N,73.95E
11/1/1978,4.974,0.388,Srinagar,India,34.56N,73.95E
12/1/1978,1.152,0.965,Srinagar,India,34.56N,73.95E
1/1/1979,-0.016,0.497,Srinagar,India,34.56N,73.95E
2/1/1979,1.483,0.872,Srinagar,India,34.56N,73.95E
3/1/1979,3.806,0.531,Srinagar,India,34.56N,73.95E
4/1/1979,11.511,1.338,Srinagar,India,34.56N,73.95E
5/1/1979,12.477,0.576,Srinagar,India,34.56N,73.95E
6/1/1979,19.021,0.42,Srinagar,India,34.56N,73.95E
7/1/1979,19.675,0.726,Srinagar,India,34.56N,73.95E
8/1/1979,18.569,0.616,Srinagar,India,34.56N,73.95E
9/1/1979,15.097,0.265,Srinagar,India,34.56N,73.95E
10/1/1979,12.344,0.704,Srinagar,India,34.56N,73.95E
11/1/1979,6.287,0.522,Srinagar,India,34.56N,73.95E
12/1/1979,1.524,0.61,Srinagar,India,34.56N,73.95E
1/1/1980,-0.696,0.506,Srinagar,India,34.56N,73.95E
2/1/1980,0.582,0.684,Srinagar,India,34.56N,73.95E
3/1/1980,4.191,0.336,Srinagar,India,34.56N,73.95E
4/1/1980,12.019,0.31,Srinagar,India,34.56N,73.95E
5/1/1980,16.301,0.447,Srinagar,India,34.56N,73.95E
6/1/1980,19.17,0.564,Srinagar,India,34.56N,73.95E
7/1/1980,19.817,0.822,Srinagar,India,34.56N,73.95E
8/1/1980,19.032,0.391,Srinagar,India,34.56N,73.95E
9/1/1980,15.724,0.443,Srinagar,India,34.56N,73.95E
10/1/1980,11.637,0.389,Srinagar,India,34.56N,73.95E
11/1/1980,6.481,0.396,Srinagar,India,34.56N,73.95E
12/1/1980,1.325,1.514,Srinagar,India,34.56N,73.95E
1/1/1981,-0.157,0.446,Srinagar,India,34.56N,73.95E
2/1/1981,1.625,0.421,Srinagar,India,34.56N,73.95E
3/1/1981,5.673,0.249,Srinagar,India,34.56N,73.95E
4/1/1981,11.206,0.583,Srinagar,India,34.56N,73.95E
5/1/1981,16.25,0.974,Srinagar,India,34.56N,73.95E
6/1/1981,18.664,0.585,Srinagar,India,34.56N,73.95E
7/1/1981,19.537,0.487,Srinagar,India,34.56N,73.95E
8/1/1981,18.414,0.489,Srinagar,India,34.56N,73.95E
9/1/1981,15.825,0.375,Srinagar,India,34.56N,73.95E
10/1/1981,10.061,0.374,Srinagar,India,34.56N,73.95E
11/1/1981,5.234,0.316,Srinagar,India,34.56N,73.95E
12/1/1981,0.558,0.39,Srinagar,India,34.56N,73.95E
1/1/1982,-0.516,0.435,Srinagar,India,34.56N,73.95E
2/1/1982,-0.731,0.633,Srinagar,India,34.56N,73.95E
3/1/1982,3.495,0.498,Srinagar,India,34.56N,73.95E
4/1/1982,10.089,0.92,Srinagar,India,34.56N,73.95E
5/1/1982,14.029,0.725,Srinagar,India,34.56N,73.95E
6/1/1982,18.406,0.441,Srinagar,India,34.56N,73.95E
7/1/1982,20.093,0.98,Srinagar,India,34.56N,73.95E
8/1/1982,18.769,0.31,Srinagar,India,34.56N,73.95E
9/1/1982,15.445,0.933,Srinagar,India,34.56N,73.95E
10/1/1982,10.954,0.73,Srinagar,India,34.56N,73.95E
11/1/1982,4.982,0.426,Srinagar,India,34.56N,73.95E
12/1/1982,0.43,0.718,Srinagar,India,34.56N,73.95E
1/1/1983,-1.105,0.629,Srinagar,India,34.56N,73.95E
2/1/1983,0.378,0.576,Srinagar,India,34.56N,73.95E
3/1/1983,2.916,0.839,Srinagar,India,34.56N,73.95E
4/1/1983,8.446,0.803,Srinagar,India,34.56N,73.95E
5/1/1983,14.359,0.693,Srinagar,India,34.56N,73.95E
6/1/1983,17.497,0.548,Srinagar,India,34.56N,73.95E
7/1/1983,19.085,0.614,Srinagar,India,34.56N,73.95E
8/1/1983,19.572,0.375,Srinagar,India,34.56N,73.95E
9/1/1983,17,0.225,Srinagar,India,34.56N,73.95E
10/1/1983,10.528,0.616,Srinagar,India,34.56N,73.95E
11/1/1983,6.002,0.292,Srinagar,India,34.56N,73.95E
12/1/1983,1.007,0.464,Srinagar,India,34.56N,73.95E
1/1/1984,-0.911,0.741,Srinagar,India,34.56N,73.95E
2/1/1984,-1.225,1.08,Srinagar,India,34.56N,73.95E
3/1/1984,7.423,0.549,Srinagar,India,34.56N,73.95E
4/1/1984,10.445,0.309,Srinagar,India,34.56N,73.95E
5/1/1984,16.559,0.801,Srinagar,India,34.56N,73.95E
6/1/1984,20.601,0.67,Srinagar,India,34.56N,73.95E
7/1/1984,19.601,0.491,Srinagar,India,34.56N,73.95E
8/1/1984,19.929,0.63,Srinagar,India,34.56N,73.95E
9/1/1984,14.874,0.255,Srinagar,India,34.56N,73.95E
